# _root_ Egyelőre az autó nem saját tulajdon , egy cseh cégtől bérlik , akik a szervizszerelőket és a programozó mérnököt is adják .
#goldHeads=4,3,4,0,6,4,4,10,10,11,4,11,21,15,21,21,19,19,21,21,11,4,
#predictedHeads=11,3,11,11,6,11,11,10,10,11,0,11,21,15,21,21,19,19,21,21,11,11,
(6,3),(3,21),-0.334078 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.906519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.554519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.390744 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.836342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.565899 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.196911 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.466803 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.450553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.481704 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.303599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.86639 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.793349 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.716606 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.636877 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.448004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.250198 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.196158 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.0789318 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.461353 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.799391 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.11202 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.779141 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.641591 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.356474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.208136 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.12887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0109615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.119796 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0346661 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.08042 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0703654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.510749 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.751002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.0522 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.717594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.673941 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.517244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.339223 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.144647 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.019146 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.118581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.208039 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0254594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.320469 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.055215 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.238868 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.344691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.53888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0598712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.121041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0252622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.528554 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.641591 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.12887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0736048 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0927902 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0215532 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.307582 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.08042 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.12887 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.0109615 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0736048 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.0927902 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.0215532 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.307582 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.155595 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.130555 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.331804 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.348481 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.167413 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.784646 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.713944 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.628165 # DEPENDENCYPART_GRANDPAR
(6,20),(20,7),-0.215255 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.12994 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.0999094 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.0260971 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.187324 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.352566 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.413933 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.0889891 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.105603 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.529497 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.750987 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-1.0522 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.718278 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.673926 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.518983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.34641 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.0179835 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.116841 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0925538 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.231065 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),0.085007 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.334226 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.00296111 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.181298 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.358448 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.32038 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.118047 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.0119933 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.52707 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.473489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.581489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.43556 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.46241 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.446892 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.44756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,21),-0.190701 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.271381 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.438265 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.370737 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.362942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.221459 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.643809 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.537826 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.4661 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.505825 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.643483 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.485684 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.537058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.885122 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.232944 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.333133 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.28958 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.326759 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.641451 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.534701 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.889809 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.401145 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.508921 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.340217 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.357095 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.225365 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.64539 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.538536 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.506611 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.538639 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.88577 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.231146 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.336038 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.310782 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.141305 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.108998 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.329945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.886138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.308865 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.641451 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.545722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.553507 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.73089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.486579 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.534701 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.889809 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.844601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,1),-0.628854 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.787279 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.855992 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.617386 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.788908 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.708536 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.467218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.118816 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.30275 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.342225 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.0996558 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.378088 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.125826 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.216085 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.415975 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.236902 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.303209 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.0993662 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.498374 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.514567 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.499357 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.314156 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.725267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.696607 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.484805 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.305295 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.331305 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.448081 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.340812 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.371912 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.743192 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.543889 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.606166 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.810616 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.399573 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.298144 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.728003 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.403309 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.783428 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.735651 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.629025 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.485825 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.317256 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.728251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.697525 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.484975 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.33154 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.37283 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.743299 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.603843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.813011 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.543253 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.399472 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.612589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.297599 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.159559 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.853888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.728004 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.528247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.433917 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.576702 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.375533 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.403309 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.783429 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.219446 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.499313 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.407497 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.393678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.395924 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.263547 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.180566 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.388902 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.770287 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.763781 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.701303 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),-0.30433 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.127212 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.330886 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.119367 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0997112 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.701303 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.728239 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),-0.30433 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.127212 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.330886 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.119367 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.164015 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.019609 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.155075 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0904352 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0703429 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.932119 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-1.31325 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.956532 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.796117 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.944178 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.706448 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.654263 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.414512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.323279 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.265486 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.39434 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.146011 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.00545945 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.0311342 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.181719 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0623345 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.137326 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0850764 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.403979 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.215874 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0220967 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.0137666 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.557235 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.25295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.403231 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.0911698 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.238813 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.175996 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.339565 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.472781 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.958232 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.124736 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.196799 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.127798 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.139054 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.137319 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.42031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,21),-0.640134 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.13744 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.338996 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.302792 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0338498 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0120369 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.568988 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.25658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.405696 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.241444 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.476405 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.960619 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.196029 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.116897 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0980188 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0199065 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.130749 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.142204 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.332475 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.677209 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.42031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.583544 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.415883 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.500709 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.514393 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.640134 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.13744 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.370252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.251381 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.245718 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.17058 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0180182 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.00120652 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.564561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.540045 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.0443 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.196016 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.116717 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0980059 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.019894 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.138117 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0853871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.529514 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.317625 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.583544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.415883 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.500709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.640134 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.13744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.198315 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.106453 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.301945 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.113488 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0638443 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.467692 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.0750778 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.914576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0789983 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.197042 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0243944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.104084 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.535904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.647411 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.48359 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.409911 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.355583 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.124549 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.03427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.235496 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0360634 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0704587 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0620771 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.174281 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.591028 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.098914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.29497 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.525037 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.865455 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0986685 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.258551 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0850759 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0446403 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0614081 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0243369 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0731295 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.0750778 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.257219 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.914576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.0789983 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.197042 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.0243944 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.188873 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0749947 # DEPENDENCYPART_GRANDPAR
