# _root_ Szerinte a tudomány egyrészt az élet minden szférájába behatolt , másrészt viszont lekerült arról a piedesztálról , amelyre a felvilágosodás korában állították .
#goldHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
#predictedHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
(6,22),(22,17),-0.172936 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.0473387 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.484116 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.302123 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.481821 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.530191 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.173252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.228966 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.17254 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.316965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.788057 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.00432 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.647408 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.634733 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.630414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.587453 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-1.15288 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.418909 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.468139 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0305101 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.269278 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.793803 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.523172 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.431806 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.705505 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.402238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.034253 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.625542 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.290497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.264506 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.874792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.793798 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.523171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.431806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.705501 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.402233 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.79895 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.408683 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.02615 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.795444 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.846575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.375417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.375977 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0953255 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0329757 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.472835 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0628644 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.116175 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.185647 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.0084268 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.168067 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.431983 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.810144 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.03789 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.622389 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.252968 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.805545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.827079 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.434921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.391542 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.250935 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0626835 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0130879 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0141116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.365847 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.167213 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.134776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.135564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.414215 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.059334 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.30218 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.092274 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.420565 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.872154 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.370599 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.040448 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0332949 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.353293 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0488039 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.213016 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.0403266 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.326462 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.00201413 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.03827 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.622514 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.805926 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.4386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.393156 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.252964 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.0615479 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.0117347 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.304905 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.0505365 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.379962 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.105639 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.152789 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.223088 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.42833 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.00806064 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.367656 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.422276 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.348568 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.114358 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0786866 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.11869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.418523 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.511011 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.283734 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.181307 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.64989 # DEPENDENCYPART_GRANDPAR
(9,1),(1,22),-0.374151 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.11896 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0214432 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.247772 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0639279 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0090095 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.28635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.598857 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.386136 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.678667 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.541883 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.102494 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0905512 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.418463 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.1189 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0896546 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.230273 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.167099 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0113918 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.195082 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.28634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.598854 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.386133 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.678662 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.541878 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-1.29819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0139282 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0894549 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.228179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0102519 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0123136 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.4003 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.598854 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.386133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.678662 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.608524 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.541878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.29819 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0548824 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0301536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.419271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.900336 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.76721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.532335 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.238256 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.339435 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.957667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.352439 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0189833 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.623492 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.200934 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.269641 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.188293 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.634029 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.483497 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-1.04424 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.250938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.394448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.161206 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.293283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.1564 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.086901 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0365029 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.83774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.242015 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0342947 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.150297 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0765158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.287063 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0473681 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.00816464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.156341 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.33432 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.41189 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.255979 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.0645769 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.887969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.330815 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.138814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.865325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.220385 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0460741 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.257644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.107314 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.165785 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0689895 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.257075 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.107056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.14711 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.75542 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.246601 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.782368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),0.121304 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0322437 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.348152 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0921565 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.121872 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.357827 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.212337 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0353524 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.352799 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.20278 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.395726 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.161983 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.157678 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),0.0352249 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.839364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),-0.244068 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.0317045 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.148315 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.23173 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0852133 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.430108 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.093397 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.00685206 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.280545 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.477365 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.465344 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.312227 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.891664 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.542875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.641284 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.0837034 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0688589 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.181232 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.128779 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.129141 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.2067 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.168901 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.0130559 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0688599 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.182138 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.0186667 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.00445452 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0926754 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.28791 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0669732 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.415152 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.114246 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.152872 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.212658 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.965591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.473308 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.503942 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.420262 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.17672 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0186698 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.249591 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0919216 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.152291 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.209612 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.965591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.473307 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.50394 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.893988 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.166179 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.423607 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.176416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.253902 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.173725 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.173034 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.209551 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.965591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.473307 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.816828 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.50394 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.893988 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.0103069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.378636 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.175879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.0527367 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.23253 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.16805 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.250454 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0395568 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.286941 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.108692 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.29653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.788051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.654027 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.11806 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.827453 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.710785 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.818566 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-1.13258 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.718207 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.513513 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.895111 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.880829 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.731261 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.15277 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.681332 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.852853 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.14486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.867723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.938554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.05311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.984894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.717695 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.476042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.00328699 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.175002 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.140245 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0980998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.070939 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.293416 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.317151 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.155661 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.0894145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.505949 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.768814 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.646832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.704127 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.678257 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.505709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0712519 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.126857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.101918 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0993764 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.303632 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.145153 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.0420145 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.557441 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.634639 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.738338 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.520232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.00730287 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.263602 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0980143 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.046712 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.323165 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.166951 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0576467 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.00730388 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.264507 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0875036 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0529619 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0639731 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.382921 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.15309 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.681384 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.14518 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.938871 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.05337 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.984886 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.717747 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.4761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0653804 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.0766574 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.325569 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.2106 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.130992 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.126242 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.443982 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.389914 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.225564 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.500214 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.588683 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.536119 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.400298 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.168524 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.202652 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.959774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,16),-0.141961 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.219863 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.318612 # DEPENDENCYPART_GRANDPAR
