# _root_ Ha ezt a hitelező nem adja meg , és a bank beváltja a hitelekhez járó állami garanciát , az az érintett gazdáknak az állami agrártámogatásokból való kizárását jelenti .
#goldHeads=28,6,4,6,6,28,6,28,28,11,12,28,14,15,17,17,12,28,28,22,22,28,25,25,26,27,28,0,28,
#predictedHeads=28,6,4,6,6,9,6,9,0,11,12,9,14,15,17,17,12,12,28,22,22,28,25,25,26,27,28,12,9,
(2,9),(2,27),0.0424791 # DEPENDENCYPART_SIBL
(2,9),(2,28),0.0965277 # DEPENDENCYPART_SIBL
(2,9),(2,29),0.015701 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.015898 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0751602 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0767215 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.0394463 # DEPENDENCYPART_SIBL
(2,11),(2,18),-6.56918e-05 # DEPENDENCYPART_SIBL
(2,11),(2,19),0.0169439 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.0765854 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.0394463 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0767215 # DEPENDENCYPART_SIBL
(2,11),(2,25),0.0394463 # DEPENDENCYPART_SIBL
(2,11),(2,26),0.0766934 # DEPENDENCYPART_SIBL
(2,11),(2,27),0.0394463 # DEPENDENCYPART_SIBL
(2,11),(2,28),-0.0197144 # DEPENDENCYPART_SIBL
(2,11),(2,29),0.0565274 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.0101073 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.008653 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0266774 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0427401 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0260962 # DEPENDENCYPART_SIBL
(2,12),(2,21),-0.00836083 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0269208 # DEPENDENCYPART_SIBL
(2,12),(2,24),-0.008653 # DEPENDENCYPART_SIBL
(2,12),(2,25),0.0269208 # DEPENDENCYPART_SIBL
(2,12),(2,26),-0.0147919 # DEPENDENCYPART_SIBL
(2,12),(2,27),0.0269208 # DEPENDENCYPART_SIBL
(2,12),(2,28),-0.00896949 # DEPENDENCYPART_SIBL
(2,12),(2,29),-0.00470159 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.0228756 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0329096 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0178307 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.0197343 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.0226368 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0329096 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.0228756 # DEPENDENCYPART_SIBL
(2,15),(2,25),0.0329096 # DEPENDENCYPART_SIBL
(2,15),(2,26),-0.0270316 # DEPENDENCYPART_SIBL
(2,15),(2,27),0.0329096 # DEPENDENCYPART_SIBL
(2,15),(2,28),-0.0170284 # DEPENDENCYPART_SIBL
(2,15),(2,29),0.00730715 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0330764 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0181011 # DEPENDENCYPART_SIBL
(2,16),(2,19),-0.0196107 # DEPENDENCYPART_SIBL
(2,16),(2,21),-0.0226597 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0330764 # DEPENDENCYPART_SIBL
(2,16),(2,24),-0.0228982 # DEPENDENCYPART_SIBL
(2,16),(2,25),0.0330764 # DEPENDENCYPART_SIBL
(2,16),(2,26),-0.0270545 # DEPENDENCYPART_SIBL
(2,16),(2,27),0.0330764 # DEPENDENCYPART_SIBL
(2,16),(2,28),-0.0167278 # DEPENDENCYPART_SIBL
(2,16),(2,29),0.00728797 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.00386112 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.0169516 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.0766085 # DEPENDENCYPART_SIBL
(2,17),(2,22),0.0384926 # DEPENDENCYPART_SIBL
(2,17),(2,24),0.0767445 # DEPENDENCYPART_SIBL
(2,17),(2,25),0.0384926 # DEPENDENCYPART_SIBL
(2,17),(2,26),0.0767164 # DEPENDENCYPART_SIBL
(2,17),(2,27),0.0384926 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.0227995 # DEPENDENCYPART_SIBL
(2,17),(2,29),0.0508703 # DEPENDENCYPART_SIBL
(2,18),(2,19),0.019864 # DEPENDENCYPART_SIBL
(2,18),(2,21),-0.000171456 # DEPENDENCYPART_SIBL
(2,18),(2,22),0.027269 # DEPENDENCYPART_SIBL
(2,18),(2,24),0.00230365 # DEPENDENCYPART_SIBL
(2,18),(2,25),0.027269 # DEPENDENCYPART_SIBL
(2,18),(2,26),0.021012 # DEPENDENCYPART_SIBL
(2,18),(2,27),0.027269 # DEPENDENCYPART_SIBL
(2,18),(2,28),0.0485943 # DEPENDENCYPART_SIBL
(2,18),(2,29),0.0309662 # DEPENDENCYPART_SIBL
(2,19),(2,21),0.0868282 # DEPENDENCYPART_SIBL
(2,19),(2,22),0.135906 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.0864581 # DEPENDENCYPART_SIBL
(2,19),(2,25),0.135906 # DEPENDENCYPART_SIBL
(2,19),(2,26),0.085707 # DEPENDENCYPART_SIBL
(2,19),(2,27),0.135906 # DEPENDENCYPART_SIBL
(2,19),(2,28),0.0370381 # DEPENDENCYPART_SIBL
(2,19),(2,29),0.00786347 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0335697 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0225297 # DEPENDENCYPART_SIBL
(2,21),(2,25),0.0335697 # DEPENDENCYPART_SIBL
(2,21),(2,26),-0.026686 # DEPENDENCYPART_SIBL
(2,21),(2,27),0.0335697 # DEPENDENCYPART_SIBL
(2,21),(2,28),-0.0169744 # DEPENDENCYPART_SIBL
(2,21),(2,29),0.00538605 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0767445 # DEPENDENCYPART_SIBL
(2,22),(2,25),0.0380705 # DEPENDENCYPART_SIBL
(2,22),(2,26),0.0767164 # DEPENDENCYPART_SIBL
(2,22),(2,27),0.0380705 # DEPENDENCYPART_SIBL
(2,22),(2,28),-0.0227995 # DEPENDENCYPART_SIBL
(2,22),(2,29),0.0510295 # DEPENDENCYPART_SIBL
(2,24),(2,25),0.0330764 # DEPENDENCYPART_SIBL
(2,24),(2,26),-0.0270545 # DEPENDENCYPART_SIBL
(2,24),(2,27),0.0330764 # DEPENDENCYPART_SIBL
(2,24),(2,28),-0.0167278 # DEPENDENCYPART_SIBL
(2,24),(2,29),0.00728797 # DEPENDENCYPART_SIBL
(2,25),(2,26),0.0767164 # DEPENDENCYPART_SIBL
(2,25),(2,27),0.0380705 # DEPENDENCYPART_SIBL
(2,25),(2,28),-0.0227995 # DEPENDENCYPART_SIBL
(2,25),(2,29),0.0510295 # DEPENDENCYPART_SIBL
(2,26),(2,27),0.0347674 # DEPENDENCYPART_SIBL
(2,26),(2,28),-0.0229326 # DEPENDENCYPART_SIBL
(2,26),(2,29),0.0194734 # DEPENDENCYPART_SIBL
(2,27),(2,28),-0.0227995 # DEPENDENCYPART_SIBL
(2,27),(2,29),0.0510295 # DEPENDENCYPART_SIBL
(2,28),(2,29),-0.0129838 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.00525879 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.352771 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.272143 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.178379 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.146545 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0133956 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0364292 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.235942 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.139271 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0184843 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0666941 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.165039 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0305209 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0332713 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.101702 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.212649 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.087121 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.0567861 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0180467 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00682331 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0149664 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0822062 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.000475839 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0762511 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0111195 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0361484 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0265468 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0209419 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0361484 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0221408 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0196429 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0178834 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0178137 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0762511 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0237823 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0221408 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0221408 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0221408 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.0322141 # DEPENDENCYPART_SIBL
(6,1),(6,29),-0.00373274 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.124482 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.023194 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.000403655 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00591599 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.164376 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.122865 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0697352 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0888885 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.144423 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0697352 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0907863 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0847589 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0830543 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0932594 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.164376 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0627482 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0907863 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.0907863 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0907863 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.157938 # DEPENDENCYPART_SIBL
(6,2),(6,29),-0.0876477 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0315506 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0437478 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0457791 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0513262 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0314514 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0220341 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0279378 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0279007 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0220341 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0385122 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0006697 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00233994 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0406217 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0513262 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00329496 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0385122 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0385122 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.0385122 # DEPENDENCYPART_SIBL
(6,3),(6,28),-0.0391714 # DEPENDENCYPART_SIBL
(6,3),(6,29),-0.0807073 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0479309 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.063949 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0453409 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0474081 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0415512 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0450393 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0590846 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0415512 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0512313 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0314723 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0270432 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.05336 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0453409 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0708836 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0512313 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0512313 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0512313 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.0778906 # DEPENDENCYPART_SIBL
(6,4),(6,29),-0.0399741 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.100961 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0238733 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0104494 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0668646 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00803033 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0458482 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0668646 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00697155 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0173728 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0193211 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00987577 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0238733 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0356681 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00697155 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.00697155 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.00697155 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0234139 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.0238309 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0145742 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0498054 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0461913 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0835203 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0310158 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0461913 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0904404 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0393048 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0403612 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0903926 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0145742 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0264007 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0904404 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0904404 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.0904404 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.047148 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.0204435 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0574249 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.118936 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0508026 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.166889 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.118936 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0587295 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0595527 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0494981 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0586811 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00301694 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00891036 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0587295 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.0587295 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.0587295 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.132146 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.0447057 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0621109 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0827786 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00271272 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0621109 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.088634 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0190028 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0203325 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.088395 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00414861 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0573344 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.088634 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.088634 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.088634 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0160769 # DEPENDENCYPART_SIBL
(6,9),(6,29),5.31019e-05 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00507448 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0512753 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0887146 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.000643144 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0165647 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0155405 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.000690935 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00324092 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.000629366 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.000643144 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.000643144 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.000643144 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.064405 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0280569 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0541459 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0585851 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.043876 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00598586 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00851143 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0439238 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0471506 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.017297 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.043876 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.043876 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.043876 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.0706237 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.000858307 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0204702 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0230697 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00712226 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00566188 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0233608 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.063326 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0354479 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0230697 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0230697 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0230697 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.0460349 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.000236389 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.000643144 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0165647 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0155405 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.000690935 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00324092 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.000629366 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.000643144 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.000643144 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.000643144 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.064405 # DEPENDENCYPART_SIBL
(6,13),(6,29),-0.0280569 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0101607 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0126863 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0425511 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0512563 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0214549 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0425033 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0425033 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0425033 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0689995 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.000257014 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0493912 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0491607 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00229013 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0395635 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0491129 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0491129 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0491129 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0662014 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.018325 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0482417 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0027716 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0391397 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0481939 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0481939 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.0481939 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.0656374 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.0180069 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0515743 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0218487 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0412228 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0412228 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.0412228 # DEPENDENCYPART_SIBL
(6,17),(6,28),-0.0686058 # DEPENDENCYPART_SIBL
(6,17),(6,29),-0.000155002 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00891036 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0587295 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0587295 # DEPENDENCYPART_SIBL
(6,18),(6,27),0.0587295 # DEPENDENCYPART_SIBL
(6,18),(6,28),0.132146 # DEPENDENCYPART_SIBL
(6,18),(6,29),0.0447057 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0182737 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0182737 # DEPENDENCYPART_SIBL
(6,19),(6,27),0.0182737 # DEPENDENCYPART_SIBL
(6,19),(6,28),-0.0605249 # DEPENDENCYPART_SIBL
(6,19),(6,29),-0.00745236 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0425033 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0425033 # DEPENDENCYPART_SIBL
(6,22),(6,28),-0.0689995 # DEPENDENCYPART_SIBL
(6,22),(6,29),-0.000257014 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.0425033 # DEPENDENCYPART_SIBL
(6,25),(6,28),-0.0689995 # DEPENDENCYPART_SIBL
(6,25),(6,29),-0.000257014 # DEPENDENCYPART_SIBL
(6,27),(6,28),-0.0689995 # DEPENDENCYPART_SIBL
(6,27),(6,29),-0.000257014 # DEPENDENCYPART_SIBL
(6,28),(6,29),-0.0175157 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.111254 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.175283 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.447748 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0121983 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.156907 # DEPENDENCYPART_SIBL
(7,1),(7,29),0.138666 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.134824 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0645707 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0510969 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.112035 # DEPENDENCYPART_SIBL
(7,4),(7,29),0.00629184 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0842814 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0974262 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.133321 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.179303 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0134369 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0831905 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.0762599 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0456732 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.108646 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.0700334 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0950133 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.114888 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0966978 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.132138 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.337818 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00588177 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00301622 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00828137 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00368937 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0129069 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0127365 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00261485 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0452778 # DEPENDENCYPART_SIBL
