# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(1,7),(1,14),-0.0216548 # DEPENDENCYPART_SIBL
(1,7),(1,15),0.0247345 # DEPENDENCYPART_SIBL
(1,7),(1,16),-0.0216548 # DEPENDENCYPART_SIBL
(1,7),(1,17),0.00279446 # DEPENDENCYPART_SIBL
(1,7),(1,18),0.018049 # DEPENDENCYPART_SIBL
(1,7),(1,19),0.0165004 # DEPENDENCYPART_SIBL
(1,7),(1,21),0.00626847 # DEPENDENCYPART_SIBL
(1,7),(1,22),0.00939161 # DEPENDENCYPART_SIBL
(1,7),(1,23),0.012846 # DEPENDENCYPART_SIBL
(1,7),(1,24),-0.00541998 # DEPENDENCYPART_SIBL
(1,7),(1,26),0.0930075 # DEPENDENCYPART_SIBL
(1,7),(1,27),0.00791735 # DEPENDENCYPART_SIBL
(1,7),(1,28),0.0219396 # DEPENDENCYPART_SIBL
(1,7),(1,29),0.0165004 # DEPENDENCYPART_SIBL
(1,7),(1,30),-0.00879536 # DEPENDENCYPART_SIBL
(1,7),(1,33),0.00792368 # DEPENDENCYPART_SIBL
(1,8),(1,9),0.0318477 # DEPENDENCYPART_SIBL
(1,8),(1,10),-0.0188427 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.00838042 # DEPENDENCYPART_SIBL
(1,8),(1,12),-0.00838042 # DEPENDENCYPART_SIBL
(1,8),(1,13),-0.00719796 # DEPENDENCYPART_SIBL
(1,8),(1,14),-0.00189328 # DEPENDENCYPART_SIBL
(1,8),(1,15),-0.00310967 # DEPENDENCYPART_SIBL
(1,8),(1,16),-0.00189328 # DEPENDENCYPART_SIBL
(1,8),(1,17),0.0329061 # DEPENDENCYPART_SIBL
(1,8),(1,18),-0.00691396 # DEPENDENCYPART_SIBL
(1,8),(1,19),0.00262219 # DEPENDENCYPART_SIBL
(1,8),(1,21),-0.01234 # DEPENDENCYPART_SIBL
(1,8),(1,22),-0.0102608 # DEPENDENCYPART_SIBL
(1,8),(1,23),0.0318477 # DEPENDENCYPART_SIBL
(1,8),(1,24),-0.0188427 # DEPENDENCYPART_SIBL
(1,8),(1,26),-0.0074105 # DEPENDENCYPART_SIBL
(1,8),(1,27),-0.0084298 # DEPENDENCYPART_SIBL
(1,8),(1,28),-0.00470489 # DEPENDENCYPART_SIBL
(1,8),(1,29),0.00262219 # DEPENDENCYPART_SIBL
(1,8),(1,30),-0.00446659 # DEPENDENCYPART_SIBL
(1,8),(1,33),-0.00845863 # DEPENDENCYPART_SIBL
(1,9),(1,10),0.208707 # DEPENDENCYPART_SIBL
(1,9),(1,11),-0.0163051 # DEPENDENCYPART_SIBL
(1,9),(1,12),-0.0159367 # DEPENDENCYPART_SIBL
(1,9),(1,13),0.063228 # DEPENDENCYPART_SIBL
(1,9),(1,14),-0.0790388 # DEPENDENCYPART_SIBL
(1,9),(1,15),-0.000684526 # DEPENDENCYPART_SIBL
(1,9),(1,16),-0.0790388 # DEPENDENCYPART_SIBL
(1,9),(1,17),-0.0659676 # DEPENDENCYPART_SIBL
(1,9),(1,18),-0.00587019 # DEPENDENCYPART_SIBL
(1,9),(1,19),-0.00897091 # DEPENDENCYPART_SIBL
(1,9),(1,21),0.0651596 # DEPENDENCYPART_SIBL
(1,9),(1,22),-0.0174983 # DEPENDENCYPART_SIBL
(1,9),(1,23),-0.0474428 # DEPENDENCYPART_SIBL
(1,9),(1,24),0.208707 # DEPENDENCYPART_SIBL
(1,9),(1,26),-0.00154607 # DEPENDENCYPART_SIBL
(1,9),(1,27),-0.0166871 # DEPENDENCYPART_SIBL
(1,9),(1,28),-0.00523382 # DEPENDENCYPART_SIBL
(1,9),(1,29),-0.00897091 # DEPENDENCYPART_SIBL
(1,9),(1,30),0.0674483 # DEPENDENCYPART_SIBL
(1,9),(1,33),-0.0159367 # DEPENDENCYPART_SIBL
(1,10),(1,11),-0.0476703 # DEPENDENCYPART_SIBL
(1,10),(1,12),-0.0474911 # DEPENDENCYPART_SIBL
(1,10),(1,13),0.0141145 # DEPENDENCYPART_SIBL
(1,10),(1,14),-0.025442 # DEPENDENCYPART_SIBL
(1,10),(1,15),-0.019188 # DEPENDENCYPART_SIBL
(1,10),(1,16),-0.025442 # DEPENDENCYPART_SIBL
(1,10),(1,17),-0.012657 # DEPENDENCYPART_SIBL
(1,10),(1,18),-0.0245289 # DEPENDENCYPART_SIBL
(1,10),(1,19),-0.0171113 # DEPENDENCYPART_SIBL
(1,10),(1,21),-0.00661093 # DEPENDENCYPART_SIBL
(1,10),(1,22),-0.0484725 # DEPENDENCYPART_SIBL
(1,10),(1,23),-0.0466157 # DEPENDENCYPART_SIBL
(1,10),(1,24),0.00665724 # DEPENDENCYPART_SIBL
(1,10),(1,26),0.000794716 # DEPENDENCYPART_SIBL
(1,10),(1,27),-0.0465689 # DEPENDENCYPART_SIBL
(1,10),(1,28),-0.0217142 # DEPENDENCYPART_SIBL
(1,10),(1,29),-0.0171113 # DEPENDENCYPART_SIBL
(1,10),(1,30),0.0222931 # DEPENDENCYPART_SIBL
(1,10),(1,33),-0.0475682 # DEPENDENCYPART_SIBL
(1,11),(1,12),0.0078578 # DEPENDENCYPART_SIBL
(1,11),(1,13),-0.00539015 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.0216609 # DEPENDENCYPART_SIBL
(1,11),(1,15),0.0247345 # DEPENDENCYPART_SIBL
(1,11),(1,16),-0.0216609 # DEPENDENCYPART_SIBL
(1,11),(1,17),0.00278961 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.018049 # DEPENDENCYPART_SIBL
(1,11),(1,19),0.0165004 # DEPENDENCYPART_SIBL
(1,11),(1,21),0.00626571 # DEPENDENCYPART_SIBL
(1,11),(1,22),0.00924844 # DEPENDENCYPART_SIBL
(1,11),(1,23),0.0128376 # DEPENDENCYPART_SIBL
(1,11),(1,24),-0.00541998 # DEPENDENCYPART_SIBL
(1,11),(1,26),0.0930021 # DEPENDENCYPART_SIBL
(1,11),(1,27),0.00777418 # DEPENDENCYPART_SIBL
(1,11),(1,28),0.0219396 # DEPENDENCYPART_SIBL
(1,11),(1,29),0.0165004 # DEPENDENCYPART_SIBL
(1,11),(1,30),-0.00879812 # DEPENDENCYPART_SIBL
(1,11),(1,33),0.00778052 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.00538739 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0216548 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0247345 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0216548 # DEPENDENCYPART_SIBL
(1,12),(1,17),0.00279446 # DEPENDENCYPART_SIBL
(1,12),(1,18),0.018049 # DEPENDENCYPART_SIBL
(1,12),(1,19),0.0165004 # DEPENDENCYPART_SIBL
(1,12),(1,21),0.00626847 # DEPENDENCYPART_SIBL
(1,12),(1,22),0.00939161 # DEPENDENCYPART_SIBL
(1,12),(1,23),0.012846 # DEPENDENCYPART_SIBL
(1,12),(1,24),-0.00541998 # DEPENDENCYPART_SIBL
(1,12),(1,26),0.0930075 # DEPENDENCYPART_SIBL
(1,12),(1,27),0.00791735 # DEPENDENCYPART_SIBL
(1,12),(1,28),0.0219396 # DEPENDENCYPART_SIBL
(1,12),(1,29),0.0165004 # DEPENDENCYPART_SIBL
(1,12),(1,30),-0.00879536 # DEPENDENCYPART_SIBL
(1,12),(1,33),0.00792368 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.00197068 # DEPENDENCYPART_SIBL
(1,13),(1,15),-0.00318707 # DEPENDENCYPART_SIBL
(1,13),(1,16),-0.00197068 # DEPENDENCYPART_SIBL
(1,13),(1,17),0.0328287 # DEPENDENCYPART_SIBL
(1,13),(1,18),-0.00699136 # DEPENDENCYPART_SIBL
(1,13),(1,19),0.00254479 # DEPENDENCYPART_SIBL
(1,13),(1,21),-0.0124174 # DEPENDENCYPART_SIBL
(1,13),(1,22),-0.0103382 # DEPENDENCYPART_SIBL
(1,13),(1,23),0.0317703 # DEPENDENCYPART_SIBL
(1,13),(1,24),-0.0189201 # DEPENDENCYPART_SIBL
(1,13),(1,26),-0.0074879 # DEPENDENCYPART_SIBL
(1,13),(1,27),-0.0085072 # DEPENDENCYPART_SIBL
(1,13),(1,28),-0.00478229 # DEPENDENCYPART_SIBL
(1,13),(1,29),0.00254479 # DEPENDENCYPART_SIBL
(1,13),(1,30),-0.00454399 # DEPENDENCYPART_SIBL
(1,13),(1,33),-0.00853603 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0183069 # DEPENDENCYPART_SIBL
(1,14),(1,16),-0.0218577 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.0253025 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0137931 # DEPENDENCYPART_SIBL
(1,14),(1,19),0.0128088 # DEPENDENCYPART_SIBL
(1,14),(1,21),-0.024111 # DEPENDENCYPART_SIBL
(1,14),(1,22),-0.0113129 # DEPENDENCYPART_SIBL
(1,14),(1,23),-0.0367261 # DEPENDENCYPART_SIBL
(1,14),(1,24),0.0198757 # DEPENDENCYPART_SIBL
(1,14),(1,26),0.0317977 # DEPENDENCYPART_SIBL
(1,14),(1,27),-0.0105526 # DEPENDENCYPART_SIBL
(1,14),(1,28),0.0151664 # DEPENDENCYPART_SIBL
(1,14),(1,29),0.0128088 # DEPENDENCYPART_SIBL
(1,14),(1,30),-0.0103109 # DEPENDENCYPART_SIBL
(1,14),(1,33),-0.0101418 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0056367 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.0200158 # DEPENDENCYPART_SIBL
(1,15),(1,18),-0.00579979 # DEPENDENCYPART_SIBL
(1,15),(1,19),-0.00109956 # DEPENDENCYPART_SIBL
(1,15),(1,21),-0.00380872 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.104144 # DEPENDENCYPART_SIBL
(1,15),(1,23),0.0199322 # DEPENDENCYPART_SIBL
(1,15),(1,24),0.0368486 # DEPENDENCYPART_SIBL
(1,15),(1,26),0.0758958 # DEPENDENCYPART_SIBL
(1,15),(1,27),0.102656 # DEPENDENCYPART_SIBL
(1,15),(1,28),0.00236852 # DEPENDENCYPART_SIBL
(1,15),(1,29),-0.00109956 # DEPENDENCYPART_SIBL
(1,15),(1,30),-0.00329826 # DEPENDENCYPART_SIBL
(1,15),(1,33),0.102621 # DEPENDENCYPART_SIBL
(1,16),(1,17),-0.0253025 # DEPENDENCYPART_SIBL
(1,16),(1,18),0.0137931 # DEPENDENCYPART_SIBL
(1,16),(1,19),0.0128088 # DEPENDENCYPART_SIBL
(1,16),(1,21),-0.024111 # DEPENDENCYPART_SIBL
(1,16),(1,22),-0.0113129 # DEPENDENCYPART_SIBL
(1,16),(1,23),-0.0367261 # DEPENDENCYPART_SIBL
(1,16),(1,24),0.0198757 # DEPENDENCYPART_SIBL
(1,16),(1,26),0.0317977 # DEPENDENCYPART_SIBL
(1,16),(1,27),-0.0105526 # DEPENDENCYPART_SIBL
(1,16),(1,28),0.0151664 # DEPENDENCYPART_SIBL
(1,16),(1,29),0.0128088 # DEPENDENCYPART_SIBL
(1,16),(1,30),-0.0103109 # DEPENDENCYPART_SIBL
(1,16),(1,33),-0.0101418 # DEPENDENCYPART_SIBL
(1,17),(1,18),0.0184759 # DEPENDENCYPART_SIBL
(1,17),(1,19),0.0173769 # DEPENDENCYPART_SIBL
(1,17),(1,21),0.113718 # DEPENDENCYPART_SIBL
(1,17),(1,22),-0.00195346 # DEPENDENCYPART_SIBL
(1,17),(1,23),0.00655927 # DEPENDENCYPART_SIBL
(1,17),(1,24),0.0803254 # DEPENDENCYPART_SIBL
(1,17),(1,26),0.0515772 # DEPENDENCYPART_SIBL
(1,17),(1,27),-0.00119272 # DEPENDENCYPART_SIBL
(1,17),(1,28),0.0198615 # DEPENDENCYPART_SIBL
(1,17),(1,29),0.0173769 # DEPENDENCYPART_SIBL
(1,17),(1,30),0.119701 # DEPENDENCYPART_SIBL
(1,17),(1,33),-0.000791656 # DEPENDENCYPART_SIBL
(1,18),(1,19),-0.0116127 # DEPENDENCYPART_SIBL
(1,18),(1,21),-0.0147199 # DEPENDENCYPART_SIBL
(1,18),(1,22),0.0875527 # DEPENDENCYPART_SIBL
(1,18),(1,23),0.00324571 # DEPENDENCYPART_SIBL
(1,18),(1,24),0.0283314 # DEPENDENCYPART_SIBL
(1,18),(1,26),0.0638949 # DEPENDENCYPART_SIBL
(1,18),(1,27),0.0860647 # DEPENDENCYPART_SIBL
(1,18),(1,28),-0.00814177 # DEPENDENCYPART_SIBL
(1,18),(1,29),-0.0116127 # DEPENDENCYPART_SIBL
(1,18),(1,30),-0.0142099 # DEPENDENCYPART_SIBL
(1,18),(1,33),0.0860293 # DEPENDENCYPART_SIBL
(1,19),(1,21),0.00397612 # DEPENDENCYPART_SIBL
(1,19),(1,22),0.095083 # DEPENDENCYPART_SIBL
(1,19),(1,23),0.0207812 # DEPENDENCYPART_SIBL
(1,19),(1,24),0.0478941 # DEPENDENCYPART_SIBL
(1,19),(1,26),0.0782792 # DEPENDENCYPART_SIBL
(1,19),(1,27),0.093595 # DEPENDENCYPART_SIBL
(1,19),(1,28),0.00271201 # DEPENDENCYPART_SIBL
(1,19),(1,29),-0.000756073 # DEPENDENCYPART_SIBL
(1,19),(1,30),0.00448658 # DEPENDENCYPART_SIBL
(1,19),(1,33),0.0935596 # DEPENDENCYPART_SIBL
(1,21),(1,22),-0.0300062 # DEPENDENCYPART_SIBL
(1,21),(1,23),0.0189766 # DEPENDENCYPART_SIBL
(1,21),(1,24),-0.0500642 # DEPENDENCYPART_SIBL
(1,21),(1,26),-0.0243976 # DEPENDENCYPART_SIBL
(1,21),(1,27),-0.0273935 # DEPENDENCYPART_SIBL
(1,21),(1,28),-0.0113396 # DEPENDENCYPART_SIBL
(1,21),(1,29),-0.00401251 # DEPENDENCYPART_SIBL
(1,21),(1,30),-0.0154129 # DEPENDENCYPART_SIBL
(1,21),(1,33),-0.0274223 # DEPENDENCYPART_SIBL
(1,22),(1,23),-0.00352731 # DEPENDENCYPART_SIBL
(1,22),(1,24),-0.0175786 # DEPENDENCYPART_SIBL
(1,22),(1,26),0.086386 # DEPENDENCYPART_SIBL
(1,22),(1,27),-0.00465598 # DEPENDENCYPART_SIBL
(1,22),(1,28),0.0203032 # DEPENDENCYPART_SIBL
(1,22),(1,29),0.014864 # DEPENDENCYPART_SIBL
(1,22),(1,30),-0.0190451 # DEPENDENCYPART_SIBL
(1,22),(1,33),-0.00464964 # DEPENDENCYPART_SIBL
(1,23),(1,24),0.208707 # DEPENDENCYPART_SIBL
(1,23),(1,26),-0.00154607 # DEPENDENCYPART_SIBL
(1,23),(1,27),-0.0166871 # DEPENDENCYPART_SIBL
(1,23),(1,28),-0.00523382 # DEPENDENCYPART_SIBL
(1,23),(1,29),-0.00897091 # DEPENDENCYPART_SIBL
(1,23),(1,30),0.0674483 # DEPENDENCYPART_SIBL
(1,23),(1,33),-0.0159367 # DEPENDENCYPART_SIBL
(1,24),(1,26),0.000794716 # DEPENDENCYPART_SIBL
(1,24),(1,27),-0.0465689 # DEPENDENCYPART_SIBL
(1,24),(1,28),-0.0217142 # DEPENDENCYPART_SIBL
(1,24),(1,29),-0.0171113 # DEPENDENCYPART_SIBL
(1,24),(1,30),0.0222931 # DEPENDENCYPART_SIBL
(1,24),(1,33),-0.0475682 # DEPENDENCYPART_SIBL
(1,26),(1,27),0.0118098 # DEPENDENCYPART_SIBL
(1,26),(1,28),0.00123025 # DEPENDENCYPART_SIBL
(1,26),(1,29),0.00160049 # DEPENDENCYPART_SIBL
(1,26),(1,30),-0.00766111 # DEPENDENCYPART_SIBL
(1,26),(1,33),0.0114358 # DEPENDENCYPART_SIBL
(1,27),(1,28),0.0199118 # DEPENDENCYPART_SIBL
(1,27),(1,29),0.0144726 # DEPENDENCYPART_SIBL
(1,27),(1,30),-0.00979597 # DEPENDENCYPART_SIBL
(1,27),(1,33),0.00443631 # DEPENDENCYPART_SIBL
(1,28),(1,29),-0.0024015 # DEPENDENCYPART_SIBL
(1,28),(1,30),-0.00486366 # DEPENDENCYPART_SIBL
(1,28),(1,33),0.0987966 # DEPENDENCYPART_SIBL
(1,29),(1,30),0.00448658 # DEPENDENCYPART_SIBL
(1,29),(1,33),0.0935596 # DEPENDENCYPART_SIBL
(1,30),(1,33),-0.00846432 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.13179 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0971445 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0948212 # DEPENDENCYPART_SIBL
(2,1),(2,34),0.0660843 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.00331495 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.006423 # DEPENDENCYPART_SIBL
(2,3),(2,34),0.0980292 # DEPENDENCYPART_SIBL
(2,4),(2,8),-0.0414991 # DEPENDENCYPART_SIBL
(2,4),(2,34),0.0225635 # DEPENDENCYPART_SIBL
(2,8),(2,34),0.054347 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.202534 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0911837 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0060583 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.021646 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0252165 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0177919 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0506822 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0291745 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0425834 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0179248 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0177919 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.0506839 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.00763096 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0108114 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.00763096 # DEPENDENCYPART_SIBL
(4,1),(4,17),-0.00824526 # DEPENDENCYPART_SIBL
(4,1),(4,18),-0.0197861 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.000562235 # DEPENDENCYPART_SIBL
(4,1),(4,21),6.8682e-05 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0291745 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.0425834 # DEPENDENCYPART_SIBL
(4,1),(4,29),-0.00619576 # DEPENDENCYPART_SIBL
(4,1),(4,30),-0.048155 # DEPENDENCYPART_SIBL
(4,1),(4,34),-0.00256204 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0132406 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00535886 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0161837 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0103922 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.0376062 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.033959 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0667325 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0105454 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0103922 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0407609 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.00992268 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.00510745 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.00992268 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0419182 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.0146194 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0119334 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0678201 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.033959 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0667325 # DEPENDENCYPART_SIBL
(4,2),(4,29),-0.00195746 # DEPENDENCYPART_SIBL
(4,2),(4,30),0.0399094 # DEPENDENCYPART_SIBL
(4,2),(4,34),0.111638 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0287537 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00927591 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.00449848 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0206911 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0324637 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0294821 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00412636 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00449848 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0206906 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0376456 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.00554652 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0376456 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0359864 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0107026 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0496068 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0744649 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0324637 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.0294821 # DEPENDENCYPART_SIBL
(4,3),(4,29),0.00521867 # DEPENDENCYPART_SIBL
(4,3),(4,30),0.0282831 # DEPENDENCYPART_SIBL
(4,3),(4,34),0.0416969 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0565283 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0437759 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0527388 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00901328 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0847173 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0443027 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0437759 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0527392 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.00202976 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0015059 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.00202976 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.00786135 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.00659102 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0227918 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0572307 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.00901328 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.0847173 # DEPENDENCYPART_SIBL
(4,5),(4,29),-0.0227489 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.0361523 # DEPENDENCYPART_SIBL
(4,5),(4,34),-0.0158916 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00742786 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0124238 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00963067 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0737444 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00674083 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.00742786 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0124238 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0140353 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0114217 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0140353 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.00889075 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.016508 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.00682875 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.00930617 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.00963067 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0737444 # DEPENDENCYPART_SIBL
(4,6),(4,29),-0.029829 # DEPENDENCYPART_SIBL
(4,6),(4,30),0.00416302 # DEPENDENCYPART_SIBL
(4,6),(4,34),-0.00747825 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0132034 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0708222 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0583637 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0187082 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0179628 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0166037 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.00889981 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0116173 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.00889981 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.00252594 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00383215 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.075025 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.05275 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0708222 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.0583637 # DEPENDENCYPART_SIBL
(4,7),(4,29),-0.0203465 # DEPENDENCYPART_SIBL
(4,7),(4,30),0.0297898 # DEPENDENCYPART_SIBL
(4,7),(4,34),0.0239824 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0837508 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0110472 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.00138828 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.000861551 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0266727 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0343739 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0137224 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0343739 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0590423 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0086089 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.0133914 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0251095 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0837508 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.0110472 # DEPENDENCYPART_SIBL
(4,8),(4,29),-0.000318436 # DEPENDENCYPART_SIBL
(4,8),(4,30),0.0487462 # DEPENDENCYPART_SIBL
(4,8),(4,34),0.0584877 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.842413 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0885893 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0897109 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.259781 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0390251 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.119398 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0390251 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0176449 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.111581 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0378795 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.27249 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0236239 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.842413 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.0889924 # DEPENDENCYPART_SIBL
