# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,11,11,7,13,0,15,16,13,13,
(10,7),(7,3),-0.505948 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.595794 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.336541 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.135281 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.127108 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.229516 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.827288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.427219 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.596204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.489252 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.704338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.832456 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.538426 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.767935 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.678402 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.221278 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.404492 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.214334 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.368087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.541567 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.420695 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.726067 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.476287 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.758401 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.650864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.74071 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.288588 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.458873 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.156726 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.828951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.400579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.5474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.427103 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.732971 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.485928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.764202 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.720845 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.00966 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.09951 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.648047 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.807851 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.427138 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.615347 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.44942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.027017 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.354035 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.10268 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.404841 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.432254 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.383885 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0900955 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.236413 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.379449 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0851457 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.108194 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0998304 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.130999 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.46939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),0.108194 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0998304 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0675232 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.130999 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0873825 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0228027 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0254751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.463197 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.46939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.518914 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.563287 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.955483 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.766309 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.108489 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0953092 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0692796 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.270973 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.111804 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.46939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.518916 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.955486 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.766311 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0639933 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.181447 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.090603 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.24965 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.202635 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.183466 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0175809 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.507696 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.588912 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.41099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.526956 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.594385 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.279861 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.60234 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.971727 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.736567 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.398343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.335522 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.189403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.453208 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.34861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.469496 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.524082 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.299661 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.912266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.725086 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.176156 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.164097 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.109574 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0373045 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0486684 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.542499 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.40686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.495089 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.551361 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.328284 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.941278 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.753175 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.224544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.115709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0611854 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.00683255 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0804701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.571965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.940918 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.498825 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.33885 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.679103 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.613439 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.46674 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.379488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0290004 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0534682 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.974079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0847572 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.000605412 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.237233 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.693968 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.3461 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.367516 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.94065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.129559 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.151167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.685898 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.477879 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.476439 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.563773 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.409467 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.683891 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.446892 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.418797 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0939513 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0117802 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.871459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.11788 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.16415 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0951958 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.489804 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.348724 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.688977 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.624657 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.462661 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.349158 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.0199885 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.0624835 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.248593 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.161182 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0880576 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.217205 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.383853 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0621466 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.158453 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0533945 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0302946 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.457682 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.158453 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0533945 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.106891 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0302946 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.11116 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0341019 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0922776 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.13307 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.457682 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.106531 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.698597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.0895999 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.563087 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.163054 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0537649 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.103754 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.213174 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0960547 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.455555 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.111202 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.0895999 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.563087 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0540919 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0831509 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.249645 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.359065 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0025939 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.282733 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0827227 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0769242 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0318832 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.410515 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0983335 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.0342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.328347 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.759395 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.413904 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.809648 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.228743 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.141391 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0366044 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.055504 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.496075 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0661569 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.676781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.0892887 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.0619467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.541389 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.112452 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.221873 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.129513 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0431529 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.133601 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.00317001 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.495679 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0789891 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.689625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.101205 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.0798385 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.552981 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.125989 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.23541 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.14305 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0412418 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.130358 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.00463199 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.0787825 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.158453 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0533945 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.106891 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.216312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.130941 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0322031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0930608 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.116904 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0603452 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.106531 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.698597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.124765 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.444163 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0895999 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.563087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.479141 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.12564 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.552756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.2291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.462211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.20392 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.585681 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.48412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.585001 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.570853 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.585091 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.51533 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.53739 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.490884 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.22594 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.585611 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.30049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.303118 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.704153 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.897918 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.788497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.885278 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.90899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.719911 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.757426 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.710775 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.538857 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.891666 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.26191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.299934 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.197575 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.116803 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.620522 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.364773 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.341361 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.524399 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.44204 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.406494 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.219841 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.874734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.571349 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.703984 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.185537 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.617956 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.399795 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.565172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.307443 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.30147 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.330779 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.535103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.496761 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.358151 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.219747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.887869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.340775 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.579145 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.707349 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.651759 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.444539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.609915 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.355851 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.365798 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.423649 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.561282 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.531794 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.47219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.445974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.874274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.302319 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.618976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.703189 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.987591 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.830143 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.995519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.741678 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.747976 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.716893 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.896112 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.867563 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.857794 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.75686 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.644627 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.501489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0738827 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.316949 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.890352 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.646577 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.510776 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-1.18297 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-1.15992 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.900087 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.558773 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.472387 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-1.15963 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.895566 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.642917 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.869597 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.539578 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.474733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.245544 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.601029 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.62015 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-1.33211 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.981704 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.621594 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.848274 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.630409 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.59363 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.544394 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.382529 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.387927 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.630223 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.368548 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.0748327 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.26984 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.903229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.617271 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.590406 # DEPENDENCYPART_GRANDPAR
