# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(1,7),(7,18),-0.607475 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.0519915 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.0806872 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.646108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.593422 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.480546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.0968824 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.0938473 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),-0.103359 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),-0.0870598 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),-0.0852402 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.0533966 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.151499 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.429951 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.130701 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.535546 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.119726 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.0566107 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.214412 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.242655 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.352954 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.628592 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),0.0567438 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.63359 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.595034 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.561728 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.421313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.399426 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.19844 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0469876 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0290918 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.125353 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.464518 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.554494 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.49194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.420214 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.284919 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.00903611 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0478195 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.143906 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.309839 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0840132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0808959 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0848789 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0960472 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.10317 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.108188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.248189 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.162035 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.290777 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.224811 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.229804 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.533339 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.340686 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.440332 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.310432 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.214805 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-1.28925 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.600138 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.472638 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.133752 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.193652 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.928961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.230625 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.137777 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0356975 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.329187 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.411769 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.146488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0469747 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.115208 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),0.0650677 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.293376 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-1.08141 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.271882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.0372656 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.946043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.217211 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.00378268 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.419265 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),0.0183315 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-1.10777 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.0543785 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.313067 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.942587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.261508 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0920283 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.1374 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.293078 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.35461 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.306723 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0655706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.387822 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0808911 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.0525558 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.151768 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0774384 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.227246 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.135337 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),0.121466 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.270912 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-1.05591 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.952154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.255236 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0949041 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.126833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0334707 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.424636 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.00317403 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.505734 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.130581 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.107264 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.219393 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.345159 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),0.034226 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-1.11349 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.00524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.270702 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.132591 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.277336 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.086559 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.158488 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.456382 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.388368 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.546561 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.326852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.223235 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.316458 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.286305 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.384502 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.361421 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.278979 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.428168 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-1.19472 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0298154 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.416192 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.263833 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.102291 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0259966 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.078147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.181672 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.0672798 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),-0.162218 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.00645344 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.130559 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.399076 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.268181 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.129173 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.348894 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.108468 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0400429 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0215867 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.188444 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.0994278 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),0.149008 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.23211 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.0665264 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.06866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.334169 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.14328 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.293298 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.149976 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0984491 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.51724 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.148106 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.597952 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.287012 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.139443 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.297553 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.461219 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.372045 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.301437 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.504885 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-1.12348 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.930365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,7),-0.0116821 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.386232 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.00459505 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.466952 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.136205 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0430113 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.147352 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.25701 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.218791 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.300676 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-1.09582 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.952277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,11),-0.0178031 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.482572 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.149221 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.170443 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.112326 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.319735 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.33588 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.0592926 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),0.307742 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.938482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),-0.242306 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.110664 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.139815 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.0197993 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.497271 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.364783 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.00478279 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.44417 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.15331 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.0475795 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.125371 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.111975 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.601066 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.282415 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.130144 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.204 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-1.01874 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.115782 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.321142 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.558168 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.624624 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.900263 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.286886 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.556186 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0556841 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.113241 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.408426 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.822473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.259096 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.611772 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.501358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.489609 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.534559 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.744597 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.525989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.646315 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.699947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.653026 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.608399 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.679308 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.916426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.428367 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.505403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.567848 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.653803 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.328339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,10),-0.348085 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.30369 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.608304 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.458633 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.547829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.634301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.719496 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.446785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.112772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0578576 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0987745 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.266642 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.15625 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.308242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.179586 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.266752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.288522 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.325843 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.449032 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.295865 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.247548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.46118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.537194 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.13167 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.449761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,9),-0.131678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.190386 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0872321 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.298287 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.389076 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.513004 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.488175 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.649722 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.41642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0868718 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.105739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.208991 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0829142 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.250493 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.207803 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.28273 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.318448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.466669 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.289782 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.260833 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.478819 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.51824 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.619756 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.662192 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.46906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0652128 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.185674 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0907308 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.265724 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.131672 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.307226 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.213129 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.17225 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.381295 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.477537 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.347033 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.345711 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.489687 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.474941 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.460335 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.550172 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.6354 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.720236 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.471531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.106444 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.185888 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.15654 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.284361 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.147147 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.326199 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.170463 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.330482 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.257245 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.289779 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.428866 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.465351 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.206861 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.448651 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.538794 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.18052 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.290045 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.403996 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.372143 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.25647 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.65902 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.26739 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.489221 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.383759 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.845435 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.02495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.485102 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0973792 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.563978 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.372151 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.141551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.98119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.522402 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.720108 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.60095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.477478 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.584786 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.426099 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.43939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.505944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.537992 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.560436 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.41802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.842685 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.230529 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.664867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0346081 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.291199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.981987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.487259 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.456714 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.535889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.452245 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.403093 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.450305 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.381772 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.878055 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.8455 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.278192 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.526653 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-1.0662 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.39298 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.617872 # DEPENDENCYPART_GRANDPAR
