# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(3,13),(3,29),-0.00585253 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0506883 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.050655 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.00680608 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0595333 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0418092 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0196865 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.157276 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.0240416 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.155778 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.156413 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0207786 # DEPENDENCYPART_SIBL
(3,16),(3,29),0.171035 # DEPENDENCYPART_SIBL
(3,17),(3,28),0.201497 # DEPENDENCYPART_SIBL
(3,17),(3,29),0.00726496 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.23478 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0129962 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.662013 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.317123 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0679437 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.102495 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.229753 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0679437 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.436409 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0374918 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0768289 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.115694 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.104949 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0679437 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0129962 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.138025 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.662013 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0129962 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.156313 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00331961 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.794005 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.317123 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.018106 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0485622 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00337853 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.38659 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.102991 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00363757 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00798823 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0129962 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.156313 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00331961 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0485622 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00337853 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00502105 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.138025 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.662013 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.156313 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0771741 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.794005 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.317123 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.018106 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0485622 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.018106 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0169384 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.38659 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.102991 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00363757 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.102991 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0270756 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0129962 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.156313 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0129962 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0771741 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0485622 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.018106 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0169384 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00254089 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0399188 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0169384 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.267506 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.072649 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0646171 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.072649 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.072649 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00634832 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00392471 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0443027 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00932469 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0122635 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0129512 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0265955 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.168642 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.14314 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.168642 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.168642 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0216352 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0120614 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00915867 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0248067 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0378616 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0356257 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0322923 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0646171 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.072649 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.072649 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00634832 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00392471 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0443027 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00932469 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0122635 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0129512 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0265955 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0737614 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0737614 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0103698 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0175279 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0210298 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0380176 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0148241 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0150901 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0666578 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.072649 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00634832 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00392471 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0443027 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00932469 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0122635 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0129512 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0265955 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00634832 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00392471 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0443027 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00932469 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0122635 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0129512 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0265955 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.106812 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.173991 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0461455 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.221509 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.226303 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0552564 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.053177 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0179164 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0217356 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0214582 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.00480316 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0206889 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00467414 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00533282 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0378243 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0128163 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0114343 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.0281 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00142737 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.0418677 # DEPENDENCYPART_SIBL
(9,16),(9,29),0.0528924 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0189558 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0738049 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.125599 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0189558 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0104578 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0189558 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0189558 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0316978 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0394813 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00674109 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00851001 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0299198 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0295106 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0242166 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0394813 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0106221 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0216846 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0138822 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0160873 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0246576 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.033622 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.0172489 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.0136319 # DEPENDENCYPART_SIBL
(10,1),(10,29),-0.0872093 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.200768 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0360713 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0050151 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0331687 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0050151 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0050151 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0582255 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.000547437 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00168748 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00161243 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0285621 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0311518 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0255591 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.000547437 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0201162 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0141204 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00411775 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0160025 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0539951 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0388921 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.0181022 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.0397973 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.0193843 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0765478 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0837489 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0629641 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0837489 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0837489 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0319286 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0463439 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0517572 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0529222 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0251917 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0115027 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00241849 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0463439 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0863222 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0178612 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0572138 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0414418 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.00261713 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0942716 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.0427044 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0325229 # DEPENDENCYPART_SIBL
(10,3),(10,29),0.0421959 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0189558 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0104578 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0189558 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0189558 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0316978 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0394813 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00674109 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00851001 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0299198 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0295106 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0242166 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0394813 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0106221 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0216846 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0138822 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0160873 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0246576 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.033622 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0172489 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.0136319 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.0872093 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0331687 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0050151 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0050151 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0582255 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.000547437 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00168748 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00161243 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0285621 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0311518 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0255591 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.000547437 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0201162 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0141204 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.00411775 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0160025 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0539951 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0388921 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.0181022 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0397973 # DEPENDENCYPART_SIBL
(10,5),(10,29),-0.0193843 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0230076 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0230076 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0242137 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0185694 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0256105 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00260492 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0190792 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00784011 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00297696 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0185694 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0638514 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0105409 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0107393 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.00632728 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.000801528 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0750462 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.00518432 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.0225238 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.00713154 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0050151 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0582255 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.000547437 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00168748 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00161243 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0285621 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0311518 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0255591 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.000547437 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0201162 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0141204 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.00411775 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0160025 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0539951 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0388921 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0181022 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0397973 # DEPENDENCYPART_SIBL
(10,7),(10,29),-0.0193843 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0582255 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.000547437 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00168748 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00161243 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0285621 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0311518 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0255591 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.000547437 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0201162 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0141204 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.00411775 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0160025 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0539951 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0388921 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.0181022 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0397973 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.0193843 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0238394 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0124546 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00459906 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0131866 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0490157 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0430622 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0238394 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0464832 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0122618 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0091718 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0242728 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0492073 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0299007 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.025767 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0255517 # DEPENDENCYPART_SIBL
(10,9),(10,29),-0.0205223 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.299404 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.111202 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0171173 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.140068 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.137071 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0684802 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.801319 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0753765 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0574446 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0837282 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0337297 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.229559 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0861955 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.189293 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0769459 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0360361 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0448009 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0184491 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0129319 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0403974 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0725523 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0285305 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0124598 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.109705 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0027977 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.00859779 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.111059 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.00888221 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0716888 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0470702 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.117871 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.121551 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.117767 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0203043 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0748818 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0770597 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.030421 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0725182 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.014457 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.0308981 # DEPENDENCYPART_SIBL
(10,13),(10,28),-0.0829043 # DEPENDENCYPART_SIBL
(10,13),(10,29),-0.0345544 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.10014 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.10266 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0438238 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0834858 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00828931 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0506756 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0649549 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0270346 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.00411951 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0657517 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.0907932 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.0128385 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0505944 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.000343183 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0162204 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0193549 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.04183 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0190922 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0488649 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0360899 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.020086 # DEPENDENCYPART_SIBL
(10,15),(10,28),-0.0366033 # DEPENDENCYPART_SIBL
(10,15),(10,29),0.021737 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.00730829 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0178263 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0201166 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0385349 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0180742 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0496359 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0368609 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.019068 # DEPENDENCYPART_SIBL
(10,16),(10,28),-0.036957 # DEPENDENCYPART_SIBL
(10,16),(10,29),0.0275413 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.801319 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0753765 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0574446 # DEPENDENCYPART_SIBL
