# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(3,13),(13,8),-0.162827 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.0304501 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.154342 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.157279 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0608245 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.106759 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.126717 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.511183 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.837511 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.811718 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.467454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.229514 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.103774 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.140646 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0945325 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.25666 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.23042 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.0633834 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.25946 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.241144 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.15307 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.00343016 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.111374 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.305106 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.0769649 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.0806559 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.050646 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.457686 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.0159015 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.111399 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.160438 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0790833 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.0588891 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.0228387 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.255602 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.150372 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.0901067 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.485386 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.549168 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.469733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),0.169703 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.0920004 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.198858 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.16444 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.00558128 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.170341 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.013896 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0651549 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.105356 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.0475836 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.111757 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.398582 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.0155489 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.0627355 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.179138 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),0.00300606 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.837511 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-0.811718 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.467454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),0.229514 # DEPENDENCYPART_GRANDPAR
(3,21),(21,5),0.103774 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.140646 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.0945325 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.25666 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.23042 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.0633834 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.25946 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.241144 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.15307 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.0955272 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.149084 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.154002 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.259924 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.129862 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.296006 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.457686 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.224508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0689389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.917283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.441662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.524158 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.526378 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.588186 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.568813 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.386092 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.473936 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.477356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.593265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.463309 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.548614 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.551066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.466165 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.709638 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.602001 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.523655 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.244873 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.526145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.57645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.21498 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.173435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.21587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.12966 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.13167 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.21033 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.326703 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.293976 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.314743 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.426321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.764562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.402884 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.586298 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.668759 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.733909 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.520053 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.509072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.28746 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.766603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.412613 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.486197 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.393439 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.256325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.310907 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.416867 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.481942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.647616 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.419395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.372224 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.436326 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.456504 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.730076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.735463 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.393322 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.764562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,1),-0.851104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.734035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0197177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.034774 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.851104 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.814158 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.790106 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.734035 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.348085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0713356 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0197177 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.00324187 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0236806 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.121525 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.00719189 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0597491 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0102047 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.00855756 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),-0.0884823 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.00978379 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.220088 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0729573 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.162925 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.226849 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0349885 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.309309 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.406128 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.0908003 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.00958761 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.220284 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0719525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0282268 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.22758 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0370162 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.31004 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.407353 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.809749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.770399 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.805394 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.69268 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.374119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.204683 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0237067 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0953673 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.00112729 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.134505 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.00584382 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0827686 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.144123 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0479864 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0580407 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.0362217 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.431696 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0753845 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.287784 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.354189 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.809749 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.770399 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.805394 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.69268 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.374119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.204683 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),-0.0237067 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.0953673 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.00112729 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),0.134505 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.00584382 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.0827686 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.144123 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.260742 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.103885 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.164293 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.113869 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.469204 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.143986 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.354189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.242178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.426251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.452406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.180172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.484289 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.579621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0370028 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0409472 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0633003 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.106509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.184502 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.746839 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.585511 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.526615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.545117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.526615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.347027 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.15814 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.866111 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.938135 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.932118 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.642652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.08159 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.167345 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0676417 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.377319 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.162841 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.030018 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.284789 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.527277 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.496388 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.189245 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.815595 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.858759 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.852686 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.301504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.308985 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.139373 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.227761 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0384422 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.173391 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.913306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.405819 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.521694 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.55606 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.620275 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.876913 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.588779 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.490002 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.626664 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.664798 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.920077 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.854241 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.151064 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.163052 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.191216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.277198 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.195274 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.139329 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.200321 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0921832 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.3864 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.554963 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.618485 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.815595 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.858759 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.852686 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.911265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.136904 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0850168 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0316163 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.626721 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.569351 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.543849 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.61925 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.536447 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.349639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.526566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.00160262 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.254675 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.319045 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.508742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.281459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.195335 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.310282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.358702 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.551907 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.576957 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.518448 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.342559 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.070592 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.137832 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.301238 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.456725 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.153756 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.49989 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.525486 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.518448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.342559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0707882 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.138836 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.167419 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.457456 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.155784 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.500621 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.526711 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.579348 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.542459 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.629247 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.533122 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.389831 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.534048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.0755719 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.165578 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.395034 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.2282 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.112215 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.347501 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.619727 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.531281 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.378856 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.272099 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.173095 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.113702 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.581829 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.456189 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.724947 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.330816 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.497071 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.27725 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.160825 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0658897 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.346903 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0760047 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.0686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.335349 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.31083 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.324526 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.637077 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.466659 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.262153 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.381784 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.484473 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.511437 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.712051 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.231705 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.173095 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.118949 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.335241 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0982698 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.17574 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.19371 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.266863 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.06764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.323077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.335389 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.581829 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.456189 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.724947 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0637201 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0910612 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.147853 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0406882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.396918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.309113 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0703033 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.154158 # DEPENDENCYPART_GRANDPAR
