# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(1,13),(1,19),0.0342701 # DEPENDENCYPART_SIBL
(1,13),(1,20),0.0559005 # DEPENDENCYPART_SIBL
(1,13),(1,21),0.0296726 # DEPENDENCYPART_SIBL
(1,13),(1,22),0.0779077 # DEPENDENCYPART_SIBL
(1,13),(1,25),0.0341325 # DEPENDENCYPART_SIBL
(1,13),(1,26),-0.0216021 # DEPENDENCYPART_SIBL
(1,14),(1,15),0.0605327 # DEPENDENCYPART_SIBL
(1,14),(1,17),-0.00685696 # DEPENDENCYPART_SIBL
(1,14),(1,18),-0.00220764 # DEPENDENCYPART_SIBL
(1,14),(1,19),-0.0450559 # DEPENDENCYPART_SIBL
(1,14),(1,20),0.0347767 # DEPENDENCYPART_SIBL
(1,14),(1,21),-0.000900803 # DEPENDENCYPART_SIBL
(1,14),(1,22),0.0267746 # DEPENDENCYPART_SIBL
(1,14),(1,25),0.002107 # DEPENDENCYPART_SIBL
(1,14),(1,26),0.0143035 # DEPENDENCYPART_SIBL
(1,15),(1,17),0.01889 # DEPENDENCYPART_SIBL
(1,15),(1,18),0.025385 # DEPENDENCYPART_SIBL
(1,15),(1,19),0.0342701 # DEPENDENCYPART_SIBL
(1,15),(1,20),0.0559005 # DEPENDENCYPART_SIBL
(1,15),(1,21),0.0296726 # DEPENDENCYPART_SIBL
(1,15),(1,22),0.0779077 # DEPENDENCYPART_SIBL
(1,15),(1,25),0.0341325 # DEPENDENCYPART_SIBL
(1,15),(1,26),-0.0216021 # DEPENDENCYPART_SIBL
(1,17),(1,18),-0.0406036 # DEPENDENCYPART_SIBL
(1,17),(1,19),-0.0213278 # DEPENDENCYPART_SIBL
(1,17),(1,20),-0.0171247 # DEPENDENCYPART_SIBL
(1,17),(1,21),0.050946 # DEPENDENCYPART_SIBL
(1,17),(1,22),-0.021876 # DEPENDENCYPART_SIBL
(1,17),(1,25),-0.0325351 # DEPENDENCYPART_SIBL
(1,17),(1,26),-0.046575 # DEPENDENCYPART_SIBL
(1,18),(1,19),-0.0211516 # DEPENDENCYPART_SIBL
(1,18),(1,20),-0.0169413 # DEPENDENCYPART_SIBL
(1,18),(1,21),0.0511344 # DEPENDENCYPART_SIBL
(1,18),(1,22),-0.021689 # DEPENDENCYPART_SIBL
(1,18),(1,25),-0.0323801 # DEPENDENCYPART_SIBL
(1,18),(1,26),-0.0446333 # DEPENDENCYPART_SIBL
(1,19),(1,20),0.0996469 # DEPENDENCYPART_SIBL
(1,19),(1,21),0.0309579 # DEPENDENCYPART_SIBL
(1,19),(1,22),-0.0562957 # DEPENDENCYPART_SIBL
(1,19),(1,25),0.0540393 # DEPENDENCYPART_SIBL
(1,19),(1,26),-0.0370012 # DEPENDENCYPART_SIBL
(1,20),(1,21),0.0269172 # DEPENDENCYPART_SIBL
(1,20),(1,22),-0.0226105 # DEPENDENCYPART_SIBL
(1,20),(1,25),0.0326649 # DEPENDENCYPART_SIBL
(1,20),(1,26),-0.0256108 # DEPENDENCYPART_SIBL
(1,21),(1,22),-0.0210245 # DEPENDENCYPART_SIBL
(1,21),(1,25),0.0239787 # DEPENDENCYPART_SIBL
(1,21),(1,26),-0.00188863 # DEPENDENCYPART_SIBL
(1,22),(1,25),-0.0142313 # DEPENDENCYPART_SIBL
(1,22),(1,26),-0.00872576 # DEPENDENCYPART_SIBL
(1,25),(1,26),-0.0469723 # DEPENDENCYPART_SIBL
(2,1),(2,3),-0.0218081 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0841067 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.0383807 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0390644 # DEPENDENCYPART_SIBL
(2,1),(2,26),0.131972 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0110318 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.227135 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.232637 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0473364 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0369167 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0361303 # DEPENDENCYPART_SIBL
(2,6),(2,26),0.0227577 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.000205725 # DEPENDENCYPART_SIBL
(2,7),(2,26),0.0446609 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.0521278 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0295088 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.434235 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.00587877 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.124611 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0959838 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.124611 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.124611 # DEPENDENCYPART_SIBL
(4,1),(4,11),-0.0911774 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0158173 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.122642 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0973987 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.122642 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.0783304 # DEPENDENCYPART_SIBL
(4,1),(4,26),0.0581417 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.28934 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0273902 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0093178 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.152302 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0093178 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0093178 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0309221 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00854679 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.00191909 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.152349 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.00191909 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.153446 # DEPENDENCYPART_SIBL
(4,2),(4,26),0.0255667 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.169726 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.297142 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00885234 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.122678 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0221512 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.296288 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0221512 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.268568 # DEPENDENCYPART_SIBL
(4,3),(4,26),0.213472 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.00479895 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0140389 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.00479895 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.00479895 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0386696 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0401246 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0276041 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0140389 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.0276041 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.00325042 # DEPENDENCYPART_SIBL
(4,5),(4,26),0.0402493 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0414629 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0240434 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0240434 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.013313 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0809692 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0247047 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0422493 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0247047 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0275315 # DEPENDENCYPART_SIBL
(4,6),(4,26),0.00247674 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0612641 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0612641 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.137759 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0449818 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.151061 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0217128 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.151061 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.00249567 # DEPENDENCYPART_SIBL
(4,7),(4,26),0.0329812 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0240434 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.013313 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0809692 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0247047 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0422493 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0247047 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0275315 # DEPENDENCYPART_SIBL
(4,9),(4,26),0.00247674 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.013313 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0809692 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0247047 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0422493 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0247047 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0275315 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.00247674 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.00624802 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0320559 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.233319 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0320559 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.298173 # DEPENDENCYPART_SIBL
(4,11),(4,26),0.0259896 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0103581 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0382272 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0103581 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0352764 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.0679609 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0123013 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0146816 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0615918 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.0408288 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.155374 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.00180846 # DEPENDENCYPART_SIBL
(4,14),(4,26),0.0424821 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0615918 # DEPENDENCYPART_SIBL
(4,15),(4,26),-0.0408288 # DEPENDENCYPART_SIBL
(4,22),(4,26),0.0272566 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0538832 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0563024 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.115375 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0157418 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.0835183 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.0850834 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0441895 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.320333 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0987161 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0156138 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00641206 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00641206 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0113584 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0578522 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.100089 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.140063 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0073766 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0073766 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0214438 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.105326 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0485349 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00844461 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00844461 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00437819 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0177867 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0114091 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0114091 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00767457 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0149178 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0149178 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0118929 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00471394 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0239825 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0239825 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00170987 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.106761 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0425063 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0107901 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00370043 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00598702 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0036442 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0036442 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0174974 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0517959 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00222437 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00302596 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.00222437 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00137623 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00531532 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0424919 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0177493 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0206653 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0092867 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0036442 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.00429531 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.0452271 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0808094 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.043056 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0944258 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0996573 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00636839 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0163074 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0163074 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0327346 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0848433 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00837139 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00522503 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00837139 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0237094 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0148521 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.00594232 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.00655911 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0265761 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0155585 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.0163074 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0275803 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0132326 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0307099 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.028805 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00692861 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00943395 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0180136 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0180136 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00490476 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0569702 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0580021 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.000254965 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0580021 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0181167 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0212396 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0295493 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0395262 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0128 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0186481 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0180136 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.00677521 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0213227 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0253214 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.128377 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00995792 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.019771 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.019771 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.044926 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0691595 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0569907 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0422786 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0569907 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0183512 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0214533 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0510197 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0409608 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0396242 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0388583 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.019771 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.00976181 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0165303 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00669072 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.039116 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000727323 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.000727323 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0349947 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.096053 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0419136 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0230871 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0419136 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00294085 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00216392 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00124338 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00610649 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0132521 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0218636 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.000727323 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.00725205 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.017824 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0279539 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0128449 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0128449 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00710094 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0511077 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0417554 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.005946 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0417554 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0085733 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0146563 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0214528 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0371439 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0132453 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.017148 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0128449 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.00528502 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.00622838 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0520221 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0520221 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0263673 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0389185 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.000126246 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00175268 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.000126246 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0477411 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0514877 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.00629843 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0146618 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0102862 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.00648581 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0520221 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0559287 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.00660792 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0191053 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0430489 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0369335 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00623983 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.018984 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00623983 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0241574 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0202329 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0059418 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00094644 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0664983 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.000749689 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0191053 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0121645 # DEPENDENCYPART_SIBL
(7,9),(7,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0430489 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0369335 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00623983 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.018984 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00623983 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0241574 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0202329 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0059418 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00094644 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0664983 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.000749689 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0191053 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0121645 # DEPENDENCYPART_SIBL
(7,10),(7,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.165072 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0367481 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.207099 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0367481 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0661429 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0757341 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.00342237 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.13247 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0252157 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.291304 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.07652 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0885675 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0489202 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0227718 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0298409 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0227718 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0158823 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0194591 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0283293 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0094344 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0645629 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0298109 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0199938 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0269835 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0231102 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0171984 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.145957 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0243336 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0308285 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0332747 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0557344 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0290031 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0763767 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0316142 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.0395761 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.00261462 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0675572 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00401334 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00866266 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0387117 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0419142 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00561066 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0347378 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.00920008 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0129773 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0452519 # DEPENDENCYPART_SIBL
