# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(1,15),(15,19),-0.0578106 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.232423 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),0.0378711 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.5242 # DEPENDENCYPART_GRANDPAR
(1,19),(19,2),0.340835 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.211477 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.281715 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.0887218 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.277985 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.133683 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),0.0533585 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.0916916 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.280283 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.343275 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.387015 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.375596 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),0.209881 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),0.117423 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.0202051 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),0.212048 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),0.0678482 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.0110252 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.334667 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.171914 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.599872 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.434634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),0.308313 # DEPENDENCYPART_GRANDPAR
(1,21),(21,3),0.0869526 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),-0.21808 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),0.00226559 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),0.0410223 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.046301 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),-0.121002 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),-0.324605 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.188566 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.281759 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),0.084921 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.0085528 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.0706644 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.324169 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.386164 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.398838 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.260316 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.416684 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.588325 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.486849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.640504 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.324073 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.53315 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.469253 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.78714 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.645705 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.376289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.610112 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.458529 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.699798 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.724847 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.622466 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.642347 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.906642 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.669449 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.101114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.0447919 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0691947 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0884818 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0930818 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.330971 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0988433 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.182159 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.00903898 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.156459 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.0777579 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.307616 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.0887118 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0143379 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.260869 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.238769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.19885 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.525214 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.600623 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.14628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.00323964 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.214369 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.602631 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.0968299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.198623 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0258122 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0759187 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.122226 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.158662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.369452 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.226322 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.173492 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.203833 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.581785 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.669673 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.101999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.223373 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0400303 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.0793225 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.154972 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.204509 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0752738 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.405223 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.179145 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.26767 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0326041 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.096983 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.301794 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.088985 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.264091 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.00569871 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.257637 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.24487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.203131 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.518928 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.66944 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.101261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),-0.228604 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),0.0752713 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),-0.154487 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),-0.206865 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.0827765 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.404738 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.175956 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.267186 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.0285529 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.201898 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.196141 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.323836 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.125455 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.339398 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.0162928 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.346044 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.266988 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.521733 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.160915 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.36379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.519229 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.330462 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.455347 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.470732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.539887 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.572094 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.594258 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.288794 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.581607 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.542487 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.49214 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.82024 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-1.34248 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0766224 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.19459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.407773 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.182932 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.353606 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.425011 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.187053 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.651096 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.25359 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.327805 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0314279 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.438936 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.154308 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.422491 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.141959 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.821068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.438554 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.00709235 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.00695998 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.095265 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0916551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0362417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0292069 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.263306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.926292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.102371 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0465872 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0826813 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),0.0421783 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.422494 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.141963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.834374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.424722 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.00763502 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.156992 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.00115982 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.078413 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0785452 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0928746 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0324702 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.183223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),0.0884836 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.244391 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.908501 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0449083 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.435304 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.189454 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0911865 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.050047 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0395961 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0432592 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.261736 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.327862 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.0314849 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.873413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,6),0.0753996 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0728896 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.00100247 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0601816 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.033554 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.133896 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0638657 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.151352 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.142599 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.391127 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.00712 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.226725 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.219186 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.809713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.428617 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0650815 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.180272 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0619119 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.163168 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.0472917 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0572882 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0289599 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.10739 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.0957844 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.069594 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0513285 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.108561 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.340763 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),0.00631901 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.119257 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.282291 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.926176 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.420589 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.949347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),-0.272211 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.0217703 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.274164 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.12755 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.16005 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.231061 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.323003 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.182615 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.107611 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.556555 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.206708 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.307928 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.698703 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-1.08499 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.301896 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.0340165 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.00113657 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.171882 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.210408 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.21678 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.141959 # DEPENDENCYPART_GRANDPAR
(3,19),(19,4),0.438564 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0358547 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.0178647 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.0553291 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0528322 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),0.185735 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.101107 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.103646 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.221222 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.274694 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.129675 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.853691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,7),-0.0825322 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.0410928 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.0823572 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),0.0840208 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.146364 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.405679 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.121913 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.961628 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.21877 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),0.226868 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.856248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),-0.103611 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),0.129139 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.102547 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),0.109011 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.00384212 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.087369 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.0800937 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.145919 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.0883371 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),0.0640062 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.112318 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.178344 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.272736 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.37938 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.0823931 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.168217 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.941981 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.443065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.478227 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.484107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,13),-0.144922 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.474103 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0534731 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.06091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.64262 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.624565 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.835984 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.816431 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.756237 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.706412 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.597335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.610123 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.02547 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.543379 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.792414 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.972718 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.213926 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0767021 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.04143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.597946 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.610168 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.650386 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.582938 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.736448 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.967334 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.05413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,1),-0.626071 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.842502 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.512268 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.804991 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.667246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.256462 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.415389 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.102481 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.446731 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.415848 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.430416 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.357056 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.297832 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.203749 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.494605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.510389 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.439259 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.531968 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.180182 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.371056 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.591652 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.356971 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.15568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0873062 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.875055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.501979 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.316801 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.383442 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.283756 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.31593 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.188912 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.307083 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.515986 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.442063 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.213313 # DEPENDENCYPART_GRANDPAR
(6,1),(1,22),-0.787287 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.330428 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.140808 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0293648 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.825689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.484318 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.252116 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.171251 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.149571 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.776809 # DEPENDENCYPART_GRANDPAR
