# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(5,2),(2,1),-0.235418 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.261641 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.54917 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.679805 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.547628 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.990652 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.148798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.463785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.548876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.590735 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.534804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.63483 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.559926 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.820052 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.778513 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.982837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.561528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.531837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.782283 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.545993 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.522976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0752246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0730476 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.177242 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.185274 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.177976 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.250314 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.221336 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.156631 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.361245 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.303955 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.282145 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.407338 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.235061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.264182 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.365019 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.600298 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.529443 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.489689 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.716734 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.540134 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.409302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0900084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.119295 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.322993 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.2737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.258218 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.51077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.581967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.546001 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.736117 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.54444 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.503836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.134888 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0328137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0173693 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.281094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.296662 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.331512 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.235922 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.514296 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.272506 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.475195 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.715573 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.581967 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.503836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.134888 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0328137 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0173693 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.102617 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0731523 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.210574 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.206734 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.46935 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.514296 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.475195 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.534179 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.783023 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.547346 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.562063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.187234 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0842048 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0815606 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.243929 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.280772 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.26744 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.258626 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.288024 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.372198 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.185746 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.334665 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.312855 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.41829 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.265771 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.294892 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.375972 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.611258 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.111213 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.302909 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0560693 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.16396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.252732 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.38332 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.2631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.00684722 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0622013 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.996318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),0.0720877 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.202985 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),0.198289 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.144512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.0254924 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),0.169283 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.08387 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.14055 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.116835 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0801588 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.0003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.00424719 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.0653786 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.205539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),0.19158 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.148493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.08635 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.172187 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.370995 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.32006 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0296554 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.18223 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.710372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.22554 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.196432 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0332393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0814445 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),0.293628 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.172188 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.371002 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.320062 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0296564 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.182231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.710386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.193013 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.326828 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.540795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.424538 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.117933 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.269855 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.665467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.306705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.340961 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0716764 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.245873 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.503578 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.211751 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.287113 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.233512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.474573 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.820987 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.235254 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.185871 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.114259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.0296552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.193208 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.251055 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0260465 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.326828 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.269855 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.665467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.306705 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.340961 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.357439 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0972879 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.020051 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.211131 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.244192 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.287113 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.474573 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.100556 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.186369 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),0.231698 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.0575306 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.696722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.207077 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.223014 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.27659 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.00331792 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0357609 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.109158 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.402791 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.239904 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.128446 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.027186 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.0825159 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.280414 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.128549 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.215758 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),0.47353 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.819323 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.01599 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.209767 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.481785 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.175628 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.126898 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.122786 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.179354 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.284542 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.229359 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.472001 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.821382 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0260539 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.116624 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0162349 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),0.2971 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0260538 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.377254 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.116618 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.0162349 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0254066 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.296128 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.306705 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.340961 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.020051 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.211131 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.48364 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.179689 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.222995 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.0102321 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.0901761 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.146582 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.231069 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.472129 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.82343 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.370997 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.320061 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.710382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,9),0.251022 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.0161527 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0939803 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),0.377224 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.136818 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.116588 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.016224 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.0254153 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0310577 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.153442 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.186599 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.907707 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.11662 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0162346 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.0254061 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),0.031067 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),0.153475 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.0727682 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.540795 # DEPENDENCYPART_GRANDPAR
(6,22),(22,7),0.306705 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.340961 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.0972879 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),0.020051 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.211131 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.48364 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.179689 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),0.222995 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.0102321 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),0.0901761 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.146582 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.259859 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.187639 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.282908 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.820987 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.245113 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.512677 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.29006 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.395925 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.668128 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.564539 # DEPENDENCYPART_GRANDPAR
(7,2),(2,23),-0.963961 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.330771 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.342188 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.377853 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.580491 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.556569 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.659036 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.513005 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.743382 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.903159 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.959201 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.386016 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.334559 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.249312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.349069 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.854324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.584628 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.557353 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.663172 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.514911 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.959923 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.554915 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.236976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.296849 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.115339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.227615 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.852321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.343682 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.629431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.593042 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.644092 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.544486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.707976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.549541 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.770565 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.645848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.695762 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.792322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.752059 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.745704 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.952099 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.956491 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.919904 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.708768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.620007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.504771 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.594917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.766824 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.439927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-0.97978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.770987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.640111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.511528 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.60102 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.781467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.448395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0742589 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.17759 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.13051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.163961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0529408 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.245868 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.330714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.408084 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.566467 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.734381 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.669104 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.494084 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.653732 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.819499 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.477321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.0319637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.243888 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.340234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.366904 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.168673 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.322432 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.259743 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.457578 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.302451 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.353569 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.280323 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.410138 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.39852 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.439322 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.573518 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.770987 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.448395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),0.0742589 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.214487 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.321359 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.138903 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.214504 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.127248 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.277875 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.516243 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.24081 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.290713 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.29885 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.347814 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.340953 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.566467 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.378618 # DEPENDENCYPART_GRANDPAR
