# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(9,11),(11,19),-0.0952148 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.5207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.544008 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.515103 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.52504 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.57479 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.500022 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.60865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.677757 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.417561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0477039 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0461145 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0438636 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.236491 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.152245 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.343691 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.293152 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.00553057 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0557911 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.429455 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.51319 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.065965 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0431967 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.149055 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.18898 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.383994 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0496925 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.544008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.515103 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.52504 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.501092 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.609528 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.679135 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.412709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),-0.0565131 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0487156 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0723422 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.329865 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.222694 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.402819 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.318159 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.035523 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.422566 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.544008 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.515103 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.52504 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.57479 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.498117 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.60865 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.677757 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.418096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.0477038 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0463418 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0433284 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0696145 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.314275 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.229001 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.402255 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.307988 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0262644 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.429456 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.875897 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.880079 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.582883 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.22313 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.51022 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.240657 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.03475 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.864925 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.542402 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.274866 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.438391 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.873752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,14),-0.334346 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.586727 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.880079 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.12634 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.907754 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.496971 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.01297 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.981007 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.543011 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.552861 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.450852 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.605268 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.947736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.334721 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.727388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.40364 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.509137 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.660711 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.431698 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.290748 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.779417 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.603325 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.49011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.879699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.68042 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.352371 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.592674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.383547 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.243718 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.768965 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.638923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.773969 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.514181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.410127 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0710749 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.288026 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.118137 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.0265744 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.481671 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.45814 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.800118 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.34478 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.980474 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.686507 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.826612 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.829186 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.584858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.0229139 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.317251 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.144296 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0967243 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.355706 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.296925 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0520589 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.426715 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.45813 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.800104 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-1.34477 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-1.28625 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.977484 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.685614 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.82522 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.829181 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.948243 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.569277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.0221974 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.309829 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.123311 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0985042 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.350779 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.281343 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0282115 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.430274 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.196832 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.199926 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.26978 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.156514 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.304138 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.159534 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.268172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.123708 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.231875 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.134884 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.936161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.609596 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.702336 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.578751 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.70932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.505847 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.562867 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.843653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.214667 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.213003 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.275045 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.174348 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.165319 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.209149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0144163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.226228 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.940688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.655385 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.449849 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.507142 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.835062 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.562797 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.594604 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.522478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.639779 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.581753 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.553777 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.558417 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.277469 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.559075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.545959 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.561229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.326605 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0784345 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.314136 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.280519 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0773703 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.139929 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.466618 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.592712 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.578847 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.156169 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.228801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.107311 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.342502 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.116273 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.562797 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.594604 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.522478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.582823 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.554656 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.559795 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.278208 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.547029 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.556377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.193138 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.415592 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.149801 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.371294 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.299305 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.119661 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.459729 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.562797 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.594604 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.522478 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.639779 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.579847 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.553777 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.558417 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.278218 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.559075 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.544054 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.561764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.190411 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.400002 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.156108 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.370731 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.289134 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0962528 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.466619 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0953074 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.00199175 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.187477 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.301459 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.138274 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.252453 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.224985 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.307226 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0787052 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.272126 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),0.0653675 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.00199175 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.301093 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.216238 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.015372 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.06306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,20),-0.765992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.244418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.131807 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.106462 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0720467 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0703418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.188727 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.23157 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.15926 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.16335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,18),-0.455432 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.098972 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.859132 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.21837 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.108401 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.159202 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0980943 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.14953 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.175418 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.371729 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0759935 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0895916 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0868207 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0183756 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.938226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.156801 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.128659 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),0.284809 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.230979 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),0.126025 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.573435 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.232305 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.356782 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0345089 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.995694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.217209 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),0.166699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.286086 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),0.0686813 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.679889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.237709 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.132818 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.107473 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.0787554 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.191597 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.281525 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0748281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0494528 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0122964 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.397553 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.455432 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.098972 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.859132 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.278383 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.37938 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.070362 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.99908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.219941 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),0.159193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.289472 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),0.0652953 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.68262 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.638998 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.765573 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.794035 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.754586 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.434414 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.367212 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.920095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.307296 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.070528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.52365 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.166635 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.639684 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.605254 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.555329 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.659372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.105185 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.197649 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0498693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0460352 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.0427815 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.307548 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.359246 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.338443 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.479419 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.499835 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.0546214 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.00728437 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.0432259 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.727982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0678198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.117741 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.141362 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.334068 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.389815 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.458967 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.0381638 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.30293 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.354628 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.290776 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.328007 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.473045 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.492461 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.0500223 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.234037 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),0.00315166 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.047825 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.716412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0420609 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.118792 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.132187 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.356774 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.026221 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.45017 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0502418 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.196616 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.00409424 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.320599 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.741571 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.0525321 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.395928 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.144336 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.00180395 # DEPENDENCYPART_GRANDPAR
