# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(5,2),(5,29),-0.05574 # DEPENDENCYPART_SIBL
(5,2),(5,30),-0.00425058 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00750407 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0688913 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0565451 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.08177 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00349475 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.00907398 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00182674 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0255613 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00182674 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0688913 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.08177 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.00907398 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0146992 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.0688913 # DEPENDENCYPART_SIBL
(5,3),(5,29),-0.08177 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.0381362 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0657147 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0566582 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0785934 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00171052 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00283849 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.00337853 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0256731 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00337853 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0657147 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0785934 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.00283849 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.0151334 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.0657147 # DEPENDENCYPART_SIBL
(5,4),(5,29),-0.0785934 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.041682 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0378028 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0878173 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0741755 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0261999 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0741756 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0102746 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0741756 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0183949 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0878173 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0261999 # DEPENDENCYPART_SIBL
(5,6),(5,26),0.213851 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.0183949 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.0878173 # DEPENDENCYPART_SIBL
(5,6),(5,30),0.0332239 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0613647 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0252824 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0570569 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.025387 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0232374 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.025387 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0307262 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0613647 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0570569 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.0495163 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.0307262 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0613647 # DEPENDENCYPART_SIBL
(5,7),(5,30),0.120833 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0637231 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0375148 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0637232 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00407569 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0637232 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0364973 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0393349 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0375148 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.169548 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0364973 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.0393349 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.0285417 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0981257 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0033897 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.015141 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0033897 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0340201 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.12767 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0981257 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0533602 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.0340201 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.12767 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.0499857 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.342981 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0702366 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.342981 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0167394 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0670589 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.00482316 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.453953 # DEPENDENCYPART_SIBL
(5,12),(5,27),-0.0167394 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.0670589 # DEPENDENCYPART_SIBL
(5,12),(5,30),0.0787788 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.015141 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00471394 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0365003 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.13015 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.103086 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0548958 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.0365003 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.13015 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.0485651 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.126311 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.11394 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.15296 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.117644 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0711749 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.11394 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.15296 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.172312 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0365003 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.13015 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.103086 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0548958 # DEPENDENCYPART_SIBL
(5,16),(5,27),0.0365003 # DEPENDENCYPART_SIBL
(5,16),(5,29),0.13015 # DEPENDENCYPART_SIBL
(5,16),(5,30),0.0485651 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0878173 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0261999 # DEPENDENCYPART_SIBL
(5,17),(5,26),0.213851 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0183949 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.0878173 # DEPENDENCYPART_SIBL
(5,17),(5,30),0.0332239 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0375148 # DEPENDENCYPART_SIBL
(5,19),(5,26),0.169548 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.0364973 # DEPENDENCYPART_SIBL
(5,19),(5,29),0.0393349 # DEPENDENCYPART_SIBL
(5,19),(5,30),0.0285417 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.453953 # DEPENDENCYPART_SIBL
(5,20),(5,27),-0.0167394 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.0670589 # DEPENDENCYPART_SIBL
(5,20),(5,30),0.0787788 # DEPENDENCYPART_SIBL
(5,26),(5,27),0.151497 # DEPENDENCYPART_SIBL
(5,26),(5,29),0.220563 # DEPENDENCYPART_SIBL
(5,26),(5,30),0.217169 # DEPENDENCYPART_SIBL
(5,27),(5,29),0.0878173 # DEPENDENCYPART_SIBL
(5,27),(5,30),0.0332239 # DEPENDENCYPART_SIBL
(5,29),(5,30),0.0285417 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0742396 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0742396 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0865719 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0958631 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0160051 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0803577 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0176731 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0176731 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0402589 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0257196 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0958631 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0803577 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0176731 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0762016 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0402589 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0257196 # DEPENDENCYPART_SIBL
(7,3),(7,29),0.0958631 # DEPENDENCYPART_SIBL
(7,3),(7,30),0.0321642 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0698106 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0891428 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0989249 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0210979 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0864785 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0227659 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0227659 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0433208 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0257208 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0989249 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0864785 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0227659 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0765118 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0433208 # DEPENDENCYPART_SIBL
(7,4),(7,28),0.0257208 # DEPENDENCYPART_SIBL
(7,4),(7,29),0.0989249 # DEPENDENCYPART_SIBL
(7,4),(7,30),0.0355016 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0891428 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0989249 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0210979 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0864785 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0227659 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0227659 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0433208 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0257208 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0989249 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0864785 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0227659 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0765118 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0433208 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.0257208 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.0989249 # DEPENDENCYPART_SIBL
(7,5),(7,30),0.0355016 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.614397 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00212963 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.112271 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00339793 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00339793 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.175702 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00529401 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.614397 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.112271 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.00339793 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0402161 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.175702 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.00529401 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.614397 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0342956 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0178696 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0346083 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0178695 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0178695 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0362275 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0483508 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0188566 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0346083 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0178695 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.202637 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0362275 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0483508 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0188566 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.0614574 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0453906 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0416984 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0416984 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00796392 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00527307 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.043812 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0453906 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0416984 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0430116 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.00796392 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.00527307 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.043812 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.00509504 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0559459 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0559459 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0551424 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0797829 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0400992 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00316844 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0559459 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.382591 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0551424 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.0797829 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.0400992 # DEPENDENCYPART_SIBL
(7,12),(7,30),0.058709 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0403742 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0104441 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00527307 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0462922 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0503509 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0403742 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0445471 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.0104441 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.00527307 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0462922 # DEPENDENCYPART_SIBL
(7,14),(7,30),-0.00651562 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0104441 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00527307 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0462922 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0503509 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0403742 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0445471 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0104441 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.00527307 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.0462922 # DEPENDENCYPART_SIBL
(7,16),(7,30),-0.00651562 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0629239 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0489244 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.00661932 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00094946 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.270498 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.00176239 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.0629239 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.0489244 # DEPENDENCYPART_SIBL
(7,17),(7,30),0.101593 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00753108 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0437098 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0197605 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0626893 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.0150434 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.0227215 # DEPENDENCYPART_SIBL
(7,18),(7,29),0.00753108 # DEPENDENCYPART_SIBL
(7,18),(7,30),0.0160164 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0346083 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0178695 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.202637 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.0362275 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.0483508 # DEPENDENCYPART_SIBL
(7,19),(7,29),-0.0188566 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.0614574 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0559459 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.382591 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0551424 # DEPENDENCYPART_SIBL
(7,20),(7,28),0.0797829 # DEPENDENCYPART_SIBL
(7,20),(7,29),-0.0400992 # DEPENDENCYPART_SIBL
(7,20),(7,30),0.058709 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.0445471 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.0104441 # DEPENDENCYPART_SIBL
(7,23),(7,28),0.00527307 # DEPENDENCYPART_SIBL
(7,23),(7,29),0.0462922 # DEPENDENCYPART_SIBL
(7,23),(7,30),-0.00651562 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0672936 # DEPENDENCYPART_SIBL
(7,26),(7,28),0.013687 # DEPENDENCYPART_SIBL
(7,26),(7,29),0.0991393 # DEPENDENCYPART_SIBL
(7,26),(7,30),0.122616 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0629239 # DEPENDENCYPART_SIBL
(7,27),(7,29),0.0489244 # DEPENDENCYPART_SIBL
(7,27),(7,30),0.101593 # DEPENDENCYPART_SIBL
(7,28),(7,29),0.00753108 # DEPENDENCYPART_SIBL
(7,28),(7,30),0.0160164 # DEPENDENCYPART_SIBL
(7,29),(7,30),0.0614574 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00150369 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0394151 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0444372 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0571996 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0416267 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.133571 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0874997 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.147491 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00415872 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0108553 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0108553 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.104866 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00421925 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.318114 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.569575 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.201112 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00909504 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00332243 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0109516 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00332243 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.07615 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0176293 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.085785 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00909504 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00911642 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.00186065 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.07615 # DEPENDENCYPART_SIBL
(11,1),(11,29),-0.085785 # DEPENDENCYPART_SIBL
(11,1),(11,30),-0.0285185 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00639519 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.00307406 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00307406 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.228714 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0099118 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.365806 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.560599 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0961163 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0329283 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0041153 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00557408 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0041153 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0578458 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0067183 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0557482 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0329283 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0109833 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0423618 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0578458 # DEPENDENCYPART_SIBL
(11,2),(11,29),-0.0557482 # DEPENDENCYPART_SIBL
(11,2),(11,30),-0.00425058 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00750407 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00750407 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.185919 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00467945 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.402973 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.262768 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.122614 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00909046 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00182825 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0255613 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00182825 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0688995 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0565451 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0817782 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.00909046 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0212271 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0146893 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0688995 # DEPENDENCYPART_SIBL
(11,3),(11,29),-0.0817782 # DEPENDENCYPART_SIBL
(11,3),(11,30),0.0381362 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.018106 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.17901 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00167112 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.396063 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.269111 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.116264 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00285497 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00337702 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0256731 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00337702 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.065723 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0566582 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0786017 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.00285497 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.021339 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0151235 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.065723 # DEPENDENCYPART_SIBL
(11,4),(11,29),-0.0786017 # DEPENDENCYPART_SIBL
(11,4),(11,30),0.041682 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.17901 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00167112 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.396063 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.269111 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.116264 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00285497 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00337702 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0256731 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00337702 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.065723 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0566582 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0786017 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00285497 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.021339 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0151235 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.065723 # DEPENDENCYPART_SIBL
(11,5),(11,29),-0.0786017 # DEPENDENCYPART_SIBL
