# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(3,14),(3,19),-0.0297882 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0245325 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0236227 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.0144404 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.0109081 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.00518569 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0263357 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.025265 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0189344 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0200291 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0191053 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0705722 # DEPENDENCYPART_SIBL
(3,15),(3,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0490471 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.030854 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.025162 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.0314091 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.032319 # DEPENDENCYPART_SIBL
(3,16),(3,23),0.00585478 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.0104252 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0342778 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0297868 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0245302 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0236205 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0144386 # DEPENDENCYPART_SIBL
(3,17),(3,24),-0.010899 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.00420732 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.0065711 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.00566126 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.0224385 # DEPENDENCYPART_SIBL
(3,18),(3,24),0.0128552 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.00539312 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.00448328 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0240114 # DEPENDENCYPART_SIBL
(3,19),(3,24),0.0178063 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.0203659 # DEPENDENCYPART_SIBL
(3,21),(3,23),0.0693437 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.00143905 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0705722 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.000475816 # DEPENDENCYPART_SIBL
(3,23),(3,24),0.036328 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0761505 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0105852 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0336761 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.0683556 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.00504301 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00452141 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0217346 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.328999 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.054259 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0581971 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00947791 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.03488 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00841247 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.346027 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.111305 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.015056 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.111305 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.111225 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.00186097 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.062929 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.111305 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.148635 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.159019 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.03503 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.134085 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0457225 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0208358 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.423883 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0530623 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.017584 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0530623 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0529468 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0924195 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0295163 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0530623 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.109242 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.124742 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0135556 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.13815 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0289765 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.434738 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0335064 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0949829 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0335064 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0335682 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.124001 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0203644 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0335064 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0807994 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.098539 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.044498 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.042562 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.291561 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0566362 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0185625 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0566362 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0565831 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00617522 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00500003 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0566362 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.15831 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.168904 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0255814 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0356479 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0754555 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00885234 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0754555 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0754028 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0175236 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.109031 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0754555 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.26048 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.297142 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0503263 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.213472 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0193346 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0278132 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0278138 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00701692 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00902551 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0278132 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.025825 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0247902 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0527972 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0333718 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0849268 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0849261 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.121388 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.124239 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0849268 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.213783 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.227816 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0702997 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0259896 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0278138 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00701692 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00902551 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0278132 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.025825 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0247902 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0527972 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0333718 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00700961 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.00903114 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0278189 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0258314 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0247966 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0528035 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0333493 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0156083 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0210349 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0434291 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0414629 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0497573 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.00247674 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0107784 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0405994 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0389677 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0530767 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.00224412 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.025825 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0247902 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0527972 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0333718 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00814979 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0543675 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0426267 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0622632 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0329812 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0109467 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0920917 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.452109 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0732009 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.16651 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0940253 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0680549 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0680549 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0940253 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0226518 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0424468 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0644004 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0432111 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.051935 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0687218 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0687218 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.051935 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0126181 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00674865 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.129734 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0628564 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0320314 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0320314 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0628564 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0074509 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0283459 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.152309 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0973791 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0973791 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.152309 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0211412 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0290165 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.121247 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.121247 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0114817 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.105365 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0355775 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.011616 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0193152 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0469453 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0115195 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0193152 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0469453 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0115195 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.105365 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0355775 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0244877 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0256776 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0171887 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00907785 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00331961 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00354918 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0896985 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00371926 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0123829 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0116934 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00947726 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0108348 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0101452 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.342981 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.342292 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.00448415 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0107244 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.134588 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.258708 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.221939 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.230039 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0339687 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0261149 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0135315 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0162793 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00322113 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0032046 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00322113 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0121435 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0121435 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.022413 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.022501 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0105894 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00286119 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.152042 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.295127 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.272995 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0370643 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.156659 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.148485 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0803168 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0185007 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0423822 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.042344 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0423822 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00755279 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0119415 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0272736 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0275158 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.00839305 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0619127 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.256209 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0696767 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0763022 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0540347 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0466674 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.000778602 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0237382 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0385578 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0385506 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0385578 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0453664 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.049044 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0582527 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0597615 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0461693 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.125238 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0995751 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.131379 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0258192 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0150105 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0485465 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0431696 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.005666 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00566819 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.005666 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0367032 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0220022 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0202079 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0206234 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0275989 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0204113 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0987147 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0442182 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0399418 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0340738 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0392431 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00627017 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00626699 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00627017 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0210072 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0184456 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0152772 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0152749 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0281428 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0614156 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0008369 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00654038 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0679518 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.000880212 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0370992 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0370971 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0370992 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0061313 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00548556 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0225862 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0225828 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0135918 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0375479 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.119185 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.178525 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00845914 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0313653 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0313628 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0313653 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00980216 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0100115 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0455453 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0460109 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0118216 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0515057 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.187944 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0133858 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0267759 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0267733 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0267759 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.013133 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0133423 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0435898 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0440554 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0118302 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0477978 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0211606 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0433031 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0432649 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0433031 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0064617 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0108504 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0203086 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0205507 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00743075 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0621801 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.116245 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.116244 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.116245 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.364401 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.377582 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.162369 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.162169 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.00177006 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0898977 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0272534 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0272528 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.028922 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0291025 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00651534 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00651497 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0276256 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.00090253 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0272529 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.028921 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0291015 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.00651356 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0065132 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0276263 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.000893924 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.028922 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0291025 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00651534 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00651497 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0276256 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.00090253 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0161922 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0265988 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0265985 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0346956 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0737863 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0265988 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0265985 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0343787 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0759838 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.000606492 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.020943 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.0135206 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0209431 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0131614 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0670323 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.256209 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0696767 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0763022 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0466674 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.000778602 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0104713 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.256209 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0385506 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0385578 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0582527 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0597615 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0461693 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.125238 # DEPENDENCYPART_SIBL
