# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(4,1),(1,4),-0.746928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.390268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.341035 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.360164 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.396088 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.516357 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.800672 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.135742 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.408904 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.347086 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.694117 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.356755 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.73325 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.534993 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.86133 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0307877 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0108643 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.08951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.337768 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.789525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.654314 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.698593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.653595 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.07474 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.716517 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.628617 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.797386 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.869351 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.950533 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.11387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.915614 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.05176 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.298463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.105946 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.480077 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.413023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.67577 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.302622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.23193 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.107487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.156451 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.512952 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.436548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.756854 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.324167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.277947 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.175218 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.161157 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0295444 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0988899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.104208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0881069 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.156036 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.177266 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.314315 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.137169 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.212497 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.0610878 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.342893 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.413023 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.231292 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.223274 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.111496 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0638668 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0845351 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0518778 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.0818307 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.739872 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.645438 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.990665 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.255449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.169084 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.102055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0266048 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0334255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.146743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.181449 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.102221 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.293519 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.112566 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.105129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.275643 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.111299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.169033 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.0862737 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.428515 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.672646 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.248693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),0.201999 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.114104 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.119432 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0833087 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.236518 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.120995 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0311177 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.276748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.0299802 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.168276 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.426803 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.474092 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0215973 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0375009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.187399 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.225428 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.10568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.255603 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.120519 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.0777378 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.464933 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.474092 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.184701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.22718 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0564165 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.0745336 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.145408 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.302622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.23193 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.223873 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0641672 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.083897 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.0615276 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.167245 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.055476 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.343645 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.107287 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.103221 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.290743 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.101157 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.159678 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.482638 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.306824 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.29358 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.331262 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.882031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.371393 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.467677 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.39378 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.544356 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.527418 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.408053 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.663885 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.499366 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.675023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.679858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.551422 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.10198 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.353861 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.83376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.470924 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.406048 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),0.00161191 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.358854 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.813446 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.182697 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.527938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.177268 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.1097 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),0.439973 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.0841686 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.0530321 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.596919 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.712533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.580441 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.31989 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.547505 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.900958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.522176 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.474783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.486488 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.482719 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.045266 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.444534 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.748318 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.377528 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.730849 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.457191 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.426052 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.823886 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.754109 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.612141 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.314052 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.520167 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.891203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.48232 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.420623 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.472964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0493709 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.451132 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.757143 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.337672 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.73865 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.416297 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.822709 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.41499 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.475502 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.98533 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.911236 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.564099 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.799815 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.890883 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.522261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.241861 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0580758 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.14311 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.102285 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.171821 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.187781 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.443125 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0798773 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.426779 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.0195295 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.438431 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0109232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.474766 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.207634 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.264542 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.327194 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.0821468 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.612427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.161633 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.360579 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.687237 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.100081 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.270011 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0946927 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.444209 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.125216 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.616413 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.380949 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.749702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.146615 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0558662 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.294957 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0426394 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.262199 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.122953 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.971482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.442217 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.843539 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.49918 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.417291 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.635779 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.661453 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.80866 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.01575 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.780279 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.954967 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.228242 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.148156 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.118375 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0389261 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.321103 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0911524 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.652544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.502441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.241694 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.161378 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.401723 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.367756 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.573575 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.439181 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.716518 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.163568 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0624065 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.129522 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.104362 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.121893 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.150748 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0763187 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0987687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.168159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.180919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,2),-0.337737 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.367761 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.373619 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.550189 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.197213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.113568 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.297886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.249585 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.566607 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.586617 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.786582 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.616296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.592972 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.694474 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.861362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.168601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.108116 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.114842 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.31671 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.180909 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0736167 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0775201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.109196 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0111341 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0183538 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.245914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.334891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.451444 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.253814 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.276412 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.53341 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.137685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.17106 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.487987 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0931322 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.183687 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0823596 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.116106 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.35157 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.304476 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.282759 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.227289 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.221625 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.373121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.111186 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.128915 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0453956 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0391126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.274577 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.32343 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.282759 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.370423 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.112938 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.1069 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.126388 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.0142232 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.289805 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.455561 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.367761 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.114201 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.199257 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.415604 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.262545 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.230592 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0405446 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.10114 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.163636 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.250662 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.367698 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.282759 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.4435 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.25219 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.312831 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.153101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.221634 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.364692 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.111181 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.10253 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.118406 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0801712 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.0488408 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.262832 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.367761 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.373619 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.196913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.114206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.199257 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.415604 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.262545 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.23059 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.0405446 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.10114 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.163636 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.0265571 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0473512 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.367698 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.372643 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.370349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.310355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.239407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.279462 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.398107 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.383779 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.916094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.436698 # DEPENDENCYPART_GRANDPAR
