# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(3,5),(3,25),-0.0131476 # DEPENDENCYPART_SIBL
(3,5),(3,26),0.0654875 # DEPENDENCYPART_SIBL
(3,5),(3,27),-0.0131476 # DEPENDENCYPART_SIBL
(3,5),(3,28),0.00778685 # DEPENDENCYPART_SIBL
(3,5),(3,30),-0.0131476 # DEPENDENCYPART_SIBL
(3,5),(3,31),0.0655072 # DEPENDENCYPART_SIBL
(3,5),(3,32),-0.014489 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0174475 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.041424 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0104365 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0422858 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.00115008 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.028016 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.00520453 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0837188 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0199115 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0654002 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.0116705 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0635214 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.0837188 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0104365 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.00112163 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.0837188 # DEPENDENCYPART_SIBL
(3,6),(3,26),0.0635019 # DEPENDENCYPART_SIBL
(3,6),(3,27),0.0837188 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.0404421 # DEPENDENCYPART_SIBL
(3,6),(3,30),0.0837188 # DEPENDENCYPART_SIBL
(3,6),(3,31),0.0635214 # DEPENDENCYPART_SIBL
(3,6),(3,32),0.0845823 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0307727 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0756198 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.00799749 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0435636 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.00643169 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.012457 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.00995914 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.00143217 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.00387343 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0631683 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.00193 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.00996005 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0756198 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0893066 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.00995914 # DEPENDENCYPART_SIBL
(3,7),(3,26),0.00190729 # DEPENDENCYPART_SIBL
(3,7),(3,27),0.00996005 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.0197409 # DEPENDENCYPART_SIBL
(3,7),(3,30),0.00995914 # DEPENDENCYPART_SIBL
(3,7),(3,31),0.00193 # DEPENDENCYPART_SIBL
(3,7),(3,32),0.00979557 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0172127 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0200651 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0235458 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0262115 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.016006 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0235007 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0193415 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0129504 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0339964 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0148939 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.0234998 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0172127 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0605829 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0235007 # DEPENDENCYPART_SIBL
(3,8),(3,26),-0.0149166 # DEPENDENCYPART_SIBL
(3,8),(3,27),-0.0234998 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0117999 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.0235007 # DEPENDENCYPART_SIBL
(3,8),(3,31),-0.0148939 # DEPENDENCYPART_SIBL
(3,8),(3,32),-0.0236643 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.212828 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0554797 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.127493 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.00301643 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0370003 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0259603 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.00790187 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0811478 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0188009 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0368047 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0534942 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.170567 # DEPENDENCYPART_SIBL
(3,9),(3,25),-0.0370003 # DEPENDENCYPART_SIBL
(3,9),(3,26),-0.0188535 # DEPENDENCYPART_SIBL
(3,9),(3,27),-0.0368047 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0823784 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.0370003 # DEPENDENCYPART_SIBL
(3,9),(3,31),-0.0188009 # DEPENDENCYPART_SIBL
(3,9),(3,32),-0.0398482 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0385807 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0142208 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.00241727 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0311085 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0181054 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0260431 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0267953 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0240348 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0311085 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0137825 # DEPENDENCYPART_SIBL
(3,10),(3,23),0.0450041 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0311085 # DEPENDENCYPART_SIBL
(3,10),(3,26),0.0240151 # DEPENDENCYPART_SIBL
(3,10),(3,27),-0.0311085 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0191699 # DEPENDENCYPART_SIBL
(3,10),(3,30),-0.0311085 # DEPENDENCYPART_SIBL
(3,10),(3,31),0.0240348 # DEPENDENCYPART_SIBL
(3,10),(3,32),-0.03245 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0409519 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0124122 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.108281 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.00618462 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0857007 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.00851445 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0838271 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.108281 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0188203 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.00488646 # DEPENDENCYPART_SIBL
(3,11),(3,25),0.108281 # DEPENDENCYPART_SIBL
(3,11),(3,26),0.0838076 # DEPENDENCYPART_SIBL
(3,11),(3,27),0.108281 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.0483436 # DEPENDENCYPART_SIBL
(3,11),(3,30),0.108281 # DEPENDENCYPART_SIBL
(3,11),(3,31),0.0838271 # DEPENDENCYPART_SIBL
(3,11),(3,32),0.109145 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.0171064 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0742505 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0216189 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.10238 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.010811 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.100541 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0742505 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0181094 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.00378906 # DEPENDENCYPART_SIBL
(3,12),(3,25),0.0742505 # DEPENDENCYPART_SIBL
(3,12),(3,26),0.100521 # DEPENDENCYPART_SIBL
(3,12),(3,27),0.0742505 # DEPENDENCYPART_SIBL
(3,12),(3,28),0.0443882 # DEPENDENCYPART_SIBL
(3,12),(3,30),0.0742505 # DEPENDENCYPART_SIBL
(3,12),(3,31),0.100541 # DEPENDENCYPART_SIBL
(3,12),(3,32),0.075114 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.132298 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.103626 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.145843 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.139976 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.14414 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.132635 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.129582 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.174893 # DEPENDENCYPART_SIBL
(3,13),(3,25),0.132298 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.144121 # DEPENDENCYPART_SIBL
(3,13),(3,27),0.132635 # DEPENDENCYPART_SIBL
(3,13),(3,28),0.0981386 # DEPENDENCYPART_SIBL
(3,13),(3,30),0.132298 # DEPENDENCYPART_SIBL
(3,13),(3,31),0.14414 # DEPENDENCYPART_SIBL
(3,13),(3,32),0.132635 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0231967 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0929053 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.000595909 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.0911735 # DEPENDENCYPART_SIBL
(3,15),(3,21),2.67954e-05 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.00412075 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.00895253 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.00153709 # DEPENDENCYPART_SIBL
(3,15),(3,26),0.0911329 # DEPENDENCYPART_SIBL
(3,15),(3,27),2.67954e-05 # DEPENDENCYPART_SIBL
(3,15),(3,28),0.0420288 # DEPENDENCYPART_SIBL
(3,15),(3,30),0.00153709 # DEPENDENCYPART_SIBL
(3,15),(3,31),0.0911735 # DEPENDENCYPART_SIBL
(3,15),(3,32),-0.00152439 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0492657 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0222946 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0473868 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.0611046 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0272146 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.0284 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.0611046 # DEPENDENCYPART_SIBL
(3,16),(3,26),0.0473673 # DEPENDENCYPART_SIBL
(3,16),(3,27),0.0611046 # DEPENDENCYPART_SIBL
(3,16),(3,28),0.0142297 # DEPENDENCYPART_SIBL
(3,16),(3,30),0.0611046 # DEPENDENCYPART_SIBL
(3,16),(3,31),0.0473868 # DEPENDENCYPART_SIBL
(3,16),(3,32),0.0619681 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0316512 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.000197976 # DEPENDENCYPART_SIBL
(3,17),(3,21),0.0130061 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.0443926 # DEPENDENCYPART_SIBL
(3,17),(3,23),0.0446774 # DEPENDENCYPART_SIBL
(3,17),(3,25),0.0127377 # DEPENDENCYPART_SIBL
(3,17),(3,26),0.000180725 # DEPENDENCYPART_SIBL
(3,17),(3,27),0.0130061 # DEPENDENCYPART_SIBL
(3,17),(3,28),0.0647049 # DEPENDENCYPART_SIBL
(3,17),(3,30),0.0127377 # DEPENDENCYPART_SIBL
(3,17),(3,31),0.000197976 # DEPENDENCYPART_SIBL
(3,17),(3,32),0.0129721 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.00683025 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.00114179 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0231095 # DEPENDENCYPART_SIBL
(3,18),(3,23),-0.00329839 # DEPENDENCYPART_SIBL
(3,18),(3,25),0.00114179 # DEPENDENCYPART_SIBL
(3,18),(3,26),0.00680945 # DEPENDENCYPART_SIBL
(3,18),(3,27),0.00114179 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0119873 # DEPENDENCYPART_SIBL
(3,18),(3,30),0.00114179 # DEPENDENCYPART_SIBL
(3,18),(3,31),0.00683025 # DEPENDENCYPART_SIBL
(3,18),(3,32),-0.000199663 # DEPENDENCYPART_SIBL
(3,19),(3,21),0.00582304 # DEPENDENCYPART_SIBL
(3,19),(3,22),0.0260754 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0359533 # DEPENDENCYPART_SIBL
(3,19),(3,25),0.00555462 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.00730242 # DEPENDENCYPART_SIBL
(3,19),(3,27),0.00582304 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.0387467 # DEPENDENCYPART_SIBL
(3,19),(3,30),0.00555462 # DEPENDENCYPART_SIBL
(3,19),(3,31),-0.00728517 # DEPENDENCYPART_SIBL
(3,19),(3,32),0.00578902 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.00571826 # DEPENDENCYPART_SIBL
(3,21),(3,23),-0.00853845 # DEPENDENCYPART_SIBL
(3,21),(3,25),0.00202704 # DEPENDENCYPART_SIBL
(3,21),(3,26),0.0911972 # DEPENDENCYPART_SIBL
(3,21),(3,27),0.000516744 # DEPENDENCYPART_SIBL
(3,21),(3,28),0.0433385 # DEPENDENCYPART_SIBL
(3,21),(3,30),0.00202704 # DEPENDENCYPART_SIBL
(3,21),(3,31),0.0912379 # DEPENDENCYPART_SIBL
(3,21),(3,32),-0.00103444 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.170567 # DEPENDENCYPART_SIBL
(3,22),(3,25),-0.0370003 # DEPENDENCYPART_SIBL
(3,22),(3,26),-0.0188535 # DEPENDENCYPART_SIBL
(3,22),(3,27),-0.0368047 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.0823784 # DEPENDENCYPART_SIBL
(3,22),(3,30),-0.0370003 # DEPENDENCYPART_SIBL
(3,22),(3,31),-0.0188009 # DEPENDENCYPART_SIBL
(3,22),(3,32),-0.0398482 # DEPENDENCYPART_SIBL
(3,23),(3,25),0.00314877 # DEPENDENCYPART_SIBL
(3,23),(3,26),0.0302433 # DEPENDENCYPART_SIBL
(3,23),(3,27),0.00314877 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0124043 # DEPENDENCYPART_SIBL
(3,23),(3,30),0.00314877 # DEPENDENCYPART_SIBL
(3,23),(3,31),0.030263 # DEPENDENCYPART_SIBL
(3,23),(3,32),0.00180732 # DEPENDENCYPART_SIBL
(3,25),(3,26),0.0911329 # DEPENDENCYPART_SIBL
(3,25),(3,27),2.67954e-05 # DEPENDENCYPART_SIBL
(3,25),(3,28),0.0420288 # DEPENDENCYPART_SIBL
(3,25),(3,30),0.00153709 # DEPENDENCYPART_SIBL
(3,25),(3,31),0.0911735 # DEPENDENCYPART_SIBL
(3,25),(3,32),-0.00152439 # DEPENDENCYPART_SIBL
(3,26),(3,27),0.00578103 # DEPENDENCYPART_SIBL
(3,26),(3,28),0.0387237 # DEPENDENCYPART_SIBL
(3,26),(3,30),0.0055126 # DEPENDENCYPART_SIBL
(3,26),(3,31),-0.00730407 # DEPENDENCYPART_SIBL
(3,26),(3,32),0.00574701 # DEPENDENCYPART_SIBL
(3,27),(3,28),0.0433385 # DEPENDENCYPART_SIBL
(3,27),(3,30),0.00202704 # DEPENDENCYPART_SIBL
(3,27),(3,31),0.0912379 # DEPENDENCYPART_SIBL
(3,27),(3,32),-0.00103444 # DEPENDENCYPART_SIBL
(3,28),(3,30),-0.0642994 # DEPENDENCYPART_SIBL
(3,28),(3,31),0.00796724 # DEPENDENCYPART_SIBL
(3,28),(3,32),-0.0657112 # DEPENDENCYPART_SIBL
(3,30),(3,31),0.0911735 # DEPENDENCYPART_SIBL
(3,30),(3,32),-0.00152439 # DEPENDENCYPART_SIBL
(3,31),(3,32),0.00578908 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.131108 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0852834 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0338134 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.209568 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0054845 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.146717 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.140222 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.167246 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.185209 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0179535 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.184648 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0331782 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0672827 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.104972 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.118622 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.145232 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.172117 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.201522 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0388658 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0206988 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.106547 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00310839 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.161781 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0939851 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.268344 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.222942 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0249555 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.13672 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.142572 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0171459 # DEPENDENCYPART_SIBL
(6,4),(6,33),0.0713151 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00309508 # DEPENDENCYPART_SIBL
(6,5),(6,33),0.131733 # DEPENDENCYPART_SIBL
(6,9),(6,33),0.0594281 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0569771 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.169566 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.029265 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.177509 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0166126 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.116971 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0381901 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0580702 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0852113 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0214331 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0369448 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0333382 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.138548 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0285238 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.057606 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0356111 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0381901 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0644737 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.0562005 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.0022585 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.0562043 # DEPENDENCYPART_SIBL
(7,1),(7,33),-0.00600316 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.105073 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0718367 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.222499 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0265409 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0298464 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0740256 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0985237 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0637173 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0229151 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0418576 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0594038 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.161606 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0576472 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0798037 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0470949 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0740256 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0250536 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.0144548 # DEPENDENCYPART_SIBL
(7,2),(7,28),0.0391264 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.00922387 # DEPENDENCYPART_SIBL
(7,2),(7,33),-0.0236961 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.101949 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0611274 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0936869 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.18372 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.102944 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0215489 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.148779 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0867718 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0962066 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0855835 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.20133 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0812667 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.121012 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0883541 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.102944 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.131112 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.145267 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0536632 # DEPENDENCYPART_SIBL
(7,3),(7,32),-0.145271 # DEPENDENCYPART_SIBL
(7,3),(7,33),-0.0804256 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0485717 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0662 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.107257 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0536187 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0147521 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.122968 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0649787 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0709169 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0585764 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.182166 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0271769 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0481951 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0341234 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0536187 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.10999 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0764601 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0546922 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.0776826 # DEPENDENCYPART_SIBL
(7,4),(7,33),-0.0133943 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0324971 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0115551 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000841806 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0939873 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0869934 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0641899 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0231955 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0408097 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.140226 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0283517 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0148511 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0358079 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.000841806 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0264991 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0771321 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0348013 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.0776413 # DEPENDENCYPART_SIBL
(7,5),(7,33),0.0200725 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0279066 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0514247 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0970466 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0599836 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0127201 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0221822 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0685691 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.157863 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0298954 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0395656 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.019343 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0514247 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.00284275 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.042905 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0317549 # DEPENDENCYPART_SIBL
(7,6),(7,32),-0.037674 # DEPENDENCYPART_SIBL
(7,6),(7,33),0.0241693 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0690052 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0146364 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0120704 # DEPENDENCYPART_SIBL
