# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(0,11),(11,6),-0.0878074 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.100918 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.257136 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0583738 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0876486 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.239437 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0223586 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.243105 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.277811 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0493951 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.134655 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.544831 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.376273 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.455174 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.223907 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.18992 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.338867 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.534982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0320457 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.112475 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.876393 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0878074 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.100918 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.257136 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0583738 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0876486 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.470917 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0801473 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.373039 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.248375 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0493951 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.134655 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.544831 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.376273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.455174 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.223907 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),2.18992 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.146368 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.085984 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.153585 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.115418 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0349811 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.19447 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0624003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.465252 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.256111 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.348147 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),1.83737 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.386175 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.564412 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0453704 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.136862 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0755794 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0646501 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.227706 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0461458 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.123916 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.492955 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0934719 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.334322 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.256243 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0699739 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.449953 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.304938 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.664821 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.446471 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.215204 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),2.18444 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.0750054 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.0587825 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.459874 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.222123 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.83276 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.409779 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.268885 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.0589741 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.459658 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.5429 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.311742 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),1.84463 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.28468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.170894 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.078622 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.099112 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.180612 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.192598 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.184812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.278567 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.00109559 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.106026 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.213978 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0697316 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.287402 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.227594 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.638072 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.449076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.105222 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.117315 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0263417 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.190441 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.192336 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.112041 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.288396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.0398093 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.138152 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.198278 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.108445 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.271702 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.334713 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.278924 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.288165 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.537338 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.385518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.211218 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0267916 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0314161 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.132143 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.1244 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.184331 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.151909 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.222355 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0179082 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.116282 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.242889 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.316313 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.207964 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.334976 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.653163 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.385518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.211218 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.0267916 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0314161 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.132143 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.118591 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0473671 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.100568 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.222355 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0179082 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.116282 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.242889 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.0507278 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.316313 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.437013 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.207964 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.334976 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.653163 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.418863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.166415 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.18559 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.021664 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.184139 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0104594 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.190496 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.145084 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.096159 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.28845 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.0541711 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0132417 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.203249 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.00219374 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.276673 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.237823 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.254512 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.154068 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.250508 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.292493 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.547242 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.418863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.166415 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.18559 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.021664 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.184139 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.0104594 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.190496 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.145084 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.096159 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.28845 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.0561672 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.120721 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.0403249 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.182133 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.276673 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.237823 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.254512 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.154068 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.250508 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.292493 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.547242 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.423016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,2),0.166335 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),-0.200117 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.0302659 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.00757762 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),-0.194346 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.145164 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.0932772 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.292301 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),0.051675 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.135249 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.041682 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.203214 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.0169609 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.276639 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.235045 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.178668 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.243501 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.285486 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.552826 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.869072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.479433 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.433487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.590531 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.553849 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.41893 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.566076 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.776192 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.537101 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.582833 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.545131 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.912404 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.389167 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.473755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0910787 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.254345 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.274855 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.318174 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0827439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.287083 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.529523 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.339165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.492045 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.336164 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.504961 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.334781 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.31058 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.332347 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.550639 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.379858 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.46253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.140194 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0858963 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.193756 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0702099 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.163662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0864337 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0824378 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.313782 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.154825 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.378067 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.390984 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.0815895 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.192479 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.516349 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.373755 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.454917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.146026 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0715388 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.129349 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.142557 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.150585 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.228524 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.239378 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.335855 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.379858 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.46253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.140194 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0858963 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.193756 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.139874 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.15699 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.186543 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0824378 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.313782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.154825 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.378067 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.120423 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.390984 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.258243 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.0815895 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.192479 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.516349 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.431286 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.482981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.271031 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.128989 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.232155 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.231112 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.257394 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.20667 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0595108 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.269622 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.218651 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0123274 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.452421 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.181225 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.465338 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.231051 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.211589 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.139056 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.247298 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.248866 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.522823 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.431286 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.482981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.271031 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.128989 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.232155 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.231112 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.257394 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.20667 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.0595108 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.269622 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.430064 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.328699 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.0276552 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.460618 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.465338 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.231051 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.211589 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.139056 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.247298 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.248866 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.522823 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.431749 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.483736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.285052 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.139045 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.229729 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.260842 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.207425 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.058128 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.27307 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.435285 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.34272 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0296814 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.480236 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.241927 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.493153 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.294873 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.259511 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.2381 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.239668 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.526838 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.052342 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.378269 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.680095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.271539 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.398758 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.266847 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.466846 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.516048 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.322243 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.771415 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.828715 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-1.0104 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.253953 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.389843 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.67494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.303197 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.394383 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.464263 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.298505 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.462471 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.508274 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.317245 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.48297 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.763641 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.424635 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.821189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.01034 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.672035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.451426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.889533 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.303569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.245649 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0186589 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0196341 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.412011 # DEPENDENCYPART_GRANDPAR
