# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(0,14),(14,19),-0.181135 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.355364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.151711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.689074 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),0.0602365 # DEPENDENCYPART_GRANDPAR
(0,14),(14,26),2.48621 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.558518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0174943 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0326996 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.079382 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.312895 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-0.218177 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.558748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.199276 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0428621 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0799716 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.113369 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),-0.218472 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.558512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.20075 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0407727 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0793818 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.102853 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.122638 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.120045 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-0.218177 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.992548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.382994 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.624014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.619993 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.536231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.33943 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.353719 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.32022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-0.769223 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.619992 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.534524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0746963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.313246 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.266912 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.16099 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.249427 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.729427 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.560182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.685886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0905142 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.321707 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.368868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.242943 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.24351 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.368289 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.225458 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.256258 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.392108 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.236352 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.311456 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.297925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.30043 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.413144 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.422277 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.413032 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.487763 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.33905 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.744793 # DEPENDENCYPART_GRANDPAR
(2,25),(25,7),-0.147493 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),-0.134754 # DEPENDENCYPART_GRANDPAR
(2,25),(25,10),-0.130008 # DEPENDENCYPART_GRANDPAR
(2,25),(25,11),-0.147503 # DEPENDENCYPART_GRANDPAR
(2,25),(25,12),-0.382906 # DEPENDENCYPART_GRANDPAR
(2,25),(25,13),-0.140902 # DEPENDENCYPART_GRANDPAR
(2,25),(25,14),-0.20332 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.449028 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.202475 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),-0.37419 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.20498 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.223273 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.228258 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.326827 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.2212 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.207321 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.385981 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.729441 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.173946 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.891262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.552803 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.725743 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.03037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.691903 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.930586 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-0.953744 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-1.21318 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.27047 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.63155 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.433266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.531826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.358002 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.314677 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.354254 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.822728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.21071 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.570124 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.600232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.251945 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.394063 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.328043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.392821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.454789 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.324295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.335584 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.482426 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.288315 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.347324 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.426536 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.38135 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.547785 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.473174 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.521107 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.484836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.459182 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.833719 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.27047 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.433266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,6),-0.376145 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.314677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.354254 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.25744 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.508463 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-0.489555 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.822728 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.39327 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.549875 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.25267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.216894 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.41238 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.39177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.973131 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.15238 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.05912 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.328767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.435387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.39177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.973132 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.875302 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-1.05912 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.712392 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.789787 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.948068 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.950362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.292289 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.37434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.24429 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.373844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.412676 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.195559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.394141 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.384747 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.314094 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.489931 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.442145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.490247 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.511584 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.479587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.540787 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.651079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.678716 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.772201 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.00918 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.279246 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.16177 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.436645 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.11304 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.558424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.675462 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.663351 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.279246 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.277368 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.360801 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.11304 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.408716 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.5139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.466114 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.558424 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.675462 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-0.663351 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.124867 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.274727 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.352417 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.3999 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.286525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.369651 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.22502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,25),-0.594619 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.35033 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.326925 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.105758 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.365595 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.172341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-1.35033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.392354 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.139999 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.333498 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.22502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.17234 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.408209 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.298039 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.35033 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0632755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.2101 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.310656 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.289413 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0521732 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.318046 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0980426 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),0.211239 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),0.0214621 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.919524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.133724 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.109145 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.289413 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.435751 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0175774 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0980426 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.404477 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.202219 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.128546 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),0.211239 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0214621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.919524 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.179594 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.0598384 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.289413 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0175774 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.310052 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0729176 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),0.0214621 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.415688 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.258564 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.185799 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.839661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.307113 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0614447 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0621482 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.181414 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0155754 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.117488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.267844 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.1705 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.00750719 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.338273 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.274595 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.196749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.317637 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),0.00151284 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.188264 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-1.07835 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.0175774 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0729176 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.396483 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.166031 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0551009 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.128546 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0591701 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),0.0129775 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.0197619 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.211239 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),0.0214621 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.919524 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.0729176 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0551009 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.194225 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.012681 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.0129775 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.299713 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.142584 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.77928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),0.313053 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.00126166 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.187354 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.047131 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0904941 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.273785 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.0660809 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.0726774 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.0715273 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0302575 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.259238 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.149482 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.158434 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.0948417 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),0.0398282 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.149949 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.99001 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.0729177 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.396483 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),0.166031 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.055101 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),0.194225 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.0126811 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.13654 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.071985 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.152094 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.0196995 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),0.0883404 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),0.211098 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),0.0213202 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.142097 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.777462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,7),0.314721 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),-0.0049547 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.189022 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),0.0409147 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),0.275452 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),0.0685059 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.0708538 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),0.0731948 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.0284339 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.257571 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.0689202 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),0.0267349 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.116477 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.0180611 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.131066 # DEPENDENCYPART_GRANDPAR
(5,24),(24,7),0.425287 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),0.0910145 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.0228097 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),0.299588 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.136884 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.0781499 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.386018 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.160799 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.0603331 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),0.183761 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.0179132 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.147005 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.0667528 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.146862 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.00591097 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.0134691 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.0907892 # DEPENDENCYPART_GRANDPAR
(5,25),(25,7),0.432066 # DEPENDENCYPART_GRANDPAR
(5,25),(25,8),0.0947772 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),0.306367 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),0.140647 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),-0.0743872 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),0.392798 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),0.164561 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.0565704 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),0.19054 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.0141505 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.140225 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),0.0705155 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),0.150624 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),0.000868441 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),0.0172318 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),0.0945519 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.195428 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.922617 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.530705 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.561323 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.11242 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.870907 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.572821 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0257424 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.284916 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.22865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,26),-0.946896 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.619357 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.650206 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.630714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.123873 # DEPENDENCYPART_GRANDPAR
