# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(6,5),(6,7),0.0875809 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0857741 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0255563 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0301003 # DEPENDENCYPART_SIBL
(6,5),(6,33),0.00964047 # DEPENDENCYPART_SIBL
(6,5),(6,34),0.016011 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00414701 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0600418 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0934768 # DEPENDENCYPART_SIBL
(6,7),(6,33),0.02204 # DEPENDENCYPART_SIBL
(6,7),(6,34),0.0103039 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0583887 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0901169 # DEPENDENCYPART_SIBL
(6,9),(6,33),0.0236249 # DEPENDENCYPART_SIBL
(6,9),(6,34),0.010768 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.086425 # DEPENDENCYPART_SIBL
(6,10),(6,33),-0.0150707 # DEPENDENCYPART_SIBL
(6,10),(6,34),0.0358064 # DEPENDENCYPART_SIBL
(6,14),(6,33),0.0273717 # DEPENDENCYPART_SIBL
(6,14),(6,34),0.0611914 # DEPENDENCYPART_SIBL
(6,33),(6,34),0.0504377 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.198535 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.202053 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0108518 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0684758 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0178045 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00166998 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0210385 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00881242 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0180766 # DEPENDENCYPART_SIBL
(7,2),(7,34),-0.0205016 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00505747 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0153207 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0188159 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00763514 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00134462 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0122809 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00778956 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0350908 # DEPENDENCYPART_SIBL
(7,3),(7,34),-0.00488917 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0164165 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0177145 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00763514 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00134456 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0122809 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0077895 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0350908 # DEPENDENCYPART_SIBL
(7,4),(7,34),-0.00488917 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.149092 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0604266 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00572075 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0131957 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00255991 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.006154 # DEPENDENCYPART_SIBL
(7,5),(7,34),0.0399073 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.032657 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00139658 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0163012 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00053913 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0140419 # DEPENDENCYPART_SIBL
(7,6),(7,34),0.123398 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.020317 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.02632 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0215186 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0581185 # DEPENDENCYPART_SIBL
(7,8),(7,34),0.112665 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0222667 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.000176298 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.100328 # DEPENDENCYPART_SIBL
(7,9),(7,34),0.0461206 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.109603 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.116404 # DEPENDENCYPART_SIBL
(7,10),(7,34),0.183246 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.103064 # DEPENDENCYPART_SIBL
(7,12),(7,34),0.0483523 # DEPENDENCYPART_SIBL
(7,13),(7,34),0.078195 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0804023 # DEPENDENCYPART_SIBL
(8,6),(8,33),0.0380281 # DEPENDENCYPART_SIBL
(8,6),(8,34),0.0575289 # DEPENDENCYPART_SIBL
(8,7),(8,33),0.066586 # DEPENDENCYPART_SIBL
(8,7),(8,34),0.033594 # DEPENDENCYPART_SIBL
(8,33),(8,34),0.131448 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.195366 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.198884 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0137272 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0750296 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00904355 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.027094 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00579166 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00874917 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0186007 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00412461 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0261443 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00984492 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0174993 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00522036 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0250429 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.111722 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0447906 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.030592 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0282222 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.185406 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0296778 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.113509 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0148425 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.113665 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0463743 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.13826 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00519839 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0409404 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.145727 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0853911 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.194832 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0547388 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.115409 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0427114 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.140275 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0115881 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0844956 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.187372 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0516712 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.150229 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00551041 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0591006 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.198556 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.101354 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.194859 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.154953 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.213089 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.221146 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.135236 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.07186 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00924152 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0676727 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.178299 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.140444 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.152925 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.16173 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.216577 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00836068 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0751109 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.180617 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0495194 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.18662 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.193303 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.201207 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.204725 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00392664 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.071613 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00075703 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0191894 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.00586743 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0351378 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.204725 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0165824 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0836642 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00571552 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.00892167 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.006812 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0173083 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00218744 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0115132 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00091756 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0285877 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00892167 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0329118 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0385775 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00411385 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00790775 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0162069 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0032832 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0104119 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00201332 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0274863 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00535244 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0329118 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0385775 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00411379 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.130269 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0228422 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00700172 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0426534 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0676314 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0462096 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00288467 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0256749 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00329873 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0227452 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.177259 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0245095 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0211862 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0521908 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0118637 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0201136 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00446739 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0060875 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.035171 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.069984 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0462327 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00687938 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0225865 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00101583 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00897555 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.101179 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.119813 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0363114 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0342986 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00358939 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0662523 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0545401 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0187473 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0296649 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00176035 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0251579 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.019858 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.000666157 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0529014 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0329118 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0385775 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00411379 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.166671 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.342981 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.055212 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.118952 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.169374 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.129762 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.177148 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.013706 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.177148 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.177148 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0195148 # DEPENDENCYPART_SIBL
(14,10),(14,30),0.177148 # DEPENDENCYPART_SIBL
(14,10),(14,31),0.0269101 # DEPENDENCYPART_SIBL
(14,10),(14,33),0.0142561 # DEPENDENCYPART_SIBL
(14,10),(14,34),0.141397 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0703749 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.204401 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.122039 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00162589 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.122039 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.122038 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00236989 # DEPENDENCYPART_SIBL
(14,11),(14,30),0.122039 # DEPENDENCYPART_SIBL
(14,11),(14,31),-0.00323462 # DEPENDENCYPART_SIBL
(14,11),(14,33),0.0019103 # DEPENDENCYPART_SIBL
(14,11),(14,34),0.0735721 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.213409 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.111231 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00453437 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.111231 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.111228 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0130739 # DEPENDENCYPART_SIBL
(14,12),(14,30),0.111231 # DEPENDENCYPART_SIBL
(14,12),(14,31),-0.00363908 # DEPENDENCYPART_SIBL
(14,12),(14,33),0.0144988 # DEPENDENCYPART_SIBL
(14,12),(14,34),0.0504999 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0535475 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0211713 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0535475 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0535446 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0647277 # DEPENDENCYPART_SIBL
(14,13),(14,30),0.0535475 # DEPENDENCYPART_SIBL
(14,13),(14,31),-0.0340002 # DEPENDENCYPART_SIBL
(14,13),(14,33),-0.00124073 # DEPENDENCYPART_SIBL
(14,13),(14,34),0.0348514 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0105824 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0308729 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.030869 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0688081 # DEPENDENCYPART_SIBL
(14,15),(14,30),0.0308729 # DEPENDENCYPART_SIBL
(14,15),(14,31),0.00763448 # DEPENDENCYPART_SIBL
(14,15),(14,33),0.0219507 # DEPENDENCYPART_SIBL
(14,15),(14,34),0.0400689 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0179876 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0179876 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0244642 # DEPENDENCYPART_SIBL
(14,16),(14,30),-0.0179876 # DEPENDENCYPART_SIBL
(14,16),(14,31),-0.0857476 # DEPENDENCYPART_SIBL
(14,16),(14,33),0.00238464 # DEPENDENCYPART_SIBL
(14,16),(14,34),0.0241668 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.030869 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0688081 # DEPENDENCYPART_SIBL
(14,17),(14,30),0.0308729 # DEPENDENCYPART_SIBL
(14,17),(14,31),0.00763448 # DEPENDENCYPART_SIBL
(14,17),(14,33),0.0219507 # DEPENDENCYPART_SIBL
(14,17),(14,34),0.0400689 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0688059 # DEPENDENCYPART_SIBL
(14,18),(14,30),0.0308722 # DEPENDENCYPART_SIBL
(14,18),(14,31),0.00763448 # DEPENDENCYPART_SIBL
(14,18),(14,33),0.0219497 # DEPENDENCYPART_SIBL
(14,18),(14,34),0.0400667 # DEPENDENCYPART_SIBL
(14,22),(14,30),0.0424659 # DEPENDENCYPART_SIBL
(14,22),(14,31),-0.0519719 # DEPENDENCYPART_SIBL
(14,22),(14,33),0.247362 # DEPENDENCYPART_SIBL
(14,22),(14,34),0.0859425 # DEPENDENCYPART_SIBL
(14,30),(14,31),0.00763448 # DEPENDENCYPART_SIBL
(14,30),(14,33),0.0219507 # DEPENDENCYPART_SIBL
(14,30),(14,34),0.0400689 # DEPENDENCYPART_SIBL
(14,31),(14,33),-0.00169779 # DEPENDENCYPART_SIBL
(14,31),(14,34),-0.0513432 # DEPENDENCYPART_SIBL
(14,33),(14,34),0.0573935 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0191894 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.204725 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.000855746 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0145911 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.00571552 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00571907 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.119813 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00501531 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.142767 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00358939 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.003588 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00307406 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0817413 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00411379 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0041144 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.24548 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00337853 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00337591 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0163648 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0163648 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00471 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0583641 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0498506 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.195473 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0896901 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0498506 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0411841 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0411841 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0238327 # DEPENDENCYPART_SIBL
(16,10),(16,33),-0.0175288 # DEPENDENCYPART_SIBL
(16,10),(16,34),-0.0405335 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0142338 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.298983 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0418597 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0142338 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00894992 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00894931 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00509443 # DEPENDENCYPART_SIBL
(16,11),(16,33),0.0122953 # DEPENDENCYPART_SIBL
(16,11),(16,34),0.0296997 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.375892 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.141723 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00574894 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.233831 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.233828 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.000171722 # DEPENDENCYPART_SIBL
(16,12),(16,33),0.00941644 # DEPENDENCYPART_SIBL
(16,12),(16,34),-0.00815188 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0716083 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0324195 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0218518 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0218488 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.195911 # DEPENDENCYPART_SIBL
(16,13),(16,33),0.203476 # DEPENDENCYPART_SIBL
(16,13),(16,34),0.198796 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0148128 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00885423 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00885423 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0497685 # DEPENDENCYPART_SIBL
(16,14),(16,33),0.0516563 # DEPENDENCYPART_SIBL
(16,14),(16,34),-0.00566876 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.233831 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.233828 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.000171722 # DEPENDENCYPART_SIBL
(16,15),(16,33),0.00941644 # DEPENDENCYPART_SIBL
(16,15),(16,34),-0.00815188 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0462202 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0601764 # DEPENDENCYPART_SIBL
(16,17),(16,33),-0.065025 # DEPENDENCYPART_SIBL
(16,17),(16,34),-0.0584892 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0601774 # DEPENDENCYPART_SIBL
(16,18),(16,33),-0.065026 # DEPENDENCYPART_SIBL
(16,18),(16,34),-0.0584914 # DEPENDENCYPART_SIBL
(16,19),(16,33),-0.0204458 # DEPENDENCYPART_SIBL
(16,19),(16,34),0.173438 # DEPENDENCYPART_SIBL
(16,33),(16,34),0.16757 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0191894 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.204725 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.000855746 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.213182 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0145911 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.000855746 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.121022 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00571907 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.119813 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.00501531 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.432638 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.142767 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.00501531 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.670137 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.003588 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00307406 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.440921 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0817413 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00307406 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.577907 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0041144 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.641687 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.24548 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.018106 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.794005 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00337591 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.11945 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0569251 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.231586 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0084476 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0154964 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.161389 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0163648 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.794005 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00337591 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00798823 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.00968007 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.00499639 # DEPENDENCYPART_SIBL
