# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(2,9),(9,10),-0.374508 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.309158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.532597 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.372441 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.332409 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.392635 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.646294 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.602306 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-1.2757 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.809121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),-0.0493929 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.116193 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.294355 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.113278 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.179538 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.347739 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.104747 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.00580296 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.00728891 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.250027 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.450909 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.218546 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.197289 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.0228571 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.952881 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.0617464 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.787742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0163635 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0803533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.179836 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.337554 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.220584 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0207065 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0348683 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.161099 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.225484 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.216054 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.157454 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0415401 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.0639725 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.335469 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.543669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.330491 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.271499 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.134164 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-1.1103 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.266423 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0872545 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.101562 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0291202 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.291397 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0724444 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.0918302 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.312294 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.300149 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.988457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),-0.199898 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.431237 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.494658 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.259632 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.414604 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.405137 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.0638541 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.482278 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.549714 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.433348 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.481946 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.874635 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.694864 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.585663 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.499277 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-1.29408 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),0.0720686 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.793911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.0594284 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.167339 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.251131 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.000218444 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.0444606 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.162997 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.120113 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.374969 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.290388 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.169451 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0977439 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.344788 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.585238 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.36941 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.304232 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.173083 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-1.10728 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.266566 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.101564 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.0291223 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.29168 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.1986 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.0179564 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.0929946 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.401665 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.466207 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.293466 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.109904 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.777577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,11),0.143578 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.316794 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.134054 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.0657371 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.0512679 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.609926 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.430339 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.171723 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-1.1135 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.198597 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.0200591 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.017954 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.401382 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.466062 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.312164 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.308244 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-1.08492 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.60297 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.605764 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.680744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0197471 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.163465 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.330262 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.232796 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.251992 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.18078 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.293859 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.743847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.346795 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.172873 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),0.0606452 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.705796 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.0210302 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.251772 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.468374 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.720468 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.491793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.945066 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.660001 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.952168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.577483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.284817 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0167954 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.000351485 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.226168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.00269486 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.682777 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.706182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.289746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0064665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0570113 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.128538 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.318585 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.188686 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.711235 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.260716 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.241655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.267049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.259207 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.433658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.600178 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.901087 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.676755 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.889484 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.718674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.428297 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0139028 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0526977 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.143496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0651882 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.146766 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.341382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.626979 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.199965 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.187459 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.179436 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.428891 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.566514 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.175599 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.32178 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.389556 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.608177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.394399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.361866 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.50368 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.540527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,1),-0.6992 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.439326 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.397906 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.564343 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.378412 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.907423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.416829 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.549122 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.388543 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.623752 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.636204 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.629702 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.72521 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.671981 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.945958 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.667842 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.961756 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.97696 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.362727 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.592764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.287953 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.43183 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.459369 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.506161 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.589977 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.601199 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.98443 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.444468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.910955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,2),-0.358631 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.507667 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.381565 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.877514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.0606851 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.586031 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.192659 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.40255 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.67694 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.693387 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.598412 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.296209 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.522361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.463234 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.136944 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.249795 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.24275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.500235 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.645896 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.543186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.954994 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.454805 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.584842 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.679284 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.771731 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.667784 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.0459 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.920032 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.19614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.50561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.11776 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.335583 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.30797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.478034 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.531509 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.446995 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.94983 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.411765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.134812 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.30428 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.137945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.346352 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0669436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.748855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.893601 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.707317 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.516814 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.281925 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.832883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.404041 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.309922 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.59422 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.207669 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.249685 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.438584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.412735 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.478295 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.577874 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.910465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.742748 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.6395 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.901014 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.745595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.52678 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.27131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.847858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0137688 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.230782 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.381285 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.508536 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.14549 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.194063 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.349545 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.497912 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.538487 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.3277 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.364986 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.599444 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.582269 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.41852 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.363581 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.536069 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.353152 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.24513 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.270616 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.424924 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.34231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.576416 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.997539 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.26059 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.00638 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-1.1342 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.15679 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.55251 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.08572 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.39611 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-1.26468 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.317455 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.152527 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.207947 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.272627 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.67888 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.704663 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.02026 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.338298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.157585 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.401464 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0976124 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.420045 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0644796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.305113 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.331119 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.116928 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.340582 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.259209 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0511399 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.187946 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.67888 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.885131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.03269 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.732427 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.629955 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.928589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.523143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.162902 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.256632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.320273 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.415131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.329016 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.322724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.548805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.41773 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.392146 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.674855 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.02287 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.25983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.870299 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.41106 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.03013 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.772931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.899104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.30305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.479962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0241515 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.20157 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.290865 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.324651 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.284717 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.282074 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.342471 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.224791 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.583956 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.363565 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.426379 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.672754 # DEPENDENCYPART_GRANDPAR
