# _root_ Ugyanakkor mindkét szakember csak akkor tulajdonítana jelentőséget az eltérésnek , ha hónapokon át , tendenciaszerűen jelentkezne .
#goldHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
#predictedHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
(7,1),(1,16),-0.298129 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.805041 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.475827 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0668499 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.557091 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.285405 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.803789 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.338764 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.104969 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.244806 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.213337 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0660207 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.474389 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.459683 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.203401 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.551064 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0459797 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.81513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.354518 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.432556 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.431365 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.490946 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.299327 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.805682 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.558634 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.36138 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0469702 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.812763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.35215 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.434473 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.431199 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.490785 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.299641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.805523 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.402872 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.191335 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.48797 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.291987 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.27296 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.879248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.235424 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.418596 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.485235 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.515474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.362108 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.428388 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.541547 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.572669 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.344685 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.815473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.256218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.711677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.577687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.599469 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.578485 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.343563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.171597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.103397 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0533269 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0827946 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.159709 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.183894 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0750155 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.599469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.343563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.171597 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.117464 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0767647 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.060087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0827946 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.159709 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.183894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.860705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.422204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.161589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0384889 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.105463 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.094977 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.160234 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.219868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0241106 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.526927 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.705634 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.555993 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.917635 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.593436 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.572465 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.480054 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.196537 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0304103 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.118814 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0811214 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0868984 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0718654 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.175126 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.395338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.67061 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.507527 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.918616 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.529246 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.521694 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.509875 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.50006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.154484 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0402159 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.205294 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0773666 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0162722 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0530488 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.261605 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0478326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.466353 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.566068 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.577049 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.739891 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.529586 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.496837 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.515649 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.557445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0813688 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0734162 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.00354147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.13557 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0556946 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0719647 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.266207 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.689384 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0396626 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.452902 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.922384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.541335 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.284058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.776173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.553689 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0219769 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.727015 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.271333 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.774922 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.537546 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.257337 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.748531 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0428471 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.445973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.925493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.451832 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.378541 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.574246 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.285255 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.776815 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.7561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.435866 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0418566 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.44844 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.923125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.541817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.378374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.574085 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.285569 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.776655 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.416702 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.158975 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.695909 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.340998 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.269075 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.00141912 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.213292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.05113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.58477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.416865 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.421565 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.617037 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.816564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.315396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.816403 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.743447 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.671761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.940813 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.680031 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.453195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.183735 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0792054 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0299704 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.243009 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.353818 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.05817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.821348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.585839 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.53101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.211215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.103252 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.243534 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.389792 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0381822 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.498059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.781302 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.609928 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.1151 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.665728 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.635013 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.391227 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.61976 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.540249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.225785 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.10024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0940128 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0190412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.258052 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.368665 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.746279 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.561462 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.11608 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.601537 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.584242 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.421048 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.879299 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.620217 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.610875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.312264 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0964851 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0233865 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.000224566 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.344532 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.217757 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.437486 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.243003 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.108967 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.114031 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0328145 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.246918 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.383341 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.760621 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.173985 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.342777 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.121636 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.154085 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.185103 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.217864 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.104924 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.28084 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.186698 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0693948 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0637463 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0831006 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.742725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.201556 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.397716 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.384522 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.761467 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.235722 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0755318 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.108131 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.106119 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0407269 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.251039 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.201103 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.397266 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.384512 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.761021 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.192424 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.374091 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.351514 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0940646 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.169036 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.22936 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.353873 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0847412 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.368095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.09976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.642124 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.459258 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.710692 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.66254 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.703934 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.01226 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.172961 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.341749 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.256308 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.138873 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.147769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.188178 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.275605 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0536214 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.254563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.340471 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.217864 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.414458 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.450602 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.388396 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.772901 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.40882 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.172956 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.341748 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.138868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.147764 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.13028 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.304512 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.254449 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.340471 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.217864 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.414458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.450602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.388396 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.522243 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.808871 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.685508 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.661485 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.722395 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.268626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.164044 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0246617 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0212289 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.570258 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.70303 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.877596 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.516301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.546701 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.753478 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.633301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.601858 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.701955 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.262387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.36408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.243205 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0455898 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.420254 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.827345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.923467 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.23888 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.746677 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.789233 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.08001 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.11057 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.897894 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.963138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.01863 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.322702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.236273 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.193836 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0601578 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.019966 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.436974 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.831625 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.826558 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.943278 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.322869 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.897937 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.427746 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.339206 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.448855 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.696687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.613824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.808548 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.710781 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.728196 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.890656 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.645439 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.581173 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.367135 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.64217 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.325141 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.502824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.23535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.491879 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.739478 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.732272 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.643965 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.848136 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.659155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.710706 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.728125 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.645363 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.581098 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.914268 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.549256 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.50276 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.23535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
