# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(5,12),(12,18),-0.520675 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.722855 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.258563 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.361805 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.417636 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.350554 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.180005 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.554954 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.611545 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.605559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.162704 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.206298 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.405334 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.292251 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.255896 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.446069 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.178445 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.451824 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.594026 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.424357 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.482644 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.491808 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.723816 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.470672 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.02619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.870144 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.828515 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.48689 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.224195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0437918 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.16529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.504509 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.374183 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.901492 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.595544 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.537056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0502447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.03657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.47292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.499772 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.338571 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.812196 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.343763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.657776 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.433389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.453724 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.3241 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.969181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.861277 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-1.08947 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.605878 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.344323 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.460425 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.493513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.334063 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.330081 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.665446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.42713 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.311493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.86001 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.38675 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.950802 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.975427 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.575278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.489183 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.567359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0793711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.142156 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0266862 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.361877 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.309501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.10278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.620906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.32758 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.878578 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.927248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.548505 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.419846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.733968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0988475 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.271596 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0490159 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.327381 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.511411 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.198799 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.301028 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.208489 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.138278 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0639878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.612433 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.521845 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.240415 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.479127 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.190491 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.104318 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.142045 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.160641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.271866 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.4993 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.17965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,12),-0.282214 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.22864 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0488083 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0447568 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.180714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.364228 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.01029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.398053 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.399031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.218467 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.114207 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.15343 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.147332 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.258836 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.377234 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.495096 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.04766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.126836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0364922 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.160058 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.0589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.459303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.465373 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.161531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.262042 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.208582 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.42574 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.11977 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.107928 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.14282 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.112949 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.178549 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.275821 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.580137 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.546515 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.282214 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.363323 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.464156 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.177372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.15253 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.0462747 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.828899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.316113 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.390355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.18963 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.209849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.124593 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.156539 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.198428 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.473235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.46626 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.958871 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.3642 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.0860941 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0773906 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0536813 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.738167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.174062 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.16405 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.00554152 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0556771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.145639 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.347208 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.868162 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.457929 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.419381 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.535708 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.175392 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.187544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.117826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.666834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0617172 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0675936 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0458435 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.168675 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.1203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.172992 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.176239 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.0998501 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.152611 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),0.12191 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.144047 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.265274 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.72825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.230313 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0935023 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.15413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0435469 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.214202 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.144848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0693434 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.10414 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0148552 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.196819 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.776313 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.145356 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0458435 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0704734 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.186601 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.1203 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0355266 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.172992 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.408024 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.521682 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.222486 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.1038 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.923025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.465404 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.390036 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.422686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.283625 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0636388 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.393218 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.218587 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.214683 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.612921 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.567133 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-1.00583 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.102219 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.174255 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.315666 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.731905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.211578 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.103309 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.20336 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.0580983 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.159462 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.29683 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.00693884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0391425 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0191899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.178751 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.785596 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.0675936 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.216675 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.186601 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.135511 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.189004 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0716856 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0381873 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.803509 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.010051 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0531313 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0202142 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0216714 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0262315 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.270391 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0129554 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.212428 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.789437 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.00680952 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.308262 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0410518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.245825 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0859583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.177159 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.732836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.212918 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.208067 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.54615 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.412843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.394718 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.452173 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.517861 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.777094 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0296599 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.242623 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.00441917 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0324271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.169902 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.719629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.184426 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.543658 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.397665 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.429415 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.76775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0517133 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0202142 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.243452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0044942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0521468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.185826 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.310711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.212428 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.00669477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0471186 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.311842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0790033 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0116484 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.337345 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.291805 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.07118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.527853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.615539 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.53035 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.937752 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.94877 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.728853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.759668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.775498 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.920481 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.02962 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.390967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.421024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.412074 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.37436 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.547202 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.631185 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.271087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,14),0.0460808 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0611462 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0820675 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.0743697 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.440375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.458476 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.476081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.450575 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.426978 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.43612 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.433968 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.557944 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.651635 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.30181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.167406 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0532041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0288247 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.081493 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.674768 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.693299 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.76923 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.696295 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.636603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.752622 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.884517 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.960562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.241166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.187647 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.316079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.345812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0166091 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0460697 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.118898 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0865557 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0448979 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.41823 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.167406 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.393649 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.347434 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0288247 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.111935 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.081493 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.481857 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.449567 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.469021 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.43296 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.64625 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.679841 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.261687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.246922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.406366 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.4322 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.190167 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0731341 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0948852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.105356 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0814192 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.316498 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.755513 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.632939 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.738905 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.874728 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.949914 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.286941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.135269 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.260804 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.327102 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.393479 # DEPENDENCYPART_GRANDPAR
