# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(3,7),(7,6),-0.419118 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.3478 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.440308 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.525678 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.438197 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.37132 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.336357 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.471939 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.528618 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-1.16176 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.103323 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0832772 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.229923 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.112776 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.347418 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.989855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.176364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.12632 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.173484 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0795114 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.187436 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0730863 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0234923 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.190731 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0667149 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.23537 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.354911 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.407875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.116472 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-1.02188 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.993695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.183432 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.162419 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0780851 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0623154 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.110028 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.246555 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.144844 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.522722 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.203258 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-1.07949 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.112776 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.347418 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.984128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.18929 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.120954 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.168691 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0731825 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.18207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0527485 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.10173 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.191846 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0708579 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.229106 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.352814 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.404809 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.115768 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-1.0219 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.291268 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.615489 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.18961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.0738415 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.266238 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.435676 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.302506 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.321843 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.259135 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.345219 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.255929 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.473056 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.541597 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.669173 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.740357 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.653488 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-1.21325 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.421013 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.46287 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-1.05552 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.175896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),0.11477 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.345563 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.991769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.22121 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.0932517 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.174569 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.0732548 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.154555 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.0603898 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.109379 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0580882 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.211949 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.138113 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.251784 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.454977 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.417469 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.959172 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.394334 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.156157 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.650016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.2356 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.30639 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.162925 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.267657 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.254455 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.167149 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.0765397 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.188687 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.247412 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.395878 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.665869 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.523601 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.410712 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.723598 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.483866 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.966301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.616312 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.714607 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.461222 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.433688 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.03038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.527779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.667393 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.547354 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.624278 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.759832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.666649 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.582204 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.54969 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.645459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.636281 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.873305 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.911416 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.958766 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.137098 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0769956 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.512166 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.467495 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0799668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0163117 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0919007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.856557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.571568 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.420732 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.42598 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.521809 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.550956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.554319 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.651447 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.599288 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.641955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.645992 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.666864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.778946 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0717714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0502988 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.203982 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.438534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.354729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.603525 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.502065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.483697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.256637 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0787026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.206172 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.242804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.238654 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.360786 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.208141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.408096 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.340623 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.414803 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.420843 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.420748 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.622518 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.5311 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.44549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.275003 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.00317738 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0171531 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.112734 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.134097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.280864 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0962767 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.34431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.31144 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.347944 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.244738 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.406728 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.420843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.420748 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.62251 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.5311 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.444696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.274076 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.00562604 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0179474 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0991154 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.115275 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.285549 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.104247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.34347 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.313273 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.348841 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.251305 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.410676 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.448642 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.360774 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.612143 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.513528 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.502131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.238505 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0107144 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0321783 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.135882 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.177349 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.167453 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.318384 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.413415 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.354563 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.40433 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.357016 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.402493 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.425598 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.424788 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.626434 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.520849 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.452114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.292701 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.00451289 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.0102446 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.121252 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.137416 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.153731 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.37258 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.181739 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.304188 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.3285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.329426 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.391013 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.278222 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.298513 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.233085 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0599494 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.368215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.755439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.155619 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.602346 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.462168 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.497365 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.289727 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.347368 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.733413 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.802923 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.790022 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.59379 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.950772 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.154842 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.12252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.378543 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.621962 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.277328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.18907 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.23319 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.045084 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.435653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.08092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.454874 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.941492 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.797571 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.836799 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.582377 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.693061 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.918954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.952217 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.925607 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.12572 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.187082 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.225797 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.238319 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.188949 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.230081 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.134886 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.408055 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.738226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.621399 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.516236 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.268606 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.329395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.605775 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.874149 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.42968 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.234021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,17),0.0150993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.872016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.01414 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.15143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.16005 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.738139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.1419 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.325804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.287421 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.109881 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0307536 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0973087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.18417 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.222275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.371449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.209338 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0634728 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.52468 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.15156 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.17928 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.1419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.328715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.104504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.00274959 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0874745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.162974 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.251348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0916549 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.53648 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.872008 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.01413 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.15141 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.16004 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.738132 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.1419 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.317846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.292418 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0892274 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0646678 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0966577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.180012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.217478 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.369367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.206148 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0640174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.524712 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.688739 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.732254 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.924668 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.857882 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.50701 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.874462 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.271547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.381438 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0147158 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.140141 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.120338 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.20852 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.208871 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.33055 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.174629 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0265367 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.412482 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.287327 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0717352 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.454418 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.87889 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.02166 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.15795 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.15214 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.745647 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-1.14763 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.297436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.285945 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.0889351 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0649545 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0157813 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.150364 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.125293 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.313007 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.332368 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.164371 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.519159 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.221456 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.28325 # DEPENDENCYPART_GRANDPAR
