# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(3,6),(6,16),-0.106336 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.77742 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.04471 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.449784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0179468 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.156371 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.010107 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.0739961 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.184936 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0508653 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.336577 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.516125 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.191044 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.150407 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.268136 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0630152 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.264903 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.0877101 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.834051 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.500019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.148934 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.132179 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0621328 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.267331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.256998 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.171587 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0941547 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.18392 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0597251 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.345346 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0369839 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.0895582 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.0179401 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.174221 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.787159 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.825538 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.502511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.160441 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.119816 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0637344 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.277563 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.25447 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.441642 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0574033 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.170806 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0634063 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.350369 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.0302024 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.109271 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0106465 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.177903 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.802442 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.14147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.707993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.427426 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0611951 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.0163223 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0584842 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.247677 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0812666 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.223807 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.269596 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.646172 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.645971 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.308228 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.1551 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.993793 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.944561 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.191316 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0887757 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.237105 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.25364 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.444945 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.120758 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0874742 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.0993092 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0189317 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.099177 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.0662234 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.290146 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.559934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,9),0.390546 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.0667925 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0466213 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0674929 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.125595 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.469654 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0544375 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.0641262 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),0.191925 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.763534 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.826718 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.512017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.170681 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.112038 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0711862 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.261738 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.246522 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.432136 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.114709 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0329379 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.0880818 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.0030013 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.368383 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0235725 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.00463951 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.157763 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.790397 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.131752 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.127066 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.304529 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.725582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0597592 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.421439 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.200399 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.374036 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.423668 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.498673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.522548 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.728489 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.554265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.444085 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.510371 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.623432 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.812908 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.786578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.082312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0525085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.362489 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.718035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0597585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.409914 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.198128 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.368035 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.41768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.492597 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.520608 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.553198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.441316 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.504383 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.620137 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.786313 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.517114 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.304531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,16),-0.0952046 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.455027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.420582 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.533815 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.658974 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.39958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.346287 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.63541 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.36697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.299523 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0767761 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0487501 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0010458 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.276483 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.202508 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.0875994 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.360902 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.439989 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.480466 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.590375 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.707594 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.359247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.32151 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0324935 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.170805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0288988 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0932323 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),6.70065e-05 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.267373 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.200124 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.095882 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0641348 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.156108 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.351793 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.390238 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.479157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.589065 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.705313 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.358634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.323468 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0412756 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.175586 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.061711 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.105802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.00321474 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.25997 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.198247 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0960265 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.069679 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.169661 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.34439 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.397884 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.466934 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.578983 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.651258 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.389851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.00816741 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.100146 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0237277 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0311907 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.13388 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.345322 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.25414 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.207966 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.293607 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.429741 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.417933 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.00150643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0489297 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.213228 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.431526 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.47926 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.589168 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.705314 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.355673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.323461 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.0338442 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.175082 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0602009 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.0169353 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.153656 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0927718 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.275719 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.154758 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0617217 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.159561 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.353435 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.379903 # DEPENDENCYPART_GRANDPAR
(5,18),(18,6),0.346299 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.204242 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.141559 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0844439 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.225429 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.49815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.211725 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.284102 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.445653 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.1955 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.914878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.560961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.530846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.546538 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.69281 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.750562 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.855702 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.630081 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.785815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.588092 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.76353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.02078 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.321915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.288453 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.380443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.93131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.50054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.554366 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.501213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.647581 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.703215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.773234 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.773072 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.54271 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.710376 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.833301 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.0126 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.720639 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.682524 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.751839 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.501622 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.56555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.17888 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.186646 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.132106 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.272012 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.448548 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.436623 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.453586 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.231231 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.442639 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.264449 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.426853 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.608087 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.662242 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.18544 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.49218 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.3747 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.259891 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.06878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.477276 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.01166 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.665003 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.672888 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.692635 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.771577 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.792461 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.618623 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.643373 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.677464 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.80065 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.00355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.622927 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.461472 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.542081 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.401139 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.26223 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.05725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.474995 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.00565 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.659005 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.666802 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.690684 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.791379 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.615844 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.637374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.67416 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.00328 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.452653 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.321384 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.500119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.263194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.993069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.49765 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.960224 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.613647 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.616202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.606865 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.695963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.591863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.61838 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.725036 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.993488 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.352816 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.592259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.578021 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.991634 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0528853 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0361819 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.159852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.340417 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.301721 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.754147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.331311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.431897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.459083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.435486 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.47303 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.264306 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.521051 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.411646 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.565568 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0157928 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0650404 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.25086 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.56535 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0539063 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0603642 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0715021 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.099042 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.410724 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.40345 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.434999 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.413021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.516871 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.204814 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.00260776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.128433 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.422097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0517957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.130539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0215539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.103789 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0037266 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.03713 # DEPENDENCYPART_GRANDPAR
