# _root_ A legrövidebb távot , a 2000 métert a II. korcsoport tagjai , az 1986- 1988-as születésű lányok teszik meg .
#goldHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,16,16,17,18,0,18,18,
#predictedHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,17,17,17,18,0,18,18,
(11,17),(17,8),-0.0494796 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.591982 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.285415 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.628657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.22316 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.244739 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0243347 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0255242 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.0337169 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.416173 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.295114 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.617429 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.00686 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.565955 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.102394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.64132 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.814256 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),0.0134102 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.521406 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.223801 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.765562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.340104 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.261386 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.00539622 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0545804 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.066195 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.108154 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.202176 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.439975 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.426269 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.454655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,3),-0.701927 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.279909 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.467228 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.653661 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.40784 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.564926 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.52544 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.42974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.442384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.169181 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0194627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0114718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.12536 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.701927 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.467228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.653661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.564926 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.52544 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.42974 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.442385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.169181 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0726808 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.332646 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.852361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.355775 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.43995 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.412857 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.214902 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.387065 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.356749 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.573463 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.338144 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.414823 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.17092 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.912525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.600804 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.608733 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.788386 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.691672 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.332468 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.351055 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.428363 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.584457 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.771375 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.412621 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.214664 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.577207 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.347781 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.337933 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.274513 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.398598 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.338144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.414823 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.170919 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.912525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.600804 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.608733 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.788386 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.215886 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.879382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.412621 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.214664 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.577207 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.347781 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.337933 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.274513 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.520368 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.291162 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.198822 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.414823 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0412858 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.608733 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.788386 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.414074 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.217708 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.575659 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.343115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.339386 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.275557 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.51882 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.292615 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.199866 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.283501 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.170949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0412859 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.912528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.600807 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.60874 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.788389 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.183558 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.000369521 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.872299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.361913 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.177502 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.299799 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.10032 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.698483 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.04348 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.808163 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.884548 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.50089 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.620282 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.399135 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.45626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,1),-0.842816 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.642023 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.12396 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.765644 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.768127 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.669837 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.06712 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.721356 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.591234 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.831799 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.908461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.549499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.638874 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.398799 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.484254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0261273 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.145902 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.1442 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.40316 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.417642 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.271236 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.397537 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.371142 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.702793 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.524305 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.511668 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.24639 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.230312 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.524265 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.673898 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.731831 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.812129 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.345517 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.537215 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.525209 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.649622 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.714819 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.417406 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.270998 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.697523 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.358145 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.350826 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.28876 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.359796 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.524304 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.511668 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.24639 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.230558 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.524265 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.673898 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.731831 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.417406 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.270998 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.697523 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.358145 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.350826 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.28876 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.649704 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.252242 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.19993 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.511668 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0924573 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.673898 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.731831 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.41886 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.274041 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.695975 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.353479 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.352279 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.289804 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.648156 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.253695 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.200974 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.469668 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.24642 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0924574 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.232371 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.524268 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.673905 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.731833 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.259067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.051541 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.178692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.847801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,12),-0.253011 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.24795 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.872584 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.443039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.384063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.824765 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.275782 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.646276 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.635197 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.291893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.232868 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.139859 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.846006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.659255 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.720648 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.814733 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.564471 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.445869 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.761803 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.742153 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.745698 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.831019 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.395617 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.323796 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.252021 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.16765 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.561819 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.218062 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.195623 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.06007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.756757 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.635575 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.415531 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.317032 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.643263 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.73768 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.236853 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.632573 # DEPENDENCYPART_GRANDPAR
(17,6),(6,18),-0.712694 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.594093 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.745463 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.83078 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.53891 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.425457 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.507003 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.303352 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.548127 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.16765 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.561819 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.218061 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.195377 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.06007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.756757 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.635575 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.355172 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.0985851 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.481294 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.646124 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.59411 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.745463 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.83078 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.53891 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.425457 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.507003 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.303352 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.375842 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.41021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.304105 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.561819 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0768291 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.756757 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.635575 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.746015 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.832866 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.534166 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.419909 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.507555 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.303136 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.371098 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.410762 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.303889 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.286727 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.216601 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0783197 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.194439 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.06007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.756759 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.635575 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.29698 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0112729 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.104736 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.178462 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.217125 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.203392 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.406419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.361545 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.242976 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.243351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.428123 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.15898 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.553616 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.18399 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.108189 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.109554 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.252394 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.742153 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.622433 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.394242 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.232908 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.231173 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.146802 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.541439 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.172985 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0981303 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.119621 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.161113 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.0385793 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.137872 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.0846259 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.299699 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.49462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),0.156572 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.129894 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.127466 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.170519 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.141665 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.115165 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.0871188 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.0115434 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),0.0668782 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),0.382865 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.752897 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.155266 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.131625 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0659933 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.310933 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.063226 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.139396 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.47574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,20),-0.645769 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.157139 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.129324 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.130261 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.164342 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.210972 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.159601 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.110455 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.11597 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.0863142 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.0123479 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0671901 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.38367 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.59474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,20),-0.752897 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0509458 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.166779 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0835873 # DEPENDENCYPART_GRANDPAR
