# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(4,5),(5,1),-0.294396 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.408376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.392999 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.3662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0682559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0769574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0893205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0113723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.159539 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.188438 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.262643 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.535921 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.294396 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.408376 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.392999 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.3662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.341843 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0586627 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0904481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0102447 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.158148 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.187311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.181669 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.332566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.261515 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.534793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.275921 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.394858 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.37948 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.341052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.254807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.114167 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.129334 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0113309 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.139203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.118994 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0764178 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.192916 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.121787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.114722 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.221503 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.27248 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.0630102 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.201428 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.454681 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.275921 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.392476 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.377098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.336681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.256707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.108032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.131233 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.126776 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.131167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.128972 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0764175 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.192916 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.123286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.116515 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.223001 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.273978 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0630099 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.202926 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.449231 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.3662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,8),0.153223 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0531525 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0326198 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0902376 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.103162 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.140365 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.28128 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.332566 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.261515 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.354404 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.398794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.343836 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0527415 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.219407 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.171488 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.0714439 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0385412 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.122832 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0923572 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.217687 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0403477 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.205687 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.19039 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.245746 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.0792799 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.174694 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.457608 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0979373 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.117963 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0308385 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0309052 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.187697 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.336115 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.0531525 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0902376 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.105311 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.140365 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0423404 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0433848 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.19507 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.133419 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.261515 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.534793 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.408376 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.0586629 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.217414 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.153223 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0531525 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.0326198 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.0902376 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.105311 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.140365 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.0423404 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.0433848 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.19507 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.133419 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.193238 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.00805417 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.534793 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.892951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.435496 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.00144399 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.148742 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.03205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.439145 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.257596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.14874 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.03205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.496259 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.528197 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.351568 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.835555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.893272 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.292923 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.155059 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.903297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.452816 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.399444 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.319907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.339806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.490977 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.478179 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.349727 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.424601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.722069 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.706802 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.853034 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.998799 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.735643 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.596483 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.501627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.434118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0952242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0526796 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0330158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.162032 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0523744 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.130171 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.374061 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.358794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.497502 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.938986 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.674089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.534928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.465671 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.596214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.232113 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0939037 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0753883 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.258325 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.10695 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.355652 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.250669 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.111525 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.10843 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.0664397 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.355211 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.185872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.339943 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.52249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.938986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.671707 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.532547 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.463854 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.592428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.223754 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.090118 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0534199 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.246176 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.114235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.352967 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.247984 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.110336 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.107093 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0652509 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.354022 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.183187 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.338755 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.514355 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.60689 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.46773 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.536562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.106657 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0327109 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.144818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.266784 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.165508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.049345 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.112365 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.409398 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.394131 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.565439 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.735643 # DEPENDENCYPART_GRANDPAR
(5,20),(20,6),-0.0952241 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.0697342 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.0716283 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.051733 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.133385 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.073985 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.340085 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.0576087 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.00900038 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.00118545 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.382791 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),0.0483998 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.252891 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.0124635 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.497502 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.153205 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.570669 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0922883 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0192533 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0133393 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.574319 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.263622 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0192508 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0133346 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.109276 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.946732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.44612 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.861384 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.778627 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.298949 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.248562 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.115779 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0978426 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.817979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.41446 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.465982 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.347678 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.44031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.23411 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.283311 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.669213 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.732631 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.738389 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.577862 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.263622 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.213225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.00235981 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.109274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.946732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.44612 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.497642 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.391121 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.380301 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.861384 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.778627 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.07416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.680344 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.62866 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.336182 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.549711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.29957 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.512439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.201565 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.113429 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0603794 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.251724 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.209542 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0734274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0071871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0750793 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.302125 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.172337 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.365544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.407845 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.07416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.677963 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.626279 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.334365 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.54733 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.299593 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.508653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0411329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.10128 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0676641 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.249038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.206857 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0722386 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.0085238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0762681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.300937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.169652 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.364355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.39971 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.613145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.561462 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.482513 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.248317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.451246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,10),-0.00151921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.225657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.12741 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0662719 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0291539 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.356313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.419731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.450794 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.372138 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),-0.0229242 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0744431 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.00991377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0274141 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.234007 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0149981 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.0556125 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.320975 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.384394 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.0744431 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0274141 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.236156 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0149981 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0288682 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.116802 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.251847 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.18969 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.384394 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.382857 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.741899 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.291759 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.3488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),-0.0229242 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.0744431 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.00991377 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.0274141 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.236156 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0149981 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.0288682 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.116802 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.251847 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.18969 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.200034 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.0274823 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.382857 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.281948 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.141432 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.109786 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.147987 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.297525 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.141246 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0647961 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.147988 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.297527 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0044257 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.718763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.49587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,20),-0.868402 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.44426 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.122476 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0586795 # DEPENDENCYPART_GRANDPAR
