# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(1,17),(17,1),-0.501669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.0818213 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.0815779 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.0297018 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.080565 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.061964 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.177787 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.0556907 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.182097 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.170497 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.186414 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.155046 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.1746 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.327089 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.253146 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.28099 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.351142 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.432146 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.317645 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.413602 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.655837 # DEPENDENCYPART_GRANDPAR
(1,22),(22,5),-0.158771 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.10522 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.159721 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.13331 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.168075 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.281469 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.322 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.317711 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.361206 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.28594 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.742957 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.853193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.368301 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.624762 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.484421 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.529621 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.789468 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.719927 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.354289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.552808 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.375649 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.745587 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.975495 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.606735 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.451374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0861615 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.146564 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.144005 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.293563 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.609129 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.44857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.149084 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.110142 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.213183 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.335329 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.457719 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.388179 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.11081 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.413864 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.345473 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.13217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.570898 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.413838 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.639146 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.594449 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.472654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.0842895 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.105978 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.186589 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.275299 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0921468 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.320886 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0833785 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.44336 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.178106 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.37382 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.169428 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.288803 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.151228 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.0221509 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.483611 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.354989 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.457053 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.351649 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.293742 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.589277 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.594449 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.472654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.0842894 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.107613 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.275324 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.0921468 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.320886 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0817434 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.443384 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.178106 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.373844 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0119083 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.235763 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.399422 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.28349 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.483611 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.354989 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.451371 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.351649 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.288061 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.589345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0991034 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.795003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.26618 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.384629 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.392364 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.408931 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.392237 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.330533 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.545123 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.551143 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.630254 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.94412 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0959063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.299398 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.380193 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.386074 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.319589 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.540198 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.943621 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.483191 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.499439 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.459213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0858882 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0402514 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.11361 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.479398 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.459063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.351789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.148866 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.00182189 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.144443 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.00405636 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0166568 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0597236 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0018685 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.483191 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.499439 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.0858888 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0394087 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.175436 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0175814 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0276738 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.00250808 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0310309 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.120085 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.217386 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.491896 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.471652 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.424795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.0898014 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0624541 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0956285 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.0577938 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.136729 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.00561972 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0504778 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.137631 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0337836 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.139114 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.188643 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.189157 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.178048 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.235836 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.294355 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.330476 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.233506 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.266677 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.579156 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.491896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.471652 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.424795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.0914364 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.095604 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.0577938 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.136729 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.00725476 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.0505023 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.137631 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.0338081 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.0425168 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0724774 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.261089 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.184801 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.235819 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.294337 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.324777 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.233488 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.260979 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.579208 # DEPENDENCYPART_GRANDPAR
(3,20),(20,4),0.0858888 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.096686 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.207836 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.26159 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.241628 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.334141 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.0394087 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),0.0310309 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.115781 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),0.0694247 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.096686 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.207836 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.26159 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.237325 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.24784 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.178202 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.670528 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.255965 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.276358 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.656266 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.678611 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.634497 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.435544 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.465718 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.632236 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.438359 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.553105 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.820056 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.26742 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.118944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.691365 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.675534 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.629553 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.622937 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.543806 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.26867 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.214131 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.322393 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.656142 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.634495 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.634032 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.465595 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.632081 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.473421 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.55295 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.788698 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.819932 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.26742 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.546946 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.638925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.621552 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.620546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0965193 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.00165606 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.557643 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.612904 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.75887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0291323 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.380996 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.459503 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.148671 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.178844 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.394132 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.29843 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.234084 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.315001 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.501947 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.533182 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.961205 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.346753 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.113904 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.437008 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.468242 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.620545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0973615 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.039444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.276632 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0302675 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.121294 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.546403 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.602325 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.621028 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.623868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.089917 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.305406 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.399334 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.312107 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0328911 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0845065 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.546946 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.638925 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.620545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.0973615 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.178242 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.317499 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.19998 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.039444 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0408274 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.190127 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.121294 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.596993 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.649182 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.666932 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.534824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.129069 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.117081 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.220377 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.259035 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.153689 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.100286 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.115893 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0701127 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0358446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.100347 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.063456 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.0316555 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0689166 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.348465 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.270874 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.324562 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.295858 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.837829 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.365654 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.355351 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.290016 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.112619 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.26046 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.198795 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.204757 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.445231 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.476466 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.996328 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.113532 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.18521 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.449287 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.480522 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.994221 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.596993 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.649182 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.666932 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.533166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),-0.11709 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.220364 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.259023 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.155347 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.100277 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.11588 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.0701031 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.147429 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0563164 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0979492 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.022395 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.0689142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.348463 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.26519 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.32456 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.290175 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.837895 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.623868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,9),0.0328911 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.0880325 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.160559 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.620545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,15),-0.0389061 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.0797611 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.153115 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.299972 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.385376 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.399334 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.0328911 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.0845065 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.253492 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.151033 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.0880325 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.160559 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.372646 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.437783 # DEPENDENCYPART_GRANDPAR
(4,22),(22,5),0.0973615 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.0408274 # DEPENDENCYPART_GRANDPAR
