# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,13,18,18,22,25,25,25,18,27,25,7,
(7,1),(7,25),-0.00201169 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.013283 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0865165 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0227616 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0621541 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.000248782 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0574136 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0143138 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0214317 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0115824 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0300104 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00581813 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0234883 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0109116 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00110954 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.00404825 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0102994 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00413407 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.00277818 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.00581813 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.00110954 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.00256764 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.0214317 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.00413407 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.00110954 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.018849 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0123398 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.118517 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.116215 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0102708 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00394063 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0126827 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00853128 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0154695 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0402688 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0254655 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0171336 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00752874 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0133205 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.034518 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0232933 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0154695 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0171336 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0034192 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.00394063 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.034518 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0171336 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.00543258 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0439763 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0111866 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0491457 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0131892 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0177339 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.041386 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0338631 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0331373 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0228389 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.013283 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0129002 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0174976 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00201169 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00693849 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0338631 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.013283 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.00389211 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0131892 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.00201169 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.013283 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0865165 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0780514 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0045299 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0394205 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0167131 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00790916 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0210566 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0013857 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0080987 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.027186 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0199345 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0136834 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0222203 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0310737 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0210566 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.027186 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.0265504 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0394205 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0222203 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.027186 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.00328568 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0622631 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00257135 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0684727 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00826858 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0448879 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00432851 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0200875 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0729236 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0105675 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00774076 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0480318 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0827899 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0448879 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0729236 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0268598 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.00257135 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0480318 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0729236 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0111247 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00228791 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0776927 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0483806 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00971707 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0802561 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0988922 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0776927 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00969118 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0116689 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0160533 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0871993 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.00971707 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0776927 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.018235 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.00228791 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0160533 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0776927 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0169769 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0132645 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0214713 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0465507 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0218827 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0417865 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0132645 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0127421 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.010215 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0414709 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0246585 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0465507 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0132645 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.00645669 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0286927 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0414709 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0132645 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.015101 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0615543 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0216604 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0490196 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0680608 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00444356 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0108122 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0144985 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0384666 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0223853 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0216604 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.00444356 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0331351 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0321146 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0384666 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.00444356 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0185411 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0647394 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.144373 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.146452 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.143731 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.122504 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.126274 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0911453 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.155199 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0647394 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.143731 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.147625 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.20707 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0911453 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.143731 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.0563859 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.528393 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.125479 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.128366 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.100072 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.1047 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.171041 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.138036 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.033059 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.128366 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0980582 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0699157 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.171041 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.128366 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.0513283 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.130392 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.105322 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0749889 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0787589 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.212153 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.116791 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0162214 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.105322 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0951197 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.124304 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.212153 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.105322 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.158306 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0387113 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0123594 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0102147 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0520664 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0482266 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0445148 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0387113 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.00458402 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.00609333 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0520664 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.0387113 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0393482 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0225752 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0262615 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0267036 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0378065 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0113716 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0198647 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0448981 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0438776 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.0267036 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0198647 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.0032847 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0112208 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0530713 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0802087 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0530896 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0673163 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.00223101 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.0455396 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0530713 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0673163 # DEPENDENCYPART_SIBL
(7,16),(7,28),-0.0371428 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0475958 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0868104 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0459321 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.073918 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00286816 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0558838 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0475958 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.073918 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.025776 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0278812 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0228525 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0185479 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0225698 # DEPENDENCYPART_SIBL
(7,18),(7,24),0.0064467 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.0248365 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.0185479 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.00230548 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.0214392 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0413227 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0540543 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0530556 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0187552 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0413227 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.0282861 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.128366 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0980582 # DEPENDENCYPART_SIBL
(7,20),(7,24),0.0699157 # DEPENDENCYPART_SIBL
(7,20),(7,25),0.171041 # DEPENDENCYPART_SIBL
(7,20),(7,27),0.128366 # DEPENDENCYPART_SIBL
(7,20),(7,28),0.0513283 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0448981 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.0438776 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.0267036 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.0198647 # DEPENDENCYPART_SIBL
(7,22),(7,28),0.0032847 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.0849013 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.00364837 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.119427 # DEPENDENCYPART_SIBL
(7,23),(7,28),0.0429335 # DEPENDENCYPART_SIBL
(7,24),(7,25),-0.0414709 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.0132645 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.015101 # DEPENDENCYPART_SIBL
(7,25),(7,27),0.0185479 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.00230548 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0032847 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.168519 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00999683 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0457845 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0872267 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.662013 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.012979 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.125894 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.206806 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.567434 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.155495 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0730723 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.303392 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0797779 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0137077 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0801694 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.245809 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0261927 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0208705 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.012979 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.125894 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.206806 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.567434 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.155495 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0730723 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.033164 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.151596 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.269113 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0466685 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0305087 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.111646 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.562377 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00733594 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0435242 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.270568 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.067345 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0196957 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.204386 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0446204 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.038798 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.23899 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.163273 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0957863 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.100817 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.168671 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.23827 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.113737 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0949575 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.119788 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00833698 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00252267 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0134941 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.127213 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.113737 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0146781 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0134941 # DEPENDENCYPART_SIBL
(11,3),(11,28),0.0434689 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00764617 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0341863 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0176062 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0145574 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0566095 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.110203 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0692071 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.173303 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0198576 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00804217 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0284431 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.178476 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.110203 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.028057 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.0284431 # DEPENDENCYPART_SIBL
(11,5),(11,28),0.0803228 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0291335 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.147069 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00262274 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0791013 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.087292 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0649898 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0554246 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0184326 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0044256 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0324803 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0647027 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.087292 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0188824 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.0324803 # DEPENDENCYPART_SIBL
(11,6),(11,28),0.0587269 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0173488 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0202354 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0335335 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0164798 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0891539 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0173515 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0490756 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0362749 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0641182 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.000522934 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0164798 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0458346 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0641182 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.0287046 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.143654 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0988313 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.060226 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.044462 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0741298 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.053401 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0409326 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0402781 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0815973 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.060226 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0579258 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0402781 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.00733368 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0848446 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0932295 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0679399 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0518593 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0161202 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00211286 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0355618 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0611374 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0932295 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0165687 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0355618 # DEPENDENCYPART_SIBL
(11,9),(11,28),0.0610313 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.106539 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0677537 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.168774 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0219648 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0101493 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0265279 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.173948 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.106539 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0301642 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0265279 # DEPENDENCYPART_SIBL
(11,10),(11,28),0.0788535 # DEPENDENCYPART_SIBL
