# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(0,13),(13,20),0.220033 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.952568 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.640134 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.17188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.84614 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.695131 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.331906 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0333896 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0159348 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.419124 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.368332 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.600654 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.204448 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.57985 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.536473 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.568331 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.90772 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.542783 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.174051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.13316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.4038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.780604 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.691726 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0776568 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0922509 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.448767 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.289549 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.640792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.115427 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.56709 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.569274 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.417774 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),2.00441 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.762148 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.60891 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.0591371 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.345292 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.356353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.547751 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.00246468 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.48987 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),1.67213 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0459704 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.219663 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.479327 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.552665 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),1.67992 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.453833 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.51309 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.521362 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.174111 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.222532 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.0171074 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.529047 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.333291 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.217293 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.331517 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.134243 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.0670628 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.337747 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.166359 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.335646 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.382695 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.303164 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.880905 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.975413 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.634787 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),2.08651 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.212555 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.302873 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.247779 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.176812 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.296464 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0200859 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.112848 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.244308 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.576471 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.292859 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.258844 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.207777 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.713814 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.473041 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.472677 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.895091 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.114832 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.115518 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.17863 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.334956 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.36465 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.162415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.583484 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.343212 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.0947359 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0407212 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.760439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.162586 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.107198 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.241738 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0251299 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.00358024 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.217953 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.15216 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.0648056 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.399117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-1.15769 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.768059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.147752 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.090089 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0649154 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0362391 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0741598 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.215813 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.316661 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.202055 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.0551873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.285794 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.741407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.291873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.110503 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.136935 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.052378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0856144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0658869 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.138054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.00670596 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.011716 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.150346 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0508484 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.0837186 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0524385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.123784 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.346849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.252188 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.132617 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-1.03425 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.413118 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.192462 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.05681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.454577 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.187251 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.248801 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.228819 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.391339 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.331525 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.403914 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.605314 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.271947 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.241225 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.440946 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.661777 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.853951 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-1.26759 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.00825116 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0021596 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.182378 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.154018 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.0736581 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.0310562 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.353297 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.750969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.290716 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.100356 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.165127 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0267599 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0593812 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.126956 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.00427091 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.0888029 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0883393 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.100129 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.0969707 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.143321 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.0120789 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.073566 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.296632 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.199218 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.823885 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.0837549 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.972319 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.764793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,9),-0.121068 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.0334389 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.10094 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.157086 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0414019 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.0279094 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.363149 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.310024 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.189346 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.378551 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.149857 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.908788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.281622 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.043603 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.184653 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.163911 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.244326 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.0679883 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0984702 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.213826 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.202318 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.297225 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0830268 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.387327 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.585551 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.681358 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.356093 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-1.21451 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.138289 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.0186307 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0422192 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.201302 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-1.0942 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.124334 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0446676 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.0144667 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.0304693 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.156986 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.202055 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.0551873 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),0.285794 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.741407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),-0.291873 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.136935 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.052378 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.0856144 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.117417 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),0.0120459 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),0.0908626 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.11825 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.0288361 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.167041 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.00299262 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),0.0309305 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.135979 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.128775 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.449898 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.868733 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.132617 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-1.03425 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.20497 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0720972 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.138898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.100702 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0836641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.940955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.382447 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.639833 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.538518 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.497881 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.664724 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.449544 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.599621 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.677916 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.681512 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.633653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.696204 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.687822 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.855873 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.1219 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.129516 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.589274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.392357 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.464179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.413713 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.454032 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.38569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.487144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0198819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.157628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0199207 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.175238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.00835781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.252955 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.297026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.285707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.190829 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.276965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.350095 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.248379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.456118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.466911 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.592157 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.378237 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.456702 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.353966 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.37157 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.517357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0131218 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.22757 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.155904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.233093 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.107637 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.381007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.343579 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.263127 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.380847 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.359018 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.457008 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.453898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0210453 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0118149 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0169209 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.543748 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.591236 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.382107 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.468102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.416824 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.455521 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.375439 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.494898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.0269243 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.23724 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.242855 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0798383 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.210885 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.247756 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.307516 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.280031 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.176633 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.271766 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.344896 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.249157 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.212159 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.465362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.447258 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.587592 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.369552 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.460844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.352143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.362885 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.519751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.0132747 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.139102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0313841 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0494364 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.102966 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.021854 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.237686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.170782 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.314991 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.373617 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.278169 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.406613 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.462152 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.589274 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.392357 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.464179 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.413713 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.38569 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.487144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),-0.0198819 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.215052 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.224179 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.0699748 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.218749 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0152285 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.198264 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.363576 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.30075 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.190799 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.223309 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.333639 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.213878 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.456118 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.466911 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.145327 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0968326 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.238444 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.015101 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0880641 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0159313 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.944332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.642943 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.696436 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.556998 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.768911 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.587065 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.702036 # DEPENDENCYPART_GRANDPAR
