# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(5,3),(5,8),0.0550513 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0177028 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.00479244 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0550517 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.00611588 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0192262 # DEPENDENCYPART_SIBL
(5,3),(5,34),-0.0321898 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0309639 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0314999 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0428216 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0309639 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0116306 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0434685 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0131802 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0141894 # DEPENDENCYPART_SIBL
(5,4),(5,34),0.0563869 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.014418 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0074061 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0500075 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.112175 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00740767 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.11301 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.111914 # DEPENDENCYPART_SIBL
(5,6),(5,34),0.0113038 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00651358 # DEPENDENCYPART_SIBL
(5,7),(5,9),-1.06602e-06 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0286703 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00651542 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0290731 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0357068 # DEPENDENCYPART_SIBL
(5,7),(5,34),0.00090253 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00161265 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0423786 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.00139742 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0433729 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.0479093 # DEPENDENCYPART_SIBL
(5,8),(5,34),0.0155823 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.112175 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00740767 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.11301 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.111914 # DEPENDENCYPART_SIBL
(5,9),(5,34),0.0113038 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0262391 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0118947 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.0129523 # DEPENDENCYPART_SIBL
(5,10),(5,34),0.0691702 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0433747 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.0479111 # DEPENDENCYPART_SIBL
(5,11),(5,34),0.0136211 # DEPENDENCYPART_SIBL
(5,19),(5,29),0.0144004 # DEPENDENCYPART_SIBL
(5,19),(5,34),0.0757237 # DEPENDENCYPART_SIBL
(5,29),(5,34),0.0747672 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.354479 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0193649 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.128343 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.102649 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0106648 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0762781 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00431229 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00473793 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0474408 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.018539 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.152325 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.152641 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0861872 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0174203 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.120566 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.117814 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.263403 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0957988 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00389152 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00544442 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00171469 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0558458 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0444992 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0184913 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0292247 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0443855 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0184913 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.0292247 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.0312358 # DEPENDENCYPART_SIBL
(8,1),(8,34),0.127551 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.33319 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0184388 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.06433 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0227762 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0665056 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0285572 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0290438 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.015807 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00346987 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0286284 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.015807 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.00346987 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.0208813 # DEPENDENCYPART_SIBL
(8,2),(8,34),0.0872121 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0318267 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.250402 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.331218 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.243869 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0105509 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0318713 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.017815 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0905344 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0318571 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.017815 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0905344 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.0330305 # DEPENDENCYPART_SIBL
(8,3),(8,34),-0.0956271 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00824856 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0143399 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0104253 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0463757 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0464025 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00953558 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00608117 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0462888 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.00953558 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.00608117 # DEPENDENCYPART_SIBL
(8,4),(8,29),0.0331391 # DEPENDENCYPART_SIBL
(8,4),(8,34),0.123012 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.238969 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00949177 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.129938 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0405008 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00414701 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0329206 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0404213 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.00414701 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0329206 # DEPENDENCYPART_SIBL
(8,5),(8,29),-0.0415717 # DEPENDENCYPART_SIBL
(8,5),(8,34),-0.00425295 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.068496 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.616628 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0138754 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0116212 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0607474 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0141049 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0116212 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0607474 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.0070284 # DEPENDENCYPART_SIBL
(8,6),(8,34),-0.0142186 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.129939 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0405005 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00411426 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0329203 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.040421 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.00411426 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0329203 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.0415714 # DEPENDENCYPART_SIBL
(8,7),(8,34),-0.00425167 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.137214 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0701825 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0349977 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.137308 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0701825 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0349977 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.125659 # DEPENDENCYPART_SIBL
(8,9),(8,34),0.0261865 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0764037 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.165926 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0495875 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0764037 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.165926 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.04367 # DEPENDENCYPART_SIBL
(8,10),(8,34),0.205405 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.103086 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.057854 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0047139 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.103086 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0520966 # DEPENDENCYPART_SIBL
(8,11),(8,34),0.0485651 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.42984 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.342979 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0048212 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.410029 # DEPENDENCYPART_SIBL
(8,12),(8,34),0.0787768 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0764132 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.169079 # DEPENDENCYPART_SIBL
(8,19),(8,29),0.0447649 # DEPENDENCYPART_SIBL
(8,19),(8,34),0.210906 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.103086 # DEPENDENCYPART_SIBL
(8,26),(8,29),0.0520966 # DEPENDENCYPART_SIBL
(8,26),(8,34),0.0485651 # DEPENDENCYPART_SIBL
(8,27),(8,29),0.410029 # DEPENDENCYPART_SIBL
(8,27),(8,34),0.0787768 # DEPENDENCYPART_SIBL
(8,29),(8,34),0.202494 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.107151 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0958765 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0618797 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0267734 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0478549 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0267684 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0532813 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0478549 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.020738 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0208677 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0599836 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.020738 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0205064 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0233103 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0200442 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0178289 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0312207 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0134138 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0150722 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0262971 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0151742 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0207378 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.020738 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0208677 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.0882891 # DEPENDENCYPART_SIBL
(10,1),(10,29),-0.0551948 # DEPENDENCYPART_SIBL
(10,1),(10,31),0.00665119 # DEPENDENCYPART_SIBL
(10,1),(10,33),0.0206326 # DEPENDENCYPART_SIBL
(10,1),(10,34),0.0200999 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.121593 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0926023 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0109543 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0601334 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.01096 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0814517 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0601334 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0652908 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0267056 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.056547 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0652908 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0657539 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0346029 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0656162 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0708062 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0336053 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0455124 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0519549 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0664887 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0518351 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0652908 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.0652908 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0267056 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.0109704 # DEPENDENCYPART_SIBL
(10,2),(10,29),-0.0440572 # DEPENDENCYPART_SIBL
(10,2),(10,31),-0.0576492 # DEPENDENCYPART_SIBL
(10,2),(10,33),-0.0653713 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.00785167 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0868446 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0430073 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.069373 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0408342 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0302474 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.069373 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0353759 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.119566 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0226235 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0353759 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0356075 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0466095 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0357024 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0396005 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0517115 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.012172 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0339522 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.033975 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0338681 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0353767 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0353759 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.119566 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.00356469 # DEPENDENCYPART_SIBL
(10,3),(10,29),-0.0522213 # DEPENDENCYPART_SIBL
(10,3),(10,31),-0.0394434 # DEPENDENCYPART_SIBL
(10,3),(10,33),-0.0354665 # DEPENDENCYPART_SIBL
(10,3),(10,34),-0.119046 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0192288 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0225964 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0192238 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00998483 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0225964 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.000917258 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0315869 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0441538 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.000917258 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00114891 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0320855 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00161104 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00382638 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0350676 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00715728 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.00671136 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.00464184 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.00681335 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.000917458 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.000917258 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0315869 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.0798521 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.0590417 # DEPENDENCYPART_SIBL
(10,4),(10,31),-0.00170968 # DEPENDENCYPART_SIBL
(10,4),(10,33),-0.00102267 # DEPENDENCYPART_SIBL
(10,4),(10,34),0.00579068 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00388529 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0336179 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0314028 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00388529 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00237783 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00775065 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0484826 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00237783 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00260948 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00266722 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00270615 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00702417 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0107929 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00191242 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0327567 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00104221 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0326714 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.00237783 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.00237783 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.00775065 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0480277 # DEPENDENCYPART_SIBL
(10,5),(10,29),-0.00971419 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0381171 # DEPENDENCYPART_SIBL
(10,5),(10,33),-0.0027348 # DEPENDENCYPART_SIBL
(10,5),(10,34),-0.0081946 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0149263 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0469251 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0939203 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0263099 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0385952 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00337072 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0263099 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0256152 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00037228 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.025966 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.019789 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0167458 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.028087 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00799069 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0256246 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.00790203 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0263099 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.0263099 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0385952 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.00566435 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.00653107 # DEPENDENCYPART_SIBL
(10,6),(10,31),-0.018715 # DEPENDENCYPART_SIBL
(10,6),(10,33),0.0267709 # DEPENDENCYPART_SIBL
(10,6),(10,34),0.0217762 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0314028 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00388529 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00223192 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00766928 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0485923 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00223192 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00246358 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00278075 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00256024 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00687827 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0107115 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00183107 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0326754 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.000865627 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.03259 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.00223192 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.00223192 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.00766928 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0481141 # DEPENDENCYPART_SIBL
(10,7),(10,29),-0.00963284 # DEPENDENCYPART_SIBL
(10,7),(10,31),-0.0380357 # DEPENDENCYPART_SIBL
(10,7),(10,33),-0.0025889 # DEPENDENCYPART_SIBL
(10,7),(10,34),-0.00811126 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0244653 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0108633 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0198434 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0337398 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0108657 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0110954 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00945862 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0120182 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0219236 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00154349 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0452914 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.00939719 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.00754301 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.00959768 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0108633 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0108633 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0198434 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.115223 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.011451 # DEPENDENCYPART_SIBL
(10,8),(10,31),-0.00317859 # DEPENDENCYPART_SIBL
(10,8),(10,33),-0.0114159 # DEPENDENCYPART_SIBL
(10,8),(10,34),0.0116706 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0263099 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0385952 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00337072 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0263099 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0256152 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00037228 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.025966 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.019789 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0167458 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.028087 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00799069 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0256246 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00790203 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0263099 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0263099 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0385952 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.00566435 # DEPENDENCYPART_SIBL
(10,9),(10,29),-0.00653107 # DEPENDENCYPART_SIBL
(10,9),(10,31),-0.018715 # DEPENDENCYPART_SIBL
(10,9),(10,33),0.0267709 # DEPENDENCYPART_SIBL
(10,9),(10,34),0.0217762 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0773463 # DEPENDENCYPART_SIBL
