# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(5,1),(5,3),0.138025 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.662013 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.03692 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.794005 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.317123 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0101539 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.38659 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00934683 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.03692 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.100271 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.11296 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.170249 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.100271 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0188647 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.498928 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0275106 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.14408 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0568129 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0495047 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0134938 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.030944 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.100271 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0188647 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0568129 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.269224 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.067369 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.112535 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.155304 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.156962 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0965914 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0506976 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.112535 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.155304 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.21821 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0446303 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0402898 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.125584 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0446303 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0193542 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0210857 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00970635 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0139886 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0390449 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0133756 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0675321 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0142584 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0310859 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00978345 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0133756 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0492113 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0047065 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00978345 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0250696 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0139886 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0377638 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.148223 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0485553 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0180193 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0364098 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0661742 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00651932 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0138667 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0167641 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.038528 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0432202 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00353774 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0319255 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.000875385 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.038528 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0454862 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.00522442 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.000875385 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.00147807 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0138667 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0545619 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.120084 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0529666 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0694492 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0363426 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0174946 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0148331 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0169551 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0216571 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0606987 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00300114 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00962972 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0301284 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0216571 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0569983 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0257287 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0301284 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0144233 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0148331 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0461731 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0446303 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0193542 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0210857 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00970635 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0139886 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0390449 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0133756 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0675321 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0142584 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0310859 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00978345 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0133756 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0492113 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0047065 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00978345 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0250696 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0139886 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0377638 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0364098 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0661742 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00651932 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0138667 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0167641 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.038528 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0432202 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00353774 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0319255 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.000875385 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.038528 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0454862 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00522442 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.000875385 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00147807 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0138667 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0545619 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0949004 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.016926 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00668654 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0101466 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0276786 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0856474 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0251646 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0376664 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0496956 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0276786 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.032433 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0015825 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0496956 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0295522 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00668654 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0477522 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0382311 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0694303 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0413268 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0298991 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.113616 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0178088 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0104314 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0220384 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0298991 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00199465 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0270988 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0220384 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0120871 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0694303 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.0725032 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0388104 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0267442 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0468675 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0188594 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0521007 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00174934 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.029882 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0468675 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0433453 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0390675 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.029882 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0184606 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0388104 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0358765 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0486415 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.03697 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0559513 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0529214 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00201437 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0347628 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.03697 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0234724 # DEPENDENCYPART_SIBL
(8,10),(8,19),-8.12087e-05 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0347628 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0590406 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0149229 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0163346 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0643536 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0827846 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.182563 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.121363 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0512389 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0643536 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.105798 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0850563 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0512389 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.204608 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0864446 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0396452 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.129066 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0686725 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0374101 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.162559 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0360896 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.26745 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0682019 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.162559 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00673605 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0679225 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0570838 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0535004 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00781534 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0446743 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0519156 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00715179 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0108357 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0446743 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0587774 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.022866 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0188679 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0131272 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.035299 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0169198 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0288985 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0294679 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.035299 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00708268 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0431941 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.00174721 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0860586 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0102449 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0254732 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0114485 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0860586 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0299309 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0315982 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0285887 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0560893 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0260237 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.00257651 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0141366 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0101856 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00335284 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0277567 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.26745 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0682019 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.162559 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.00673605 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0679225 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0570838 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0336638 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0555524 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.111827 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0501184 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0131702 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0158297 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0360714 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0406994 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.045866 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0101856 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0037797 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0277567 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0360538 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.0288099 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0163346 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0306893 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0114205 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0345886 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0115193 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0114205 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0115193 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00239035 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0103737 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0301365 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00239035 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0301365 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.042667 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0589229 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0446404 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0589229 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0333072 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0190363 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0333072 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.02994 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00887224 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0589229 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0129962 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.662013 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0129962 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0872267 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0254174 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.206989 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0240996 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.317123 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.018106 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0880689 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.203705 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.153165 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0324611 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0129962 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0872267 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0254174 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.206989 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0240996 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0880689 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.203705 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.153165 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0324611 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.119784 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0805545 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0105979 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0482038 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0217722 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0225791 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0495074 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.101711 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0371429 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0170801 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0536145 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.106547 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0567514 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00318966 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0265337 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.106547 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0286313 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0215649 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0210256 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.168785 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0788592 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.179234 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0964245 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0942437 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.23827 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.113737 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.066662 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00245023 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0134941 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.113737 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0760874 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0330779 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0106101 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.119788 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0434689 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0211 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0506594 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.101009 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0954194 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0573029 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00923458 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0623685 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0954194 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.102746 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0450663 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0331847 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.169596 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.093226 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0386097 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0151046 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0244572 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0146621 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0475569 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0670918 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0244572 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0184518 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0317988 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0231011 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0169354 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0184596 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.159184 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.176942 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0704552 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0736371 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.178725 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.176942 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0599403 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.102822 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0796661 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.168153 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0886233 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.106547 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0567514 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00318966 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0265337 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.106547 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0286313 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0215649 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0210256 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.168785 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0788592 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0219001 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.159402 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.335321 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00372084 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0597445 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.111133 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.168681 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.108991 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0480349 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0254435 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0151356 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0216122 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0590689 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0205369 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0467826 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0314265 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0445973 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0126428 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00696198 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0350902 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0185423 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0227944 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0221236 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.00900503 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.106097 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0380488 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.000427606 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0739279 # DEPENDENCYPART_SIBL
