# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,25,16,16,4,18,5,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
(4,9),(4,16),0.00199136 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0426835 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0484426 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.029408 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0468127 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0288585 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0242103 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.0213562 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.00257678 # DEPENDENCYPART_SIBL
(4,9),(4,27),0.00202133 # DEPENDENCYPART_SIBL
(4,9),(4,28),0.00205744 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.0548207 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.00149732 # DEPENDENCYPART_SIBL
(4,9),(4,31),0.0294053 # DEPENDENCYPART_SIBL
(4,9),(4,32),0.0298738 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.00690474 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.031672 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.029388 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.00690475 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.093852 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.00732556 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0111029 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.00690475 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0377863 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0332205 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0213234 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0734885 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.0249838 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.0941908 # DEPENDENCYPART_SIBL
(4,10),(4,28),0.0942649 # DEPENDENCYPART_SIBL
(4,10),(4,29),0.0477238 # DEPENDENCYPART_SIBL
(4,10),(4,30),0.0928591 # DEPENDENCYPART_SIBL
(4,10),(4,31),0.00608212 # DEPENDENCYPART_SIBL
(4,10),(4,32),0.0645662 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0315951 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0293111 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.00688937 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0938204 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.00424666 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0112667 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.00688937 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0377863 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0331435 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0212465 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.0734116 # DEPENDENCYPART_SIBL
(4,11),(4,25),-0.0249796 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.0941593 # DEPENDENCYPART_SIBL
(4,11),(4,28),0.0942333 # DEPENDENCYPART_SIBL
(4,11),(4,29),0.0477238 # DEPENDENCYPART_SIBL
(4,11),(4,30),0.0928275 # DEPENDENCYPART_SIBL
(4,11),(4,31),0.00606674 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0625732 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0322059 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.133606 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.107655 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0443614 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0462052 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.133606 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.0699752 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0260495 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.0143944 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0600958 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.00431443 # DEPENDENCYPART_SIBL
(4,13),(4,27),0.0993945 # DEPENDENCYPART_SIBL
(4,13),(4,28),0.0994288 # DEPENDENCYPART_SIBL
(4,13),(4,29),0.0802043 # DEPENDENCYPART_SIBL
(4,13),(4,30),0.0987244 # DEPENDENCYPART_SIBL
(4,13),(4,31),0.133603 # DEPENDENCYPART_SIBL
(4,13),(4,32),0.0366705 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.130796 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.10025 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0486694 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0479094 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.130796 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.06685 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0232654 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0116095 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0588892 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0001414 # DEPENDENCYPART_SIBL
(4,14),(4,27),0.094727 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.0947613 # DEPENDENCYPART_SIBL
(4,14),(4,29),0.0812456 # DEPENDENCYPART_SIBL
(4,14),(4,30),0.0940569 # DEPENDENCYPART_SIBL
(4,14),(4,31),0.130793 # DEPENDENCYPART_SIBL
(4,14),(4,32),0.042039 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.093852 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.00732772 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0111029 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.00690587 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0377863 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0332205 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0213234 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.0734885 # DEPENDENCYPART_SIBL
(4,15),(4,25),-0.0249796 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0941908 # DEPENDENCYPART_SIBL
(4,15),(4,28),0.0942649 # DEPENDENCYPART_SIBL
(4,15),(4,29),0.0477238 # DEPENDENCYPART_SIBL
(4,15),(4,30),0.0928591 # DEPENDENCYPART_SIBL
(4,15),(4,31),0.00608324 # DEPENDENCYPART_SIBL
(4,15),(4,32),0.0645702 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.0550656 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.0542986 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0315487 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0467445 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.0287864 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.0241382 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.0212841 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.00259984 # DEPENDENCYPART_SIBL
(4,16),(4,27),0.00138548 # DEPENDENCYPART_SIBL
(4,16),(4,28),0.00142159 # DEPENDENCYPART_SIBL
(4,16),(4,29),0.0547514 # DEPENDENCYPART_SIBL
(4,16),(4,30),0.000861475 # DEPENDENCYPART_SIBL
(4,16),(4,31),0.0315459 # DEPENDENCYPART_SIBL
(4,16),(4,32),0.0337147 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.165817 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0246717 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0511505 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.00624487 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0333543 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.141343 # DEPENDENCYPART_SIBL
(4,17),(4,25),0.0220713 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.011697 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.0116575 # DEPENDENCYPART_SIBL
(4,17),(4,29),0.00247483 # DEPENDENCYPART_SIBL
(4,17),(4,30),-0.013558 # DEPENDENCYPART_SIBL
(4,17),(4,31),-0.0260326 # DEPENDENCYPART_SIBL
(4,17),(4,32),0.0150886 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.00091521 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0108087 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0120876 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.000416598 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.00144557 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0663126 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.0165238 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.0167208 # DEPENDENCYPART_SIBL
(4,18),(4,29),0.0257401 # DEPENDENCYPART_SIBL
(4,18),(4,30),0.0158236 # DEPENDENCYPART_SIBL
(4,18),(4,31),0.000911645 # DEPENDENCYPART_SIBL
(4,18),(4,32),-0.0156963 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.0377863 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0332205 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0213234 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.0734885 # DEPENDENCYPART_SIBL
(4,20),(4,25),-0.0249796 # DEPENDENCYPART_SIBL
(4,20),(4,27),0.0941908 # DEPENDENCYPART_SIBL
(4,20),(4,28),0.0942649 # DEPENDENCYPART_SIBL
(4,20),(4,29),0.0477238 # DEPENDENCYPART_SIBL
(4,20),(4,30),0.0928591 # DEPENDENCYPART_SIBL
(4,20),(4,31),0.00608324 # DEPENDENCYPART_SIBL
(4,20),(4,32),0.0645702 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.120526 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.114086 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.121458 # DEPENDENCYPART_SIBL
(4,21),(4,25),0.0110115 # DEPENDENCYPART_SIBL
(4,21),(4,27),0.151043 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.151084 # DEPENDENCYPART_SIBL
(4,21),(4,29),0.0986606 # DEPENDENCYPART_SIBL
(4,21),(4,30),0.150556 # DEPENDENCYPART_SIBL
(4,21),(4,31),0.126406 # DEPENDENCYPART_SIBL
(4,21),(4,32),0.0619987 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0276385 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.0832527 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0066133 # DEPENDENCYPART_SIBL
(4,22),(4,27),0.115894 # DEPENDENCYPART_SIBL
(4,22),(4,28),0.115928 # DEPENDENCYPART_SIBL
(4,22),(4,29),0.0951607 # DEPENDENCYPART_SIBL
(4,22),(4,30),0.115222 # DEPENDENCYPART_SIBL
(4,22),(4,31),0.154299 # DEPENDENCYPART_SIBL
(4,22),(4,32),0.0647182 # DEPENDENCYPART_SIBL
(4,23),(4,24),0.0434019 # DEPENDENCYPART_SIBL
(4,23),(4,25),-0.00992109 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0827375 # DEPENDENCYPART_SIBL
(4,23),(4,28),0.0827719 # DEPENDENCYPART_SIBL
(4,23),(4,29),0.079514 # DEPENDENCYPART_SIBL
(4,23),(4,30),0.0820336 # DEPENDENCYPART_SIBL
(4,23),(4,31),0.14763 # DEPENDENCYPART_SIBL
(4,23),(4,32),0.0429614 # DEPENDENCYPART_SIBL
(4,24),(4,25),-0.019856 # DEPENDENCYPART_SIBL
(4,24),(4,27),0.128469 # DEPENDENCYPART_SIBL
(4,24),(4,28),0.12865 # DEPENDENCYPART_SIBL
(4,24),(4,29),0.0680611 # DEPENDENCYPART_SIBL
(4,24),(4,30),0.127911 # DEPENDENCYPART_SIBL
(4,24),(4,31),0.112149 # DEPENDENCYPART_SIBL
(4,24),(4,32),-0.014351 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.0113645 # DEPENDENCYPART_SIBL
(4,25),(4,28),-0.0113264 # DEPENDENCYPART_SIBL
(4,25),(4,29),0.0128584 # DEPENDENCYPART_SIBL
(4,25),(4,30),-0.0118859 # DEPENDENCYPART_SIBL
(4,25),(4,31),-0.00771011 # DEPENDENCYPART_SIBL
(4,25),(4,32),-0.00395963 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.00198486 # DEPENDENCYPART_SIBL
(4,27),(4,29),0.0547586 # DEPENDENCYPART_SIBL
(4,27),(4,30),0.00142474 # DEPENDENCYPART_SIBL
(4,27),(4,31),0.0293104 # DEPENDENCYPART_SIBL
(4,27),(4,32),0.0297906 # DEPENDENCYPART_SIBL
(4,28),(4,29),0.0548209 # DEPENDENCYPART_SIBL
(4,28),(4,30),0.00149786 # DEPENDENCYPART_SIBL
(4,28),(4,31),0.029337 # DEPENDENCYPART_SIBL
(4,28),(4,32),0.029869 # DEPENDENCYPART_SIBL
(4,29),(4,30),0.0161498 # DEPENDENCYPART_SIBL
(4,29),(4,31),0.015371 # DEPENDENCYPART_SIBL
(4,29),(4,32),0.0171503 # DEPENDENCYPART_SIBL
(4,30),(4,31),0.0287996 # DEPENDENCYPART_SIBL
(4,30),(4,32),0.0293495 # DEPENDENCYPART_SIBL
(4,31),(4,32),0.0625484 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0189749 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0933808 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0588306 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0087997 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0170995 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0450632 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00253686 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0253389 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0177097 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0450632 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.000267919 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.009723 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0253389 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.0138588 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0087997 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0238581 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0253389 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.00818979 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0107311 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0495912 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.000219108 # DEPENDENCYPART_SIBL
(5,1),(5,25),-0.0154459 # DEPENDENCYPART_SIBL
(5,1),(5,27),0.00224376 # DEPENDENCYPART_SIBL
(5,1),(5,28),0.00253686 # DEPENDENCYPART_SIBL
(5,1),(5,29),-0.0208666 # DEPENDENCYPART_SIBL
(5,1),(5,31),-0.029848 # DEPENDENCYPART_SIBL
(5,1),(5,32),-0.0457782 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.156726 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00952449 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0349321 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0159314 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0215833 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00548254 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00780019 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00613081 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0215833 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0103614 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00867051 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00779802 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0196993 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0349321 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0263656 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00779802 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0183555 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.00256484 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0928416 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0128558 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.0139388 # DEPENDENCYPART_SIBL
(5,2),(5,27),-0.00606427 # DEPENDENCYPART_SIBL
(5,2),(5,28),-0.00552523 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.00290449 # DEPENDENCYPART_SIBL
(5,2),(5,31),-0.0162715 # DEPENDENCYPART_SIBL
(5,2),(5,32),0.0360831 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0148037 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.033889 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0561344 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0182417 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0124943 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0197965 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00879878 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0182417 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00979031 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0167831 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0197965 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00219142 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.033889 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0302689 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0197965 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.014234 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.012808 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0444407 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.00440049 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.00786091 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.0127932 # DEPENDENCYPART_SIBL
(5,3),(5,28),-0.012494 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0167652 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.0256926 # DEPENDENCYPART_SIBL
(5,3),(5,32),0.108879 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0109689 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0432879 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0155134 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0385808 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0516924 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0440632 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0155134 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.020636 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0355919 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0516924 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0271081 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0109689 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0329386 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0516924 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.00840628 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0358283 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0112626 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.00181856 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.102106 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.0389551 # DEPENDENCYPART_SIBL
(5,4),(5,28),-0.0385821 # DEPENDENCYPART_SIBL
(5,4),(5,29),-0.0302328 # DEPENDENCYPART_SIBL
(5,4),(5,31),-0.0561953 # DEPENDENCYPART_SIBL
(5,4),(5,32),0.0138603 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.82826 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0814493 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0894504 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0990902 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0990902 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0814493 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.127363 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.124317 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0990902 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.101776 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0200027 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.286965 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0990902 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.015456 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.198844 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0839054 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.103195 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.20046 # DEPENDENCYPART_SIBL
(5,6),(5,27),0.089309 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.0894507 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.0475154 # DEPENDENCYPART_SIBL
(5,6),(5,31),0.0965066 # DEPENDENCYPART_SIBL
(5,6),(5,32),0.0903929 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0620411 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.108651 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00644853 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00644853 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0620411 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0521295 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0574019 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00644853 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.112398 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0572426 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0825429 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.00644853 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0363742 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0911204 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0211132 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0166991 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.112769 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.108228 # DEPENDENCYPART_SIBL
(5,7),(5,28),0.108651 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0204549 # DEPENDENCYPART_SIBL
(5,7),(5,31),0.00583498 # DEPENDENCYPART_SIBL
(5,7),(5,32),0.160046 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0141804 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0610854 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0610854 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0989239 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0256919 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0265665 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0610854 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0214919 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0126901 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.043426 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0610854 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0041988 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0507254 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.014374 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0280076 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.00156456 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.0140421 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0141804 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.00240093 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.0604734 # DEPENDENCYPART_SIBL
(5,8),(5,32),0.0216696 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0117525 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0117525 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0102151 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00300494 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00430469 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0117525 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0084268 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0112335 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0062162 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0117525 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0194487 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0376201 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0135439 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0115338 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0287784 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0164216 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.0162824 # DEPENDENCYPART_SIBL
(5,9),(5,29),-0.0138147 # DEPENDENCYPART_SIBL
(5,9),(5,31),-0.0123644 # DEPENDENCYPART_SIBL
(5,9),(5,32),0.0257933 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.00703311 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0509323 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0427081 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0405657 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00703312 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0701638 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0403759 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0131562 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.00703312 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.00159868 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0754549 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0194904 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.107659 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.00560724 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0624344 # DEPENDENCYPART_SIBL
(5,10),(5,28),0.0625921 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.00235832 # DEPENDENCYPART_SIBL
(5,10),(5,31),0.00533402 # DEPENDENCYPART_SIBL
(5,10),(5,32),0.0513607 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0481045 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0397271 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0375847 # DEPENDENCYPART_SIBL
