# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(6,5),(5,4),0.341136 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.771598 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.833964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.780718 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.546601 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.0291444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.175696 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.094442 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.73058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0379804 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.133652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0586401 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.185267 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.495933 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.175682 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.282057 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.265962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.16972 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.48665 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.547357 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.48094 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.775649 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.542593 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),0.0291444 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.170628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.0954817 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.732292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0355557 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.381546 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0647699 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.192662 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.496629 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.176523 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.282759 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.265767 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.170561 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.487491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.533612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.478875 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.140149 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.42013 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.145322 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.115631 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.281388 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.56816 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.78024 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.5466 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.175218 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.094442 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.731499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.0379141 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.38086 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.0474831 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0782453 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.188033 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.515982 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.234426 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.061504 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.209178 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.239207 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.545425 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.477686 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.27093 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.026273 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.238899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0913058 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.611372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.540363 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.458997 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.320332 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.436341 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.151009 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.296899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.208146 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.736283 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.216563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.335106 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.251119 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0913058 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.540363 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.208146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.273071 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.36796 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.200635 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.123903 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.53285 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.200633 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.220436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.347592 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.256731 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0679965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.319173 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.540367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.459 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.320333 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.293455 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.20815 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.736283 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.775593 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.782288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.67701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.628376 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.745239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.688795 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.113078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0277113 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0568003 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.00353602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0672668 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.478081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.219542 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.173101 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.317562 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.494409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.274105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.29919 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.770515 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.77827 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.623298 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.746268 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.683716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.115124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0141221 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0508007 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00322118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0666015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.477352 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.21888 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.173326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.316833 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.493681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.287196 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.297093 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.719999 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.695838 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.572782 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.71519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.633769 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.385983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.275334 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.192344 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.171109 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.211465 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0490288 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.00551108 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.075674 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.227795 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.0191479 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.403095 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.183237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,12),0.0491228 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.17123 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.100396 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.239534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.684095 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.536878 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.59806 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.218818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.16669 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0859497 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0259654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.1189 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0128044 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.29826 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0941991 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.224403 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.372364 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.144028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.416813 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0828649 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0521603 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.37788 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.174055 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.162584 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.41468 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.184725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),-0.0280124 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0957675 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0380555 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0398336 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.413589 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.241154 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.121185 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.399577 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.596752 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.658231 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.183237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),-0.0265567 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.105357 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.0269778 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0491228 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.418386 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.253443 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.116622 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.268215 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.400305 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.775105 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.782277 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.627888 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.745229 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.688307 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.112261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.0129267 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.0571046 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0923545 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0107066 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0834243 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.550915 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.323711 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.227806 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.392172 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.569216 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.295096 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.104647 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0386481 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.150594 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.230848 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.783177 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.49332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.707269 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.840431 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.648778 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.763771 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.948203 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.664039 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-1.38314 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0716445 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.25111 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0019581 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0541311 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.210604 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.229172 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.49332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,18),-0.664039 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.166692 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0309554 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.364557 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.110316 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.39303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,18),-0.563748 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.00771669 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0286702 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.201886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0552027 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.12942 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.49333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.707277 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.840434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.09311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.664047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.38315 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0302003 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.00104863 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0261761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.084907 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.20564 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.722787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0633952 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.315061 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.139367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.100869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.281032 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.650205 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.282615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.244677 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),0.106753 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.961353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.134264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.118937 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.0455221 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.0809553 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0622893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.112219 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.65525 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.05389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.477417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.162688 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.43147 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.192838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.423974 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.62052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.374905 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.336648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.170834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.969355 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.60396 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.411104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.550651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.429795 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.360933 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.180353 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.25525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.468247 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.757806 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.531101 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.720623 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.943269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.686744 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.67491 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.73133 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.16376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.31694 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.235532 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.496136 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.316118 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.643013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.301194 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.420817 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.367508 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.177972 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.360169 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.05795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.273202 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.459855 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.239533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.513386 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.300845 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.678419 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.432799 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.428886 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.278397 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-1.01871 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.169982 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.396541 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.215328 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.377191 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.369295 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.948165 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.235447 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.229905 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.378264 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.186647 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.530745 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.190304 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.345463 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.669156 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.313683 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.561752 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.372512 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.235532 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),-0.208228 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.345179 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.152314 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.496143 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.165019 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.306148 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.651539 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.347338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.953624 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.151729 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.135236 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.0984207 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.0684939 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),0.0947537 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.624234 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.05152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.277324 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.499226 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.236798 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.58294 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.262491 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.442843 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.723695 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.440529 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.408177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.968497 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.015126 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.00278315 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0869715 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0786451 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.374321 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.121145 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.816251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.531471 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.456532 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.466944 # DEPENDENCYPART_GRANDPAR
