# _root_ A kft. másik társtulajdonosa Rózsavölgyi_Sándor , aki korábban maga is futballozott , később pedig a játékvezetésre adta a fejét .
#goldHeads=2,4,4,5,0,5,11,11,11,11,5,5,17,17,16,17,5,19,17,5,
#predictedHeads=2,4,4,5,11,11,11,11,11,11,0,11,17,17,16,17,11,19,17,11,
(8,5),(5,2),-0.416799 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.398717 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.402402 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.459731 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.566768 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.501904 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.907641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.383147 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.580604 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.69835 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.784479 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.692594 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.766392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.672845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.821583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.636144 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.561731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0457626 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.21168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.330946 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.375651 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.299536 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.256154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.459221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.55322 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.733752 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.715665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.622118 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.818512 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.485004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.0667029 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0521849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.218695 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.266276 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.310528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.183928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.428275 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.610959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.782486 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.69188 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.764399 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.670852 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.82038 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.556486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0327072 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.146126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0980251 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.204479 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.25995 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.480604 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.315505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.233268 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.433252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.57951 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.809974 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.687001 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.791907 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.69834 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.877788 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.650793 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.51661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.00731055 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.0261624 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0898407 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.305286 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.216074 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.133718 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.468082 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.302053 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.397841 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.404788 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.538683 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.24719 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.199983 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.441382 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.213746 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.421574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.656436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.851103 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.570766 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.840537 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.842654 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.781829 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.545385 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.643081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.604855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.35363 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.359681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.287602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.35899 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0684744 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.293989 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.284511 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.189124 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.177084 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.665158 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.604803 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.679028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),-0.250426 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.327444 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.318964 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0273002 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.224328 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.852198 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.57117 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.841632 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.843749 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.782182 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.545789 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.643594 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.588918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.352528 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.616706 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.350112 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.274147 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.243402 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0337382 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.24877 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.183025 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.156038 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.6609 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.327444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.318964 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0276188 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.271979 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0930304 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.332939 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.36313 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.499391 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.273131 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.326534 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.941972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.583592 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.446931 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.602414 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.939375 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.454416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.589416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.308337 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.950078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.553288 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.604777 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.663213 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.932502 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.572913 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.992724 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.332939 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.42372 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.342706 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.499394 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.273131 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.326534 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.941972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.583592 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.446931 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.332939 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.423138 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.337601 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.273131 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.583592 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.611062 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.602414 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.939375 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.94861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,16),-0.933471 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.816387 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.39969 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.314147 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.45041 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.292754 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.236709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.934489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.593926 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.413176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.650845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.597542 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.789971 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.927551 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.555114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.606794 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.931006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.575039 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.813922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.992653 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.04723 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.47203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.04176 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.3865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.52275 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.09106 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.965884 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.00675 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.776706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.394554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.248281 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0204901 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.243472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.321709 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.358553 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.052229 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.375231 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.241696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.588194 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.0662 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.98066 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.11692 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.772362 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.709798 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.361437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0580129 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.134136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.143631 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.237466 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0220917 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.120522 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.564009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.14392 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.822036 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.05838 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.19464 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.80638 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.773586 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.556721 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.476021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0314376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.105008 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0125135 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.353669 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.304308 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0966217 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.187364 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.563454 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.47247 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.04183 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.38694 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.52319 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.09108 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.965956 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.00694 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.776777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.400533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.0961301 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.243319 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.10507 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.211379 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.499848 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.444698 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.374849 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.226001 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.589654 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0307563 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.210952 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.393216 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.28943 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.446738 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.207445 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.162461 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.224047 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.168096 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.169049 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0814659 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.145054 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.19188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.207274 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.336116 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-1.06184 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.350847 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.369312 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.280031 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.224974 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.635297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.0923686 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.0289671 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.00615474 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),0.216987 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.739716 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.163043 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.365778 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0947161 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.168099 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.169049 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0814659 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.145054 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.19188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.207274 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.162461 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.364033 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.217486 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.169049 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.19188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.517759 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.336116 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-1.06184 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.22391 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.0100809 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),0.0459908 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.396675 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.250121 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.194179 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.274127 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.134798 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.165692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.337528 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.0183814 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.190234 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.168688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.122626 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.882711 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.640101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0956654 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.00596698 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),0.211883 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),0.0501047 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.740932 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.698345 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.27788 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.551792 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.495849 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.518946 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.423913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.2148 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0760608 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.24619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.504051 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.213885 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.361688 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.391029 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.387523 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.04639 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.650708 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.504179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.448212 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.491642 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.0362764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.476616 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.732735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.134915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.104937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.126222 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.136002 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.181759 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.638697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.911233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.496364 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.764703 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.708737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.655214 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.266753 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.283945 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.645748 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.812927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.197488 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0847592 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.322665 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.088257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.213694 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0327196 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.778331 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.235914 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.119527 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.262001 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.291935 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0150201 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0997047 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.163273 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.226996 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.163904 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.532315 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.172286 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.385826 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.329819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.431236 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.368093 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),0.0846772 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.0402602 # DEPENDENCYPART_GRANDPAR
