# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(3,11),(11,15),-0.342999 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.264686 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.2878 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.477559 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.731772 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.370531 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.486591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.530984 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.00467276 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0557264 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.166194 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.142928 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.081246 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.196034 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.051941 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.226907 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.510496 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.299395 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.322084 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.517478 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.740269 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.384696 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.543675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.530456 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.216418 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.0524112 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.160419 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.108139 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0919503 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0719811 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.279076 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.156634 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0789107 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.064643 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.545961 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.253561 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.481837 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.266368 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.494403 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.270594 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.34975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.250173 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.105978 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.145604 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.42761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.198078 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.52164 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.711172 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.584789 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.51346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.676328 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.5106 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.55067 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.65763 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.764955 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.37383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.101158 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.122555 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.34975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.250173 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.528398 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.728421 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.547747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.579767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.38234 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.510388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.629536 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.334394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.845773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.150715 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0746031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.253788 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.155516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.12486 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0635637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0749019 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.443823 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.622854 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.267829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.02776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0379791 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0958351 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.280437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.363346 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.334603 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.438582 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.372322 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.310211 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.340416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.516011 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.523627 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.545959 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.09377 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.441518 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.621765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.265524 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.01565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0450787 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.109324 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.279745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.435993 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.288984 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.377927 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.33029 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.284858 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.294797 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.497158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.462645 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.484977 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.10409 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.248399 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.15402 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.272349 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.146686 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.335992 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.19286 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.131231 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.223996 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.415324 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.438175 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-1.06883 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.510389 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.629538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.334395 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.847287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.149202 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.353299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0277256 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.207684 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0787779 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0735962 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0678058 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0755636 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.203244 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.226094 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.953844 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.448749 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.626233 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.272755 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.0298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.109444 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.321393 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.44245 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.294871 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.143313 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.34798 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.310353 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.320165 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.533482 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.49504 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.517372 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-1.14939 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.100092 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.232288 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.142981 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0771815 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.415324 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.438175 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.0669294 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.347512 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),0.109064 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.903738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0674518 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.264749 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.176154 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.242636 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0975855 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.125187 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.218316 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.165115 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0662546 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.130999 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.471353 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.266117 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.419597 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.280286 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.974652 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.206594 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0677056 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.0179449 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.533297 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.409034 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.233484 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.953631 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.629536 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0769748 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.529406 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.207896 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.47765 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.7292 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.177778 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.01433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.94412 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.736236 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.135786 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.952757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.539638 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.43302 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.350111 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.506022 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.526399 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.508354 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.450193 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.0593172 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.681425 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.861984 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.91608 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.337184 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.177778 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.01433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.566187 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.587975 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.465325 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.0186732 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.888022 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.89454 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.427451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.828601 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.456977 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.952778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.573997 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.479017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.394005 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.548385 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.52689 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.542713 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.514813 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.528684 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.0338907 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.68207 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.686381 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.858224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.32245 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.684563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.25651 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.620753 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.783649 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.519022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.13203 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0574241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.275707 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.162561 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.312865 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.156666 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.256006 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.242878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.320004 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.324434 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.467813 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.32143 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.684517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.25549 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.620288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.783643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.51304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.135954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0975852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.267614 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.143078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.297364 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.160551 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.247913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.22742 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.300193 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.304624 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.508284 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.39307 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.705131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.32713 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.600982 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.863077 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.41641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.165666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0490703 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0300382 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.144511 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.164466 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.385843 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.266268 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.271122 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.492298 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.33179 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.699175 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.26585 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.616195 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.800355 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.572108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.294879 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.045245 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0475479 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.109288 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.150841 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.263595 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0766843 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0895871 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.448722 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.255142 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.426993 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.24969 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.509143 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.117561 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0337761 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.180999 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0187077 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0618758 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0904361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.236684 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0336822 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.818295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.301031 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.491358 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.556466 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.28877 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.365115 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.309967 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.939861 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.886592 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.00691457 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.00189659 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0337761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.180999 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.183143 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.567437 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.328558 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.215329 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.865456 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.110611 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0470133 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00823496 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.309733 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.134454 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.181761 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.11716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.598689 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.787927 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.880015 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.570681 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.687558 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.01153 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.538678 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.26356 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.03882 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.11199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.00691457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.00189659 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.10929 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0380521 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.195066 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.183143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.781814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.264544 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.567437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.265062 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.215329 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.678571 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.490759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.780947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.664192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.595728 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.482387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.680296 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.349226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0225231 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.135182 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0627621 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.127884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.201083 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.291257 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.262127 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0274181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.461655 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.408031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.644774 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.255967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.266063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.209642 # DEPENDENCYPART_GRANDPAR
