# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(11,4),(11,13),0.00894992 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0219583 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0113718 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.00703331 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.00893957 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.038738 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0853312 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00894813 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.00894752 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.00764662 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.00509443 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0296997 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0157665 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00574894 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.375892 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0157665 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00574894 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0477941 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.233831 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.241289 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.000560421 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0150593 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.23269 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0104312 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0259515 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.233085 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.233818 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.00470338 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.000171722 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.00815188 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0116838 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.144914 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.102369 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0116838 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.12504 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0114531 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0256204 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.047854 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0463717 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0114398 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0453837 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00859441 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0114523 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0114531 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0510351 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0130756 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0952526 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.375892 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0157665 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00574894 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0477941 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.233831 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.241289 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.000560421 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0150593 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.23269 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0104312 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0259515 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.233085 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.233818 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.00470338 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.000171722 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.00815188 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00113436 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0324195 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0876369 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0218518 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0396726 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00185448 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0476541 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0209764 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0014988 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0701818 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0218505 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0218518 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.0297933 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.195911 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.198796 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0116838 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.12504 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0114531 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0256204 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.047854 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0463717 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0114398 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0453837 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.00859441 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0114523 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0114531 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0510351 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0130756 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0952526 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0477941 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.233831 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.241289 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.000560421 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0150593 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.23269 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0104312 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0259515 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.233085 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.233818 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.00470338 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.000171722 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.00815188 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0307177 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0307299 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0426384 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00798788 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0307211 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0510381 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.044377 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0307178 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.030718 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0470865 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0720463 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0413139 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0468954 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00941697 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0204204 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0462201 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0547172 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.007389 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0462175 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0454915 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0499353 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0601764 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0584892 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00550382 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0212706 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0486324 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0543107 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.00645127 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0486299 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0479038 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.050062 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0553864 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.065344 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0869044 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0670641 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0571407 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0490144 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0670631 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0670661 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0849336 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.185194 # DEPENDENCYPART_SIBL
(11,15),(11,26),0.00726496 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0192914 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.055542 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.014173 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0192915 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0196255 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.031384 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0283405 # DEPENDENCYPART_SIBL
(11,17),(11,26),0.0294969 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0547244 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00738802 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0462236 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0454975 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0499453 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0615102 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.0720731 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0448721 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0272408 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0272408 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0974423 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0407931 # DEPENDENCYPART_SIBL
(11,20),(11,26),0.0618977 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.01248 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0124927 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0464302 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.045864 # DEPENDENCYPART_SIBL
(11,21),(11,26),0.0562241 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0463148 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0509815 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.0601783 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.0565281 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0500601 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.0618333 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0584209 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.0394007 # DEPENDENCYPART_SIBL
(11,24),(11,26),0.0270585 # DEPENDENCYPART_SIBL
(11,25),(11,26),0.173438 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.662013 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.662013 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.662013 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.104689 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.351356 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.104689 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.566317 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.351356 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.104689 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.741966 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.351356 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.104689 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00227691 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0539669 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.00295494 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0198969 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.00335027 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00408694 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0425884 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.000965407 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.0105798 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.351356 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.104073 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.569708 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.351356 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.104073 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.746612 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.351356 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.104073 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00325475 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0539669 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.00323629 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0218596 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00363162 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00436829 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0401612 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.00085204 # DEPENDENCYPART_SIBL
(14,5),(14,26),-0.0105538 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0222211 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.169652 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.663299 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0222211 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.129674 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.663299 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0222211 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.000789964 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.013485 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00520416 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.00445648 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.00523008 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00523432 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0731088 # DEPENDENCYPART_SIBL
(14,6),(14,25),0.00840714 # DEPENDENCYPART_SIBL
(14,6),(14,26),-0.0508674 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.569708 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.351356 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.104073 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.746612 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.351356 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.104073 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00325475 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0539669 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00323629 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0218596 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.00363162 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00436829 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0401612 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.00085204 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0105538 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.426153 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0111667 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.204613 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.426153 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0111667 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0352128 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00882117 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.011776 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0138352 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0108982 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0108938 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0584895 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.038556 # DEPENDENCYPART_SIBL
(14,8),(14,26),-0.0254052 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0222211 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.129674 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.663299 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0222211 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.000789964 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.013485 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00520416 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00445648 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.00523008 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.00523432 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0731088 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.00840714 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.0508674 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.746612 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.351356 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.104073 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00325475 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0539669 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00323629 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0218596 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00363162 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.00436829 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0401612 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.00085204 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.0105538 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.386848 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0698404 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00764685 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0220884 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0008947 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0160689 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.000887358 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.000884665 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0364046 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0150364 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.00334754 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0222211 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.000789964 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.013485 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00520416 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00445648 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00523008 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00523432 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0731088 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.00840714 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.0508674 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00325475 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0539669 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00323629 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0218596 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00363162 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00436829 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0401612 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.00085204 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0105538 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.169083 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.355764 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0849466 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.355774 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.355778 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0103219 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.429516 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.0953182 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0241217 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00839477 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0241317 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.023799 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.00811206 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.0516155 # DEPENDENCYPART_SIBL
(14,17),(14,26),0.124964 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00470677 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0128576 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0135848 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.00757796 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0620824 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.0650379 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0419007 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0419021 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0449496 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.0671028 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.208018 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0127779 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.00860393 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0634266 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0806039 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0076822 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.0617721 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.078712 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.0210308 # DEPENDENCYPART_SIBL
(14,24),(14,26),0.0555725 # DEPENDENCYPART_SIBL
(14,25),(14,26),0.223168 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0737429 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.231376 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0659845 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.126964 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0106973 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.126976 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.126948 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.0154844 # DEPENDENCYPART_SIBL
(16,4),(16,26),0.0666674 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.241626 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.115841 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0952771 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.013692 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0956752 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0963658 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0113393 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0226156 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0687491 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0490818 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0206312 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0499593 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0499332 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.00801131 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0303641 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0191335 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00873331 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.019143 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0191012 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0117871 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.00970618 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0260742 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00408465 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00479614 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0281346 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.00491707 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0110275 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0110421 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0183755 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0360291 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.00398174 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0294695 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0204655 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0278002 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0185298 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0550732 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0659924 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0702123 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.159734 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0605966 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0164121 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0333446 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0605966 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.0168011 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.017534 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.0603248 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.0244559 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0702123 # DEPENDENCYPART_SIBL
