# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(2,8),(8,12),-0.275707 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0454354 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.599843 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.133686 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.722217 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.595381 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.586051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.164257 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.121317 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.306907 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.130215 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.317718 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.295708 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.256583 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0880927 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.202871 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.313933 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.379703 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.313256 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.583191 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.232352 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.408551 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.242872 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.345062 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.379714 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.170265 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.738175 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.16706 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.790453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.336672 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.598561 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.605003 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.454666 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.615283 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.262075 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.957088 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.423686 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.431467 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.622684 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.699815 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.480649 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.285754 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.974117 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.0562588 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.316494 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.421457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.00503343 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.282364 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.044514 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.240468 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.273875 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.26391 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0689661 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.294975 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.261415 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.308342 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.348235 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.270529 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.17738 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.407495 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.471766 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.107033 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.299435 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.300026 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.583648 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.157858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.158152 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.820052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.534931 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.332868 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.458699 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.231482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.143424 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.962998 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.192468 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.941047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.578565 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.45388 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.508299 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.186176 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.0044 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.266889 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.394008 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.171039 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.232631 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.31179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.310589 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.500085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.00844424 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.12879 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0513261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.218381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0622802 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.143512 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.123675 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.123844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.0607771 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.453552 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.12699 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.105196 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.194254 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.133815 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.625029 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.302839 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.374539 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.346346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.156464 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.111833 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.103512 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.122206 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0394813 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.125698 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.145367 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.218358 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.472448 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0308139 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.609947 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.232624 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.311774 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.310582 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.501593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.177183 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.113026 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.141264 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0268526 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.237288 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.143027 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.0659021 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.184615 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.236179 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0629953 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.457374 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.129561 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.249059 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.106878 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.19423 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.117841 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.134597 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.626701 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.00154093 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0698937 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.37249 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.22874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.456239 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.368174 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.46514 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.453359 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.30565 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.173886 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.398916 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.34759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.672613 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.487315 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.571769 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.41282 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.140039 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0389916 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.471338 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.125614 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0722095 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.131315 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.3479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.672953 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.487705 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.572078 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.41321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.00938396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.0928904 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.36954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.914121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0315026 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0334956 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.145376 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0366493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0154465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0915196 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0198923 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.167608 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.0770351 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.244995 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),0.120962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),0.000921084 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),0.0188725 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.85118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.102225 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.547045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.56252 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.180911 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.835085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.690309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.333802 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0316481 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.00939252 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0634081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.114029 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0696759 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.266191 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.0118914 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.987474 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0508391 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.102935 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0675961 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.255096 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.332483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.0686159 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.843611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.673226 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.304723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0609895 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0153365 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.00821884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.156216 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.546572 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.562035 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.180425 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.843591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.672846 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.304743 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0609702 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.015357 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.00872799 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.066005 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0633352 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.255199 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0110867 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.332585 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.0958758 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.0687182 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.178297 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.115372 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.0903796 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),0.264679 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.899926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.54145 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.221828 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.164301 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.131239 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0347877 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.178067 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.204322 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0838499 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.131737 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.319625 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.0747936 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.160092 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.391889 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.0111579 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.108435 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.126408 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-1.0028 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.667572 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.00349982 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0736364 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.165117 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.264664 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.00897029 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.34205 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.092963 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.0781834 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),0.668758 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0758361 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.125157 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.147441 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0805742 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.227407 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.00772155 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.337217 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),0.0925107 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.0733501 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.985934 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.141833 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0656417 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.209383 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.268022 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.0593317 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.218076 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.0778339 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.43806 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.389996 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.0119147 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.904444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),0.544592 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.198043 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.0889959 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.10096 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.20201 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.247384 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.128622 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.160493 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.201961 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.400519 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.0454564 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.236735 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.47803 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.215324 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-1.05724 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.141621 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.0654292 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.20917 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.267809 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.0595442 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.217863 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.34532 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.127846 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.119384 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.165453 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.156949 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.500121 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.575789 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.480966 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.507061 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.11256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.171176 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.279971 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.499291 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.173823 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.28883 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.320618 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.498637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.575763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.480966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.50698 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.11256 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.100955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.227321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.285727 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.11532 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.83503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.237378 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.60712 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.568598 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.0636076 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.572004 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.484074 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.60046 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.486932 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.722125 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.597733 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.758203 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.635847 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.471966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.15841 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.558976 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.817601 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.716981 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.920013 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.404609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.176668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.10652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.372238 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0197386 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0689944 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0781151 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.173213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.135656 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.775796 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0932575 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.00532744 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.00682105 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.247535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.27966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.00870392 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.91955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.410707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.164168 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.00988132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0374218 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.434807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0583513 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.558976 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.817594 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.716973 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.91955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.410913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.164168 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.00988108 # DEPENDENCYPART_GRANDPAR
