# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(4,11),(4,26),0.0198133 # DEPENDENCYPART_SIBL
(4,11),(4,27),0.0274506 # DEPENDENCYPART_SIBL
(4,11),(4,28),0.092133 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.268491 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0108167 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0685317 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.266653 # DEPENDENCYPART_SIBL
(4,15),(4,27),0.0323652 # DEPENDENCYPART_SIBL
(4,15),(4,28),0.470032 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.0656951 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0403059 # DEPENDENCYPART_SIBL
(4,21),(4,26),-0.0172016 # DEPENDENCYPART_SIBL
(4,21),(4,27),0.00699092 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.0424293 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0578874 # DEPENDENCYPART_SIBL
(4,22),(4,26),0.194163 # DEPENDENCYPART_SIBL
(4,22),(4,27),0.0880642 # DEPENDENCYPART_SIBL
(4,22),(4,28),0.104793 # DEPENDENCYPART_SIBL
(4,23),(4,26),0.00312548 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0624539 # DEPENDENCYPART_SIBL
(4,23),(4,28),0.0216552 # DEPENDENCYPART_SIBL
(4,26),(4,27),0.00699092 # DEPENDENCYPART_SIBL
(4,26),(4,28),0.0406038 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.0764739 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.249607 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0251358 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0251358 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00871812 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0867975 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00756317 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.011467 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00581395 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0867975 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0114744 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.0171173 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0844597 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0844597 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.000908848 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0374231 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0300387 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0142918 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0745176 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0374231 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0143032 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0214191 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00276161 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00342868 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.064382 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0483347 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00587887 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.110373 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.064382 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.00679795 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.0416434 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00342868 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.064382 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0483347 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00587887 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.110373 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.064382 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.00679795 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0416434 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0129484 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.107651 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0039513 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0946645 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0129484 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0039513 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.0561383 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.097303 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0199428 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0398216 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.000862678 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0199455 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.00408424 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.302762 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.013406 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0203865 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.300924 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.432163 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.077173 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.013 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0076029 # DEPENDENCYPART_SIBL
(6,21),(6,28),0.037003 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.00489127 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.211283 # DEPENDENCYPART_SIBL
(6,22),(6,28),0.0274285 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.0199455 # DEPENDENCYPART_SIBL
(6,25),(6,28),0.00408424 # DEPENDENCYPART_SIBL
(6,26),(6,28),0.0351775 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0647422 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.109779 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.274697 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.118004 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00911891 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0760725 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0793242 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.047517 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.155304 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0434751 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.154936 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.155304 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0502842 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.044641 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.155304 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0502915 # DEPENDENCYPART_SIBL
(8,2),(8,28),0.0794334 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.109414 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.243853 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0953154 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.110533 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0359997 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0677523 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0160558 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.143847 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0340711 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.143847 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.143847 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.016581 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0107583 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.143847 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.016581 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.0798061 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.467192 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.154461 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.302349 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0270942 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0429322 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0509332 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.117476 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00368809 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.117476 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.117317 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0534942 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0264112 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.117476 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0534942 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.153123 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.015727 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0741394 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0379473 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.122678 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0151725 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.106268 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00591462 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.106268 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.106256 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0303883 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.000303799 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.106268 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0303996 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.0709007 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0469885 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0335132 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.126224 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0211468 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.185766 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0653266 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.185766 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.192224 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.020502 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0530691 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.185766 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.020502 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.112109 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0576637 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.624947 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0181773 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.154881 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.169575 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.154881 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.154875 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0264665 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0163551 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.154881 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0264779 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.0587653 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0818092 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0518608 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0249641 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0791235 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0249641 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0249641 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0520367 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0242795 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0249641 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0520367 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.130789 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0247681 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0538044 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0431961 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0539121 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0538145 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.015474 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0494725 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0538044 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.014555 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.00114191 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0191762 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.10858 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0191762 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0257431 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0129293 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0293747 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0191762 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0129293 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0885808 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.107399 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0137048 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0137048 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0387728 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0184618 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0137048 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0387755 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.0477783 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0123641 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0121588 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.320682 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.110703 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0121486 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.318844 # DEPENDENCYPART_SIBL
(8,15),(8,28),0.469289 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0137048 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0387728 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0181295 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0137048 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0387755 # DEPENDENCYPART_SIBL
(8,17),(8,28),0.0474644 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0387728 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0184618 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.0125393 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0387755 # DEPENDENCYPART_SIBL
(8,20),(8,28),0.047775 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0213939 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.0192304 # DEPENDENCYPART_SIBL
(8,21),(8,26),0.00137762 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.0694505 # DEPENDENCYPART_SIBL
(8,23),(8,25),0.00245582 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.0240119 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.0606364 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0387755 # DEPENDENCYPART_SIBL
(8,25),(8,28),0.0477783 # DEPENDENCYPART_SIBL
(8,26),(8,28),0.067625 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.313185 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.118189 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.292315 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.166656 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00263769 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0609112 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0403918 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00718133 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.042831 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0633908 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0305654 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0633908 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0976493 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0819922 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.108807 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.166789 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00640013 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.000810607 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0219623 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0117991 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0513499 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0142739 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00372771 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0142852 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.0147639 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0560296 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.160006 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0449477 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0315712 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0655104 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0755576 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0753821 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0308404 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0234494 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0308404 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.0150283 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.198786 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.314402 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0157391 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00591547 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0133172 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.10673 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.00756067 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0021465 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.00754935 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.00755706 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0382959 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0390124 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.071461 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0702166 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0817868 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0384362 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0485949 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.0384362 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.0865271 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.154342 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0375656 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00807702 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0525847 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.146559 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0487324 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.143831 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.0388024 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00810805 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00312814 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0428678 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0402867 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0903286 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.0393963 # DEPENDENCYPART_SIBL
(9,11),(9,28),0.130562 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0100309 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0274285 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0518553 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0192464 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.0510125 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0285155 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0336862 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0461797 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0486166 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0452948 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.00878018 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.455178 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0172399 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.450611 # DEPENDENCYPART_SIBL
(9,15),(9,28),0.545619 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0737414 # DEPENDENCYPART_SIBL
(9,21),(9,26),0.0287465 # DEPENDENCYPART_SIBL
(9,21),(9,28),0.11414 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.353515 # DEPENDENCYPART_SIBL
(9,22),(9,28),0.0560279 # DEPENDENCYPART_SIBL
(9,26),(9,28),0.109554 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0383745 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.027999 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.010499 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0304939 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.142084 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0594515 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00858595 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0309518 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0594515 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0134543 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0254195 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00166529 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0249118 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0366147 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0109904 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0311313 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0219358 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0235579 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0148125 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0134543 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.0254195 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0219358 # DEPENDENCYPART_SIBL
(11,1),(11,27),0.00503102 # DEPENDENCYPART_SIBL
(11,1),(11,28),0.0259576 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0129804 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0191997 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0955361 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.101564 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0278389 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0841023 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0191306 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0278389 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0105903 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0497643 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0267699 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0485189 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00298427 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00804619 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0554761 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.00360595 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0239971 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0128585 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0113184 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0497643 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0036133 # DEPENDENCYPART_SIBL
(11,2),(11,27),0.018236 # DEPENDENCYPART_SIBL
(11,2),(11,28),0.038961 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00549884 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0626123 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0924065 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.108165 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0577246 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0348069 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.108165 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0320179 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0352791 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0131174 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0347713 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00819121 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0362422 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0409908 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00170496 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0217613 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0440156 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0320179 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0352791 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.00170496 # DEPENDENCYPART_SIBL
(11,3),(11,27),0.00505128 # DEPENDENCYPART_SIBL
(11,3),(11,28),0.0141698 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.128419 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0718871 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.330804 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0872882 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00437132 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.330804 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0110462 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.023568 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.000882168 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0230602 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0287271 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0137482 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0289612 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00771564 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0128466 # DEPENDENCYPART_SIBL
