# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(4,8),(4,9),0.0331212 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0196034 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0346292 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0196034 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0258543 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.000181574 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.0462853 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0485408 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0196034 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0196034 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0258449 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0196034 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,8),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.109439 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0887827 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.109439 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0318024 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0463704 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.00314426 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0123003 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.109439 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.109439 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0317934 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.109439 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.00535562 # DEPENDENCYPART_SIBL
(4,9),(4,24),0.0156631 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0346292 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0196034 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0258543 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.000181574 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0462853 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0485408 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0196034 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0196034 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0258449 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0196034 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0354401 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0133392 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.00936717 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0349618 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.033054 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0354401 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0354401 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0133297 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0354401 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0509881 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.00381225 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0258543 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.000181574 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0462853 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0485408 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0196034 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0196034 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0258449 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0196034 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0162507 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.00335756 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0671699 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.023637 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.023637 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0351601 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.023637 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0505123 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.00207029 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0610587 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.00519575 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.00405894 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.00405894 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.00961033 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.00405894 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0167963 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0480046 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.833903 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0876539 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0876539 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0716392 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0876539 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.135922 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.0744763 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.012428 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.012428 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0840512 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.012428 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.0741458 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.136338 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0196034 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0258449 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0196034 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,19),(4,21),0.0258449 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0196034 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0242667 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0511354 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.0033273 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0414394 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.00784966 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0147453 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00933302 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.179044 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0413809 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00976012 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00756223 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00753327 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.017924 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0146608 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.111805 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.15316 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0236569 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0080995 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00337853 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00090128 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0078328 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.00557221 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.041682 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0488999 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0137776 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0060287 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00624499 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0334532 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0343071 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.121929 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0317183 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.023326 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.023326 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.026867 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0193368 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0114638 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.342981 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.34202 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.406422 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.39801 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0787788 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00117438 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0462911 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0549736 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0485651 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0462788 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0549614 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0474957 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0519339 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.216227 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.193729 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.641687 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00337853 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00844461 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00844461 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00471394 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00872339 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.149822 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0281934 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0545054 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.162818 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0545054 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0423792 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0424371 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0423792 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0123519 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.120747 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0184962 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00287734 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0423792 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0423792 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.079165 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.130437 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0780877 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0455567 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0402488 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.198192 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0402488 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.000874759 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.000903751 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.000874759 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0126497 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0880787 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00307194 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0238907 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.000874759 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.000874759 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0462606 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0882274 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0145026 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0242755 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.437803 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0242755 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0124672 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0126835 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0124672 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0452545 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.24933 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0442427 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.118516 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0124672 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0124672 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.220336 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.183622 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0464099 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.30579 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0464099 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0222688 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0222687 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0222688 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00576338 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.103458 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0326151 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0370411 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0222688 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0222688 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0675314 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0408058 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.375892 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00574894 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.233831 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.229551 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.233831 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0259515 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0357033 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.000560421 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0118875 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.233831 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.233831 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.00667771 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00815188 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0324195 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0218518 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0218517 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0218518 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0701818 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.261269 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00185448 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0780238 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0218518 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0218518 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.210995 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.198796 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.233831 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.229551 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.233831 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0259515 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0357033 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.000560421 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0118875 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.233831 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.233831 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00667771 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.00815188 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0497558 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0462163 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.007389 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0618776 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00941697 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0876359 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0462163 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0462163 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0614482 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0584892 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0493726 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00589346 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0618898 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0103168 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0906173 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0493726 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0493726 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0614604 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0595586 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.007389 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0618776 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00941697 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0876359 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0462163 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0462163 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0614482 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0584892 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0505766 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0157572 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0450081 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0124781 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0124781 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0462255 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0562241 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.155381 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0495173 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0885616 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0885616 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00568786 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.203573 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.175917 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0670661 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0670661 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.159057 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00726496 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0753609 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0753609 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0411871 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.109461 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0462163 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0614482 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0584892 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0614482 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0584892 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.175143 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.794005 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00090128 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00337853 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00801719 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00798823 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00155757 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00105678 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.226093 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0264141 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00357015 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.117401 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00357015 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0937608 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00357015 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0244195 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.031062 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.15316 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0236557 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0181061 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.641573 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0181061 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.793423 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0181061 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.044686 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0489032 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0504292 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.313873 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0504292 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.287326 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0504292 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00602918 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0232454 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0855557 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.355095 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0855557 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.310625 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0855557 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0233265 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00891826 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.641685 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0181061 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.793481 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0181061 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.044686 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.056924 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.231061 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.056924 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00844526 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00378638 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.793481 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0181061 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.044686 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.102991 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00798849 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0324242 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0033785 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.044686 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0611726 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0850328 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.355619 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0850328 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.312194 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0850328 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0838315 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00891542 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.023326 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0193368 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.641687 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.018106 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.794005 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.018106 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0182938 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0446881 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.00337853 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0064831 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0569251 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.231586 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0569251 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.056835 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00378308 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00844461 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0248106 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.794005 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.018106 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0182938 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0446881 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00337853 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0064831 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.102991 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.103978 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0324267 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00798823 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.018272 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0182938 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0446881 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0064831 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0439128 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0011849 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.00648294 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0547467 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0540609 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0549736 # DEPENDENCYPART_SIBL
