# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(5,20),(5,23),-0.0462163 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0462163 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.0584892 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.026959 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.026959 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.0304499 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0462163 # DEPENDENCYPART_SIBL
(5,23),(5,26),-0.0584892 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.0584892 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.144068 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0129962 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.138025 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.662013 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00996178 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.560668 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.676258 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.794005 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.317123 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.38659 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.014724 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0845922 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.102233 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.192653 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0845922 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0230685 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0351767 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0515981 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0926397 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0623155 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0351767 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0349505 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0516667 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0606553 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0848387 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0971693 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.195903 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0848387 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0232624 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0355608 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0517879 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0932286 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0625335 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0355608 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0353346 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0518565 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0610299 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0792269 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0488551 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0536145 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00187757 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0265337 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.16608 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.106547 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0449005 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0265337 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0255267 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.168785 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0788592 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0678957 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0776869 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0211214 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00847203 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0440551 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0928348 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0528906 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00847203 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00589036 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0441099 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.061471 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0391508 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0474908 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0189023 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0344259 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0276708 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0147379 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0189023 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0189555 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0344946 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0858304 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00187757 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0265337 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.16608 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.106547 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0449005 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0265337 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0255267 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.168785 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0788592 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0131725 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0224611 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0116184 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0332296 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0131725 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0131725 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0224582 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0190019 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0493474 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.107783 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0799203 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00112396 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00112642 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0493521 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0584056 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0428768 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0421336 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0269666 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0269613 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.00641785 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0398623 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.212034 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.335321 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.335309 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.108991 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0480349 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.00738851 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00738851 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0865823 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0738869 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00112642 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0493521 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0584056 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0486728 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0572074 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0425335 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0988497 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0899805 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.301373 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0899805 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.159071 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0218452 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0105682 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00661988 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00488123 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0213429 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0218452 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0220193 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00664205 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0066435 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00488123 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0289423 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0066435 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0103675 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0066435 # DEPENDENCYPART_SIBL
(9,2),(9,26),0.0446766 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0901058 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.296201 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0901058 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.156489 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0217277 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0105607 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00662957 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00528418 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0212909 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0217277 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0219017 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00665175 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00665319 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00528418 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0289162 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00665319 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0103594 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.00665319 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.0448193 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.345586 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0904418 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.19085 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0145583 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00551072 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00198881 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0181009 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.050488 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0145583 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0155129 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.000620452 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.000621931 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0181009 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0403417 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.000621931 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.00553743 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.000621931 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0481501 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.169654 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0243738 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00303845 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0172397 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0441602 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0720354 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0172108 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00303845 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0055679 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0441694 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0441699 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0720354 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0054954 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0441699 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0160962 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0441699 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0922284 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.19085 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0145583 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00551072 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00198881 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0181009 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.050488 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0145583 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0155129 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.000620452 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.000621931 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0181009 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0403417 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.000621931 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.00553743 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.000621931 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0481501 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0195014 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00249576 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0253283 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0717356 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00159388 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0195014 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0169719 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0253375 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.025338 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0717356 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0058455 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.025338 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.00193161 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.025338 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.111059 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0137508 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00772647 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.025352 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.023733 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00895501 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00895884 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00318965 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00770735 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.025352 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0104761 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.00770735 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0126935 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.00770735 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.00395963 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0260482 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0383655 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0488518 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00500149 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00501114 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0305902 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0260719 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0383655 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.01439 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0260719 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.00200968 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0260719 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0253411 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00547892 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00511878 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0250157 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0250229 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00796293 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00416629 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.00547892 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.025907 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.00416629 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0921733 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.00416629 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.061868 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.184458 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0220713 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0220582 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0204966 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0246717 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0518049 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.00948404 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0246717 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0141068 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.0246717 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0150886 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00645098 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00645235 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0291265 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0541483 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0487645 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0460279 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0541483 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0121567 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.0541483 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.01733 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00895884 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00318965 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.00770735 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.025352 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0104761 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00770735 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0126935 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.00770735 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.00395963 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0037998 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00831749 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0390914 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.00835146 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.00831749 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0126942 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.00831749 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.00502082 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.028797 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.0204844 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.00385822 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.028797 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.114114 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.028797 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.0777269 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00732772 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0258582 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.00690587 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.092221 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.00690587 # DEPENDENCYPART_SIBL
(9,20),(9,26),0.0645702 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.00948404 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.0246717 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.0141068 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.0246717 # DEPENDENCYPART_SIBL
(9,21),(9,26),0.0150886 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0174735 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.00476992 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0174735 # DEPENDENCYPART_SIBL
(9,22),(9,26),-0.0152609 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.092221 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.00690587 # DEPENDENCYPART_SIBL
(9,23),(9,26),0.0645702 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0279175 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.0279696 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.0645702 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00898173 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0219112 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0174639 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.038413 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.125584 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0174639 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0806165 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0588306 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0223062 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.000380802 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0307344 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0377119 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0259395 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0134258 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.019822 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0223062 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0245112 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0245112 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0377119 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.00858667 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0245112 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.000629149 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0245112 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.0634118 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0125977 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0151504 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.154767 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.201497 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0151504 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0961755 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0263061 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00593033 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0320078 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00295045 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0130292 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0386674 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00110984 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00785266 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00593033 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00917288 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00917352 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0130292 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.00629355 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.00917352 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0316755 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.00917352 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.004843 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.015018 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.149602 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.204844 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.015018 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0936005 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0262874 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00583035 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0318999 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00306116 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0135504 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0388713 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00087532 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00761814 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00583035 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.00928359 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.00928424 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0135504 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.00614129 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.00928424 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0315671 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.00928424 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.00511116 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.129349 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0619144 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0309984 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0881556 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.014392 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0207151 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0107216 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0219989 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00637658 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00290169 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0156883 # DEPENDENCYPART_SIBL
