# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(0,12),(12,7),0.0531176 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.187118 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.159678 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.069766 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.167016 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0482072 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.17613 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.311122 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.457397 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.372258 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.166371 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),0.275862 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),2.2186 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.306856 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.380583 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.312664 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0582204 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.235612 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.147645 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0646632 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.10151 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0530384 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.158315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.33989 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.126231 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.204496 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.194921 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.107941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.583369 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.25259 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),0.0985252 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),2.1469 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.663364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.355775 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.107139 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.16391 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0826632 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.71242 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0157444 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0872512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.00481116 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.286887 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.390088 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.236143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.441898 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.331541 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.187607 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.324381 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.25404 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.547627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0610287 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0743906 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0848082 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.831659 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.183912 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.151635 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.21312 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0957502 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.162201 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.277236 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.648717 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.330781 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.10597 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.443226 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.102702 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.234385 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),2.57476 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.158032 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0680803 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.169 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.22047 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.187665 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.319915 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.382762 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.462805 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.156913 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),0.286366 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),2.2289 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.710998 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.558074 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.452457 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.538312 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.309438 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.604903 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.305449 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.186555 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.135307 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.124806 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.369027 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.298115 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0434205 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.64817 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.360173 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.276472 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.231797 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),0.263777 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),2.56052 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.382273 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.271785 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.149576 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.0397636 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.142011 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.152681 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.103209 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.315052 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.421286 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.366199 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.592609 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.217709 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.120573 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),2.17913 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.477849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0913048 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.498841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.057052 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0259982 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0709371 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0791614 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.238658 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.269712 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.177833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.349457 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-0.582973 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.372858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.126376 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.11631 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0265794 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.117244 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0699758 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.167943 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.149721 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.16716 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.105304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.178466 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.439015 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.337894 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.558025 # DEPENDENCYPART_GRANDPAR
(1,5),(5,25),-0.637516 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.477849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0913048 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.147974 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.015622 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0187498 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0647968 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0684565 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.475374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,3),0.0477111 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.023627 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.079257 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0489729 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.055421 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0781998 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0891756 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.18866 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.182252 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.16245 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.237588 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.337742 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.477518 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.277348 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.596529 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-0.578958 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.477849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.0913048 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0647968 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.044842 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.365186 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.151762 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.450096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.0651881 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.0630775 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0878623 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.00688357 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.0652463 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.0400545 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.11028 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.128093 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.391303 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.0725321 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.0853511 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.186925 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.137047 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.279856 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.151904 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.22569 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.407748 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.162118 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.306614 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.258707 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.526758 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),-0.567507 # DEPENDENCYPART_GRANDPAR
(1,23),(23,10),-0.364722 # DEPENDENCYPART_GRANDPAR
(1,23),(23,13),-0.195208 # DEPENDENCYPART_GRANDPAR
(1,23),(23,14),-0.111191 # DEPENDENCYPART_GRANDPAR
(1,23),(23,17),-0.0513003 # DEPENDENCYPART_GRANDPAR
(1,23),(23,18),-0.251391 # DEPENDENCYPART_GRANDPAR
(1,23),(23,19),-0.350203 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.204192 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.61999 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.251511 # DEPENDENCYPART_GRANDPAR
(1,23),(23,24),-0.49529 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.11941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.546847 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.501363 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.921625 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.584266 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.530552 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.774398 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.32719 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.817904 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.921888 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.952423 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.07532 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.169567 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.08434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.179013 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.630527 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.673164 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.693988 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.986067 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.793296 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.88308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.13949 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.05007 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-1.103 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.197579 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0365156 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.61548 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.481796 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.782523 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.579554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.0536007 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.27094 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.261448 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.409141 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.179756 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.2643 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.413186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.495092 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.561138 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.662079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.776464 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.621111 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.535449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.841612 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.612787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.249046 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.228885 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.236592 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.744843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.511373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.269941 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0573703 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.211606 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.206295 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.41291 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.177952 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.214876 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.326795 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.350604 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.515161 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.455837 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.496714 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.622823 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.739528 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.768205 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.604799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.184947 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.10149 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.208412 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.247294 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.45703 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.414103 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.229604 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.279135 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.389381 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.427093 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.656809 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.532274 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.45663 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.447675 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.535861 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.69926 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.771405 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.883551 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.750806 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.15139 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.544549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.175366 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.305697 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.166335 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.318302 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.322416 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.456313 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.521875 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.479418 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.342533 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.245254 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.375347 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.470433 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.541921 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.526084 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.444133 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.416724 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.588242 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.693071 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.764017 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.663508 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.840632 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.571396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.313336 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0110232 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.153188 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.201926 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.366563 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.286129 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.146047 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.112956 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.129298 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.258629 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.295433 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.49252 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.380702 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.527697 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.659507 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.643501 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0734482 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0669945 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.5849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.415653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.237491 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.292111 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.420021 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.339101 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.470596 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.629196 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-0.468628 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-0.731145 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0196643 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0010124 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.17538 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.149392 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.103008 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.59438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.458435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.341714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.622692 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.370986 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.456875 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.725106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.408517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.472822 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.522302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.436743 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.179146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.436054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.144114 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.410637 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.474232 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.435696 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.210411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.487756 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0101779 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.124113 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0549648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0475704 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.025942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0709801 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.106455 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.140983 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.1823 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.264142 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.180333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.383919 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.408517 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.472822 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.436054 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0289046 # DEPENDENCYPART_GRANDPAR
