# _root_ A század első negyedében Alsógöd , Felsőgöd és Sződliget kialakuló református gyülekezetei előbb a váci anyaegyház leány- , majd fiókegyházaiként növekedtek .
#goldHeads=2,4,4,21,12,12,12,12,12,12,12,21,21,16,16,20,20,20,20,21,0,21,
#predictedHeads=2,4,4,8,7,7,12,12,10,12,12,21,21,16,16,20,21,21,21,21,0,21,
(8,9),(9,6),-0.764542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.851989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.538837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.1557 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.132095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0676578 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.111165 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.049168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.0858454 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.504449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.8045 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.931157 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.738489 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.783335 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.548002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0430072 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.201508 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0576607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.22808 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0888408 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.466294 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.8045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.931157 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.738489 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.783335 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.548002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0430068 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.198179 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.074994 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.653245 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.873153 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.649831 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.999811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.764542 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.851989 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.538837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0951838 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.200239 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.180576 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.00849474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.111165 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.106102 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.049168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.272149 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.765886 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.89254 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.740752 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.744718 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.451189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0778018 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.264261 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.244722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.112712 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.177957 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0112103 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.0572311 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.17589 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.198092 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0504904 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.444101 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0779181 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.015243 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.17448 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.653245 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.873153 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.851989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.538837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.0951838 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.200239 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.180576 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.130094 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0740516 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.194827 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.17917 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.106102 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.049168 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.272149 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.298047 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.0858454 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.97657 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.782272 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.828748 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.607636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.00458599 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.169136 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.149598 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.0394963 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0587116 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.214958 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.204946 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.139326 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.153282 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0374483 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.311909 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.150518 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.440978 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-1.23588 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-1.36157 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-1.10701 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-1.21374 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.564654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.00225275 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),0.148232 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.128694 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.0371631 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.105175 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.266384 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.225853 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.141659 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.162004 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0738999 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.286618 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.328542 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.416295 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.396772 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.507235 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.554374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.366418 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.328059 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.26054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.110289 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.155571 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.03632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.711703 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.320786 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.731258 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.812216 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.554374 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.366418 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.328059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.375861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.137295 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.711703 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.667695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.731258 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.812216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.380195 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.403901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.305049 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.304553 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.974746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.31451 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.469692 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.650127 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.390203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.679963 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.606118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.294237 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.370969 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.771902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.786179 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.814879 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.790316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.48749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.690967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.426897 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.525446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.00967548 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0545188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0590593 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.313342 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.364452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.814879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.790316 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.48749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.690967 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.426897 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.525444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.180701 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.080395 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.13901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.877414 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.791147 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.852851 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.511324 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.753502 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.438369 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.438391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.19526 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0372996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0239375 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.190704 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0150897 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0532424 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0257898 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.13901 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.877414 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.753502 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.438369 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.438391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.19526 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0372996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.113771 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0491758 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.255165 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.173402 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0150897 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0532424 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0257898 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.271999 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.326776 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.816844 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.791296 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.519133 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.691947 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.432414 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.596071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.225438 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.0687617 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.271451 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.0136724 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.280788 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.140075 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.227443 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.0441408 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.0482806 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.00317581 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.308738 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.433298 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.216472 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.314813 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0470152 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.420111 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.453043 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.815173 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.860366 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.22072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0259011 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.174454 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.23742 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0371576 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0274034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.00427999 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.543407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.532246 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.815171 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.860365 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.22072 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0259011 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.174454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00596586 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.00152375 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.00427999 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.543407 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.740766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.815171 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.860365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.3712 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.132194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.199741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.112705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0827446 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.862307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.35618 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.500602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.423627 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.514459 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.697961 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.523447 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.452961 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.861846 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.850736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.22072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.174454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.00596586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.00152375 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0254547 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.061584 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.893409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.387282 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.543407 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.740766 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.532246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.815171 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.860365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.552067 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.516911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.367129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.497422 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.55009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.465739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.437079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.0711896 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.692527 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.61429 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.559645 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.56026 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.527962 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.445491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0605114 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0111646 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.110555 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.260282 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.100785 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.133626 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.143489 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0298611 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.031336 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.356167 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.530087 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.375603 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.510599 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.558185 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.478915 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.473658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.0324691 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0135872 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0626606 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.206914 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.125836 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.210947 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.223795 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0932711 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.180784 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.532728 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.504388 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.576569 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.540437 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.415737 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.520948 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.575548 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.489264 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.469823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.0363037 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.109777 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.123074 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.303708 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.122003 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.307136 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.27872 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.315519 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.134131 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.182806 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.469462 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.175683 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.41227 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.288548 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.541449 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.478614 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.775875 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-0.8609 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.179931 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.167976 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.259443 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.334051 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.149923 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.140114 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.194002 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.549975 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.522524 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.775873 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.860899 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.179931 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.167976 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.259443 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.234742 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.10875 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.194002 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.549975 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.822023 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.775873 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.860899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.467614 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.372472 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.309799 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.224161 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.114495 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.228059 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.875943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.50717 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.544964 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.509457 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.779218 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.513725 # DEPENDENCYPART_GRANDPAR
