# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(0,2),(2,4),0.0935857 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.838386 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.39478 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.478792 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.284745 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.194648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.435917 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.148765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.20103 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.3052 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.900302 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.130402 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0578847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.130937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.326573 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.18111 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.608006 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.319887 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0224085 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0387501 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0655976 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.00959998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.447256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.245996 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.5697 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0676253 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0461543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.324791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.33722 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0462638 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0610247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.373618 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.215244 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.005239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.21568 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.26387 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.846654 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.132441 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.257248 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.702371 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0996271 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.435996 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.229934 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.201312 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.116435 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.174214 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.211458 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.223164 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.535714 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.0372086 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.213618 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),1.76192 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.243443 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.747452 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0515757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.371099 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.195476 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.783157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.115821 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.347356 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.195695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.508245 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.261356 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.00610313 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),1.83384 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.17065 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.600823 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.330967 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.00419721 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0223907 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.448514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.195945 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.244892 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.284174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0251584 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.915155 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.293048 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.149214 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.295949 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0187202 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.734032 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0859931 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.656273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.398587 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.186499 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.0339838 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.18494 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.31272 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.831241 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0689553 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0802055 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.81204 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.163113 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.592854 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.13687 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.785439 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.227514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0913067 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.450079 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.482819 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.727346 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.193157 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.505707 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.442642 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.164899 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),2.06525 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),1.18295 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.616303 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.0467501 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.448497 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.314753 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.335077 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.0932747 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.362909 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.168562 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.0908008 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.225041 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.0158628 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-1.07086 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.357447 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.9931 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.669952 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.0883298 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),2.27726 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),1.18181 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.608701 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.319892 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.023269 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.0387528 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.456305 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.22582 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.287959 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.0140835 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.90408 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.273976 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.138139 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.0986086 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.177924 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.0330842 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.04629 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.268514 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.96853 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.58102 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.0229334 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),2.21566 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.466343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0472965 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.172047 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0200513 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.0966111 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.130246 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),0.0401118 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.289802 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.3724 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.65492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.596369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0512284 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.221274 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.578182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0729196 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.206141 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.07336 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.159732 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.350312 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.179995 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.146921 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.140782 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.491306 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.386677 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.222949 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.165829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.257116 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.0139425 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.427714 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.465263 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.395791 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.441636 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.794189 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.505611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.158186 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.00451277 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.139243 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.126354 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.183887 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0188714 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.388923 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.326886 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.213794 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.246943 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.127829 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.430214 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.467751 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.424983 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.489591 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.853802 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.57526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.0791197 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.206081 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.0750328 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.161449 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.0664318 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.400838 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.264649 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.141816 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.238615 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.702476 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.452467 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.291727 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.267206 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.0185433 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.542669 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.432846 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.516256 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.470394 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.400701 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.446546 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.800324 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.562363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.0728851 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.0226835 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.14556 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.14118 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.202058 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.131691 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.135794 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.592534 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.401087 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.260722 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.128898 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.241886 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.580084 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.407716 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.445252 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.391107 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.464356 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.75453 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.22787 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.706363 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.405393 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.124712 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.755023 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.610074 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.495177 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.602437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),0.0621417 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),-0.125294 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),0.0483301 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.346124 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),-0.123487 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),-0.303395 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.533943 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.317072 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.220324 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.233682 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.108213 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.774288 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.580182 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.747874 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.617705 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.385914 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.785422 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.577391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),0.0737107 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),-0.206053 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),-0.0723124 # DEPENDENCYPART_GRANDPAR
(1,22),(22,5),-0.159638 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),0.063179 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),-0.261929 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.149077 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.238587 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.702448 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.449747 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.291699 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.205475 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.259272 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.0921737 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.751108 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.495986 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.724695 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.533509 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.407904 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.794043 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.7788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.541771 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.616494 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.434957 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.624162 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.783942 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.566136 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.537634 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.02383 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.923339 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.904286 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.22808 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.662718 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.353962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0844037 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.00512 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.298537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.000413145 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.141398 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0422449 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.10673 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.00766206 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0298302 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.120443 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.369835 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.308525 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.0797608 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.0292563 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.161009 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0455709 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.272153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.41744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.198147 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.149619 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.813973 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.00512 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.292337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.000352911 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.139725 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0439615 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0773458 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.111876 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0964136 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.105901 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.274584 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.597798 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.37011 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0946802 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.173938 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0530095 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.344021 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.281544 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.380058 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.426831 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.205896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.157367 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.822946 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.6964 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.334666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.115736 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.0207412 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.158558 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.111113 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.103181 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.205795 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.521834 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.397338 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.11241 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0103163 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0279982 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.415818 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.319678 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.464953 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.25704 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.240853 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.822622 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-1.0101 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.318759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,5),-0.0273476 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),0.0538472 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.174251 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),0.120172 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.339941 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.447948 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.130734 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.113603 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.011007 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.0452606 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.595603 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.422233 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.63164 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.567487 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.105818 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.814639 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-1.00593 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.297746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),-0.000324781 # DEPENDENCYPART_GRANDPAR
