# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(6,12),(12,5),-0.629065 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.534566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.100717 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.171332 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.137864 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0591364 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0429894 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.177221 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.194311 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.385696 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.455616 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.493838 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.305167 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.449507 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.00126 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.666679 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.709124 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.681333 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.396651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.0451546 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.133511 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.0139682 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0239484 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0768572 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0760453 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.142416 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.198823 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.268129 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.301691 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.430682 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.275686 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.232 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.215307 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0960022 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0781446 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.400288 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.109619 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.182544 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.16142 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.129749 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.810692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.175808 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.492725 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.374533 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.349384 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.386832 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.432944 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.471087 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.515372 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.635198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.233658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.175768 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.290708 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.180644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0341848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.218519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.515751 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.400286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.576794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.646027 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.59986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.57195 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.665906 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.538306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.361116 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.291254 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.419734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.134125 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0379456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0263575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0243964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.142935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.05305 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0932488 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.123193 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.288035 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.617711 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.594909 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.664687 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.586477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.34474 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.314295 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.438998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.157835 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.241481 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0702875 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0164854 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.13254 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.00710948 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.100561 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.138638 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.106452 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.10829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.272132 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.650938 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.633373 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.708617 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.561331 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.352676 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.518623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.123112 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.177796 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0558999 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.0404391 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.169442 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.00768522 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.134024 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.173377 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.137981 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.305539 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.25092 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.27698 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.174235 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0847348 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.162679 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.558613 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.376785 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.143216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.188174 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.153249 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.126902 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.843116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.448499 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.421502 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.413577 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.543924 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.715877 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.627693 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.813589 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.749964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.106755 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.430788 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.229943 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.065493 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.160613 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.842374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.460932 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.561602 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.603058 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.440829 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.788429 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.756686 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.279949 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0330124 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.285101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.142803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0332497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.885138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.468604 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.558611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.875812 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.761148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.393565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0316158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.321666 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.071726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.207971 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.835748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.443911 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.52873 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.797542 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.746005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.51583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.724726 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.524575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.402774 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.339888 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.538976 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.454037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0681011 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.12697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.306268 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.275186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.440156 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.351972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.45862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.394503 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.53929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.067554 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.307125 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.490729 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.731011 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.514575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.709284 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.560887 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.372568 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.338715 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.515729 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.457097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.251753 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.14558 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.106479 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.159701 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0829877 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.363341 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.275158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.296824 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.337077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.378602 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.766122 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.753043 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.532383 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.395325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.436317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.118529 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0876375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0784166 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.174255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.286561 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.193437 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.290726 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.361035 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.388567 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.314042 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.536982 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0733273 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0419288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.16092 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0583425 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.327706 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.353024 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.489984 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.388567 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.314042 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.536982 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.124394 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0733273 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0419288 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.16092 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0583425 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.301568 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.342431 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.766122 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.552207 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.753043 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.532383 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.376265 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.548763 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.436316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.118527 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0876367 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0784142 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.155226 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0998287 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.309077 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.222103 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.240745 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.361022 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0377749 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.252798 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.423715 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.28955 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.536212 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0458157 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.262779 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.221855 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.239894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0574161 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.0258648 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.416602 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.743904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.151297 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.526172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.435745 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.598709 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.405849 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.963245 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.131857 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.223671 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.244865 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.288407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.051189 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0205052 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.416584 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.5333 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.455039 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.614676 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.37101 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.96317 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.0435215 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.180599 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.219035 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.261548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.273989 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.139828 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.478516 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.536211 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.464843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.973377 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0918196 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.138681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.243904 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.146375 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.173612 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0923118 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.403633 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.504392 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.384952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.955242 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0481575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.262474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.261811 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.313457 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.289067 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.298061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0994375 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.416602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.743904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.151297 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.526172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.489876 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.435745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.598709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.405849 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.963245 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.527767 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.225261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),0.300389 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.377077 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.736112 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.26742 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.964859 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.0334 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.00334 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.30322 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.792809 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.752076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.22815 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.310454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.205572 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.252448 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.175188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0413232 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.117744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.212288 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.325022 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.575117 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.512441 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.741603 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.724496 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.740377 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.52882 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.919243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.372554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.201626 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0293214 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0479311 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.102297 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.303957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.597825 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.734884 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.926227 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.532851 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.280318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.320144 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.191287 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.244061 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.157643 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.255324 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.890517 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.734884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.926227 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.532851 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.89904 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.280318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.320144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.191287 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.244061 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0250253 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.24459 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.512441 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.949511 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.741603 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.724496 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.985221 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.542894 # DEPENDENCYPART_GRANDPAR
