# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(2,3),(3,2),-0.388808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.266953 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.102391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.170148 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.205291 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.255262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.397629 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.294907 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.35433 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.247364 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.408225 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.522599 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.661725 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.391212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,5),-0.000853737 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.243251 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.40394 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.391193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.138134 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.184426 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.000812227 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.24325 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0569939 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.175564 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.664959 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.40394 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.391198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.138128 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.18443 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.000817641 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.243269 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0569994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0962605 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.407733 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.120213 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.135698 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.0122275 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.276958 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0786566 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.112922 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.105017 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.360788 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.452489 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.386408 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.420312 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.466744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.103618 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.299497 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0499961 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.297114 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0895148 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.128676 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.128471 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.115143 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.305508 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.260916 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.345159 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.351371 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.258385 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.389214 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.242163 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.259056 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.322862 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.429339 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.58994 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.277911 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0788395 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.113105 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.1052 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0399202 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.291337 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.45372 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.38764 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.613741 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),-0.135698 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.276958 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.0786566 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.112922 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.105017 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.0397375 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.173168 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.226686 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.163652 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.273308 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.300223 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.289864 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.306576 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.189528 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.209908 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.61374 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.00183956 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.900347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.509727 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.474819 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.445985 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.791975 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.602486 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.679181 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.414202 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.911163 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.107588 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.900019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.509327 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.546215 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.565383 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.631183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.444913 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.791616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.790155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.678109 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.910838 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.405757 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.359358 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.492102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.117058 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.274349 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.294022 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.360084 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.115136 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.543482 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.45569 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.37922 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.285518 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.51699 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.545143 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.348333 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.0959892 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.549171 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.391547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.34515 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.486796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.173348 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.116436 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.159748 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.132974 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.338014 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.628002 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.398304 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.495472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.167504 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.130762 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.224077 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.145491 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.159659 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.222378 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.28577 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.342683 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.190771 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.390264 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.3351 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.519523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.300727 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.180731 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.265371 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.163703 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.182767 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.248998 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0918207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.321892 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.253561 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.196372 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.425212 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.540527 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.366115 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.45343 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.402754 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.213932 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.035193 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.515561 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.224487 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.145493 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.15966 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.22238 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.00220696 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.214531 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.353992 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.20208 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.0687243 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.401823 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.500718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.0114662 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.116578 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.149641 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.173898 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.239823 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.0806801 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.305422 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.264608 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0783304 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.529861 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.468286 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.557495 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.50386 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.318554 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.090728 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.58897 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.00898872 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.372762 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.354378 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.242329 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.233508 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.374434 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.560817 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.394138 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.45115 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.0895421 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.622389 # DEPENDENCYPART_GRANDPAR
(3,20),(20,4),-0.167504 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.224077 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.145491 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.159659 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.222378 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),0.00220831 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.401618 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.343896 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.234368 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.243181 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.382846 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.625119 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.380699 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.401753 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.359449 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.0586464 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.400684 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.48745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),-0.12376 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.406226 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.375488 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.175639 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.248861 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.383994 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.59209 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.413104 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.406225 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.358579 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.263397 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.574714 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.300681 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0123 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.421946 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.6971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.370459 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.462323 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.529863 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.8303 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.124919 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-1.02784 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.224767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0181025 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.410166 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.348012 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.287246 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.402554 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.369889 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.462142 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.568204 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.82973 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.02769 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.284583 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.288908 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.422578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.69207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,8),-0.296823 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.404805 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.45555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.603122 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.390416 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.526561 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.526206 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.864646 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.120858 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.02777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.733416 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.224133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0338303 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.723802 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.733416 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.451208 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.910031 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.228473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0382499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.1028 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.022149 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.712512 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.723803 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.733416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.451208 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.910031 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.228475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0382641 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.102798 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.163957 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.729295 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.494425 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.930235 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.320687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.218449 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.017505 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0488445 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0634109 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.115245 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.367987 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.153942 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.00663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.00748 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.717383 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.23879 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.264567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.149855 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0910729 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.1524 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0366418 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.22869 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0974129 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0353398 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.105197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.113965 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.395818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.379649 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0562792 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.312549 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.163509 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.36938 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.64871 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),-0.218859 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0175067 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0488428 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0634126 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.20303 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0523488 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.369218 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.155174 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.287355 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.767495 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.496965 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.957409 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.295546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.0845405 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.140737 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0252866 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.262843 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.294739 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0662238 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.226617 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0541657 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.430147 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.119725 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.366537 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.218282 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.36957 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.645081 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.280664 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.186414 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0839428 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.092041 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0534206 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.44642 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.0845922 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.324185 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.233933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.284504 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.712512 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.256581 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.172821 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.0598604 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0748158 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0617957 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.0997763 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.523599 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.415546 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.318112 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.284152 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.706452 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.930235 # DEPENDENCYPART_GRANDPAR
(5,20),(20,6),-0.218449 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.017505 # DEPENDENCYPART_GRANDPAR
