# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(0,12),(12,24),-0.448434 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),0.197462 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),1.30807 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.457874 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.225617 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.300915 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.269727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.160661 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0657256 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.514031 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.0167747 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.0746036 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.126274 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.106249 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.524133 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.00382722 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.210779 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.833577 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.125273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.326104 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.206018 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.305283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.693178 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.0862435 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.355164 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.291816 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),1.59847 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),-0.586727 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.553989 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.17848 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.430421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.436575 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.440586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.41654 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.388585 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.324294 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.522741 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.8449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.479555 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-0.981768 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.780114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.557184 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.5305 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.154954 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.35173 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.399072 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.350858 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.301334 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.331497 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.303542 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.294191 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.805904 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-0.484574 # DEPENDENCYPART_GRANDPAR
(1,11),(11,2),-0.557184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.5305 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.154954 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.35173 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.399072 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.350858 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.301334 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.305345 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.357342 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.303542 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.294191 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.437698 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.805904 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.613171 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-0.484574 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),-0.932979 # DEPENDENCYPART_GRANDPAR
(1,13),(13,2),-0.557184 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.5305 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.154954 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.35173 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.399072 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.350858 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.301334 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.305345 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.357342 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.281299 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.332597 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.294191 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.437698 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.805904 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.391817 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.478587 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.613171 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.478315 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-0.648668 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-0.484574 # DEPENDENCYPART_GRANDPAR
(1,13),(13,26),-0.932979 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.668078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),-0.474021 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.39119 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.0542345 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.224808 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.259762 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.313513 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.230897 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.234908 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.275288 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.210862 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.252911 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.182907 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.241499 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.277493 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.317063 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.455935 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.377433 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.490395 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.592444 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.565561 # DEPENDENCYPART_GRANDPAR
(1,17),(17,24),-0.637404 # DEPENDENCYPART_GRANDPAR
(1,17),(17,25),-0.465632 # DEPENDENCYPART_GRANDPAR
(1,17),(17,26),-0.902452 # DEPENDENCYPART_GRANDPAR
(1,19),(19,2),-0.557184 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.332597 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.280807 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.388173 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.436884 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.478587 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.613171 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.478315 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.648668 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-0.484574 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.439233 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.273206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.336674 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.351825 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.329979 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.395679 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.227731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.54716 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.382559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.195637 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.141249 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0694228 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.025333 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0849389 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0630925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.128792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0607433 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.128082 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.0415758 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.280274 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.383404 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.401678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.208069 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0523964 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0651053 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.114914 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0147108 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.469214 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.401678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.208069 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.124741 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0523964 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.10551 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0651053 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0723363 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0930679 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.158768 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.110957 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0607469 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.370743 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.401678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.208069 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.124741 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0523964 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.10551 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0651053 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0723363 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0127304 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.111064 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.158768 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.110957 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.158058 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0607469 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.352193 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.370743 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.394588 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.401678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.208069 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.124741 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.0523964 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.10551 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0651053 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0723363 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.0127304 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.111064 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0345768 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0117077 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.110957 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.158058 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.0607469 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.307554 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.221448 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.352193 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.226321 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.40783 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.370743 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-0.394588 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.464583 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.359999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.180424 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.165389 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.117992 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.0778656 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.0403059 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.0189477 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0406582 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.0843411 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.0188118 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.0162047 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0845117 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.142474 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.158727 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.0838016 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.119101 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.279003 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.202135 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.314775 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.232956 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.384995 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.337634 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.345561 # DEPENDENCYPART_GRANDPAR
(2,25),(25,3),-0.208069 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),0.071205 # DEPENDENCYPART_GRANDPAR
(2,25),(25,11),0.0334455 # DEPENDENCYPART_GRANDPAR
(2,25),(25,12),-0.0117077 # DEPENDENCYPART_GRANDPAR
(2,25),(25,13),-0.0322544 # DEPENDENCYPART_GRANDPAR
(2,25),(25,14),-0.00687571 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.150106 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.0315443 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.124675 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.183736 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.139848 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.226033 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.12224 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.221299 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.298985 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.393466 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.254912 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.55703 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.600367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.536964 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.561938 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.52013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.30846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.3327 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.55318 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.794352 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.469045 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.907437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.259097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.571616 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.338885 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.333454 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.43693 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.239922 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),0.156916 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.259097 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.571616 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.569048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.338885 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.499063 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.333454 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.41907 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.333958 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.225261 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.303739 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.756497 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.39278 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.259097 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.571616 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.569048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.338885 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.499063 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.333454 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.41907 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.377262 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0681209 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.225261 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.303739 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.46998 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.756497 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.630365 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.39278 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.859789 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.39121 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.398517 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.533903 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.838122 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.449768 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.500222 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.687723 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.465645 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.658846 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.456704 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.89809 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.259097 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.571616 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.569048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.338885 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.499063 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.333454 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.41907 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.377262 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0681209 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.27429 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.229652 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.303739 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.46998 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.756497 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.383149 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.450964 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.630365 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.370867 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.588356 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.39278 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-0.859789 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.333454 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.165593 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.227663 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.383149 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.630365 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.39278 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),0.119757 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.307816 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.688354 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.470517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.21428 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.362435 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.300145 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.351454 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.309645 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.00868561 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.206674 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.152155 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.0979763 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.246208 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.230328 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.342696 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.433763 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.359665 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.454515 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.600538 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.449318 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.567993 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.364738 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.821946 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.232938 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.410233 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.412762 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.326098 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.351988 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.349333 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.28295 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.584097 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.38852 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.855698 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.206342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.00135176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.735407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.356374 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.4054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.403301 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.391981 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.380891 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.435335 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.295749 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.519844 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.553231 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.441875 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.613081 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.698879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.281571 # DEPENDENCYPART_GRANDPAR
