# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(2,7),(7,4),-0.122299 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0231681 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.185218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0815143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.453549 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.127702 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0680954 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.32123 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.208085 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.117349 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.358523 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.12865 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),0.157377 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.578901 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.77777 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.481813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.167507 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.122299 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0231681 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.185218 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.0913056 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0866089 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.123671 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.366002 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0680954 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.32123 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.208085 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.117349 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.358523 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.12865 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),0.157377 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.578901 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-0.717958 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.638789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),-0.188995 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),-0.0728085 # DEPENDENCYPART_GRANDPAR
(2,22),(22,5),0.0280894 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.154566 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.0656696 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.0816876 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.141068 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.327967 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.163736 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.165212 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.336815 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.357265 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.244119 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.214465 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.00971771 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.394557 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.0316541 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.450892 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.322587 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.596134 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.282848 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.52272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.71036 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.362405 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.525799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.401812 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.54397 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.228963 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.0774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.212752 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.144409 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.123678 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.107063 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0397163 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.197541 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.108899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.0153178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),0.00792432 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.19761 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.167363 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.0736612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.07744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.00887716 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.158713 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.135913 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0828367 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0919207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.240661 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.108003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.0136429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-1.1854 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.318507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0948976 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.01875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0146503 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.142183 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0115014 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0984165 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.14829 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0857465 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.00450268 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.127695 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0720782 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0205847 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),0.154135 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.00671368 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),0.10208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-1.11479 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0490557 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0371167 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.119439 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0791023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.07746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.00857873 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.116647 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0531247 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.22267 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.249616 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.318507 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.0948976 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.01875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0146503 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.142183 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0115014 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.242582 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0364941 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.197648 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.144035 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.00450268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.127695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0720782 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0205847 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.154135 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.00671368 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.10208 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-1.11479 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.197648 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0791877 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.179757 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.154135 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),0.10208 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.318507 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.0948976 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.01875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.0146503 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.142183 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.0115014 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.242582 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0364941 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.197648 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.144035 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0791877 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0444407 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.179757 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.134253 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0205847 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.182973 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),0.154135 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.00671368 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.248992 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),0.10208 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-1.11479 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.162618 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0992513 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.240509 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.142183 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.242582 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.197648 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.0791877 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.0444407 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.179757 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.134253 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0786369 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0283587 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.112969 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.00671368 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.248992 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.27948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.112707 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.304066 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.300132 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.103687 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.198377 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.425843 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.267082 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.274523 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.480523 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.424907 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.290605 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.196135 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.198694 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.404938 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.583304 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.382953 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-1.30615 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.179757 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.134253 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.0786369 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),0.112969 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),0.147576 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),0.183413 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.23185 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-1.11479 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.000836681 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),0.349011 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-1.07075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),-0.0315773 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.269374 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.129204 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.160271 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.163685 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),-0.271972 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.257 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.0031237 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.0930423 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.256588 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.216565 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.160948 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.109124 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),0.023253 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.065265 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.251584 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.308682 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.337863 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-1.13557 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.149621 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.26747 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.685899 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.679745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.784555 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.614261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.09057 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.127372 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.309931 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.979857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.765094 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.673095 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.666225 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.723275 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.630773 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.840591 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.771035 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.668746 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.803771 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.895114 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.756443 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.522282 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.877993 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.875543 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.877307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.669871 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.09916 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.450357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.702647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.649607 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.506823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.282453 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.322537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.420194 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.307816 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.544274 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.395513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.292249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.790064 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.500801 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.758593 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.660473 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.6405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.377201 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.305932 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.367509 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.535455 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.417134 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.327193 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.44987 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.541213 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.41489 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.524092 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.612679 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.295671 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.824162 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.500801 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.758593 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.660473 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.6405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.377201 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.305932 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.178283 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.335381 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.273877 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.480276 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.327193 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.44987 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.541213 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.41489 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.524092 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.612679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.295671 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.824162 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.500801 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.758593 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.660473 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.6405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.377201 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.305932 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.178283 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.335381 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.273877 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.480276 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.283093 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.198235 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.364629 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.315829 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.41489 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.222969 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.524092 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.612679 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.523406 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.295671 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.824162 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.69899 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.634092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.38022 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.357776 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.287605 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.338401 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.525666 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.392415 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.286477 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.425151 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.516494 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.374174 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.178269 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.499373 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.552331 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.482441 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.36508 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.735803 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.482326 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.745101 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.716421 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.600757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.367471 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),-0.311984 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),-0.254767 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.325652 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.275015 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.479888 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.359576 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.356667 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.387089 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.392313 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.483656 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.444365 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.147792 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.466534 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.373583 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.533043 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.465849 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.721165 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.334729 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.343841 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.106275 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.448361 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.565106 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.431636 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.939858 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.434247 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0988087 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.120341 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.10268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.808283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.409663 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.617253 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.457211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.454826 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.526409 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.501812 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.758037 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.532368 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.505843 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.537602 # DEPENDENCYPART_GRANDPAR
