# _root_ A társaság a HungarHotelst nem tudja ugyan megvenni , mégis tovább működött , fb-elnöki tisztéről Récsey 1998 áprilisában mondott le .
#goldHeads=2,6,4,8,6,10,6,6,10,0,12,10,10,15,19,19,18,19,10,19,10,
#predictedHeads=2,6,4,6,6,10,6,6,10,0,12,10,12,15,19,18,18,19,10,19,10,
(4,2),(2,4),-1.07266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.842506 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.584265 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.922085 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0478263 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.106382 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0669347 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.442651 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.474934 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.852743 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0648585 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0970496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.168408 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.451012 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.46772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.484261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0628275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0940119 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.296464 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.167011 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.167296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.322623 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.177342 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.479561 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.478866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.494517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.49531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.460529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0817389 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0498206 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.232101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.120694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.231009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0937892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.25826 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.362483 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.394423 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.494204 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.292242 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.577304 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.098203 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.347836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.471832 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.479024 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.494528 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.495469 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.460433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.0819626 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.0482997 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0254785 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.302782 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0999449 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.192249 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.106899 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.328941 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.34477 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.427278 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.526243 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.314649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.611191 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.342013 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.470922 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.489653 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.192284 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.42953 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.22013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,19),-0.34954 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.22598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.433651 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.219529 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.240282 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.00832563 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.223781 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.0916267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.295188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.282353 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.185615 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.04895 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.33398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.101405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.311557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.899902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.382734 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.258732 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.407818 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.299056 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.254508 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.272427 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.954482 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),0.0534214 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.0241771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.286522 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.0714964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.773093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.272821 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0724531 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.184992 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.104082 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.102204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0682289 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.342389 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.118559 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.155562 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.239194 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.254036 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.134424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.215754 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.798814 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.334011 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.101436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.311621 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.893715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0497517 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.139518 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.204043 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.344827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.318655 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.293854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.582371 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.3885 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.424963 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.513026 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.523917 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.292026 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.967843 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.0890666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.772143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.0132225 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.224063 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.356828 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.148457 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.184955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.291057 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.283909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0920854 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.824552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.0511109 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.0254064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.284212 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.0730494 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.782607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.261601 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0203433 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0844862 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.174914 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.143974 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0670667 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.343618 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.111568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.148572 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.240985 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.247046 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.130555 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.211727 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.806773 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.00117461 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.218983 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0859465 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0631605 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0257437 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.295384 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.31425 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.394339 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.160525 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.402544 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.353894 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.169966 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.306236 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.727773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.265766 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0302617 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.051496 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.160927 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.11526 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.10787 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0557202 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.252774 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.128001 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.281791 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.226956 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.353894 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.11558 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0554007 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.253737 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.105381 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.281788 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.226948 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.056227 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0929147 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.151753 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.187926 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.353894 # DEPENDENCYPART_GRANDPAR
(6,18),(18,7),0.265438 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0511689 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.161255 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.115587 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.0553931 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.253744 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.105401 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.141574 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.28575 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),0.0528724 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.0244204 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),0.285973 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.071876 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.781408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.266105 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0191448 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.086309 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.17041 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.147864 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0576227 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0820848 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.370918 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.191799 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.227354 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.340104 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.325837 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.21131 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.796213 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.772473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.200803 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.0135518 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.0633009 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.223112 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0638295 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.391994 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.217465 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.352127 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.0959893 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.833184 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.335313 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.421594 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.123425 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.289681 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.934682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.968778 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.352525 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.150391 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.388871 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0507025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0646406 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.890037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.532034 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.562008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.930383 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.956568 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.276701 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.109382 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.313047 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.129651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0534207 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.23267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.852169 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.874699 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.856352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.888515 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.09833 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.927314 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.04314 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.13355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.32232 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.800194 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.21599 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.25083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.883816 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.20715 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.12188 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.00086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.13307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.827573 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.18069 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.462208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.151138 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0618355 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.175514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.198125 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.203752 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.345164 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.138714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.327817 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.191619 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.220029 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.349534 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.126183 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.574758 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.799827 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.811285 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.533492 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.938953 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.469254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0701551 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0889232 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.194445 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.259613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.260278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.38383 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.154364 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.343071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.228539 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.236252 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.41661 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.55747 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.12252 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.00096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.13371 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.827835 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.18108 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.449457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.00330367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.168558 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0653595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.268679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.174065 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.32866 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.1066 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.295702 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.175654 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.187914 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.334986 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.102095 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.564997 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-1.12207 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-1.00091 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-1.13327 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.827681 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-1.1808 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.455001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.0136111 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.17831 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.0709034 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.289595 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.260599 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.230925 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.374935 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.232629 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.420493 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.193167 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.315197 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.110974 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.568442 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.083204 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.258963 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.370994 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.233 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.457274 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.24348 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.027202 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.138987 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.203165 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.357258 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.57677 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.228672 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.737196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.38009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.293543 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.06665 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0195484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.194212 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.210819 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.416701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.117244 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.162811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.680983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.319872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.33847 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.0453772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.267726 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.382984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.58199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.28637 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.320969 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.330142 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.152834 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.237939 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.181945 # DEPENDENCYPART_GRANDPAR
