# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(0,7),(7,23),0.290587 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),2.50308 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.612429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.280239 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.578011 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.251791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0995826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.607093 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.684108 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.133628 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.270639 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.432061 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0174525 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0714477 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.218998 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.297498 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.211362 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.285667 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.138799 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.221791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),2.49296 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.452711 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.103182 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.421504 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0610643 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0586874 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.182286 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.239753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.32824 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.331644 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.40687 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.333239 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.271203 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.00265225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.153715 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.289359 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.126927 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.141289 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.216871 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.114654 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.290587 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),2.50308 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.17891 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.454015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.245864 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.000632052 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.116504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0179335 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0208456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.65978 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.17891 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.454015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.24586 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0272635 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.079486 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0179332 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0305156 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.0208456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.65978 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.612913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.275138 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.184942 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0302902 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0374722 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.118732 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0835896 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.0645954 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0758726 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.326205 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.32768 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.474428 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.328988 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.330176 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.226517 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.14687 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.252889 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.440798 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.440455 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.299046 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.676633 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.184184 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.523668 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.422717 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.544016 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.414601 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.511749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.0900341 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0209434 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.00992269 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.45297 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.394957 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0938954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.248967 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.262652 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.330631 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.347666 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.503215 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.38034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.320868 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.344161 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.234383 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.302941 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.348272 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.5889 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.656452 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.761296 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.11739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.555538 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.597189 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.735565 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.555133 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.582585 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),0.174458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.0571646 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.0955784 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.519457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.179911 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0679174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.13358 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.192706 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.565717 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),0.23718 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),0.00437197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.16955 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.677136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.130716 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.116928 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0162693 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.167108 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.179049 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.34598 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.285912 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.540784 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.304612 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.335348 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.48269 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.146641 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.36179 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.242348 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.519034 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.37053 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.58257 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),0.00437197 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),0.16955 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.677136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.130716 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.116928 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.157029 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0336053 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0384692 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0874733 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.404068 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.540784 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.304612 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.335348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.48269 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.146641 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.36179 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.242348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.519034 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.27412 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.37053 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.58257 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.29791 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.223254 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.7265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.538779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.247875 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.188238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.531254 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.297556 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.143714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.401045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.7265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.997932 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.614127 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.538779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.2465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.721082 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.682236 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.812516 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.784559 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.567544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.230303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.262857 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.12263 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.907734 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.734741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.707768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.817571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.810073 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.546154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.199288 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.233132 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.176985 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.00386247 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0271521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0523798 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.00383421 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0935706 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.135096 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.10139 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0519384 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0740306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.132699 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.0549299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),0.165256 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.81314 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.644607 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.785567 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.74693 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.702755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.336437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.686288 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.424667 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.200754 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.195603 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.296053 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.230402 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0876596 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.11874 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.124409 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0577642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.277685 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.271046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.0574989 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.920006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.696091 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.622033 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.343611 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.271307 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.154387 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.185686 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.211001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0464468 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0772192 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.00960608 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.000268268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.0162814 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.952515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.784559 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.567543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.541149 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.168893 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.151437 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0819627 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.0436115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.00852727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.0547673 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.0493413 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.150798 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.0693882 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.907734 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.707768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.817571 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.810073 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.546154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.199288 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.569951 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.319524 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.151271 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0816565 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0792461 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.00383421 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0935706 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.135096 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.10139 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.0519384 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0740306 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.132699 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.0549299 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.133812 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),0.165256 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.81314 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.125917 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.201587 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0689729 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.567543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),-0.541149 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.168893 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.151433 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0819563 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0464573 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0162702 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.00838004 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.00857091 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.0694319 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.682236 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.784559 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.56785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.165279 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.541154 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.168898 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.151436 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0819638 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0464659 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.016269 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0083648 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0614757 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.0502764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0518065 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0492397 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.150872 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),0.0693143 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.907855 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.249923 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.262212 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.0297365 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.622102 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.192464 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.162949 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.0845266 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.115307 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0589287 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.00958176 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.233585 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.252067 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.0133987 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.945993 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.0162674 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.0763 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.0631606 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.00947057 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.628893 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.126584 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.196574 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.132642 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.0886302 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.119327 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.0424447 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.0187987 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.0230707 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.0276315 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.278656 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.151433 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.0819563 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.0162674 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.00838004 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.0614843 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.0307875 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.116177 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.0763 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.0631606 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.00947057 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.128539 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.0348685 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.970579 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0319217 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.797488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,12),-0.548017 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.996309 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0813092 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.533414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.972784 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.215769 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.597435 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.797488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.765427 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.477789 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.548017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-0.897188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.22318 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.660817 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0955823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.345538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.270523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0972686 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.0582134 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.152709 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.15371 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.0531139 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.293082 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.0552381 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.196743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.116098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),0.0660508 # DEPENDENCYPART_GRANDPAR
