# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(6,9),(6,27),0.0787788 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0587881 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.056749 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0587881 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.0479189 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.073739 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0510458 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.211165 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00606787 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.0673077 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.211166 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.123795 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.210657 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.14817 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.211968 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0222401 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.145059 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0415698 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00175764 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0222401 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0415698 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.145694 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.181313 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0760175 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0686497 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0760176 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00413308 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.143537 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0107148 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00436522 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.00413308 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0107163 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.143537 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0540812 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0908644 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.118256 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0211456 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.145913 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.028173 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0153962 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0211456 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0281735 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.144729 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0420953 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.261278 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0430013 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.159517 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0513266 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0425916 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0430013 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0513266 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.159517 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.137258 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0211473 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.14601 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0281771 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0153978 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0211473 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0281777 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.144827 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0387008 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0162561 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.253483 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0376144 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0323335 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.253483 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0162578 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.0880384 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0440677 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0243787 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0715372 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0440677 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.00920605 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.0439957 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00134057 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.10174 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0106143 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0203734 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0753203 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.010082 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.02187 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0268486 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0258189 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.253483 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0162578 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.0880384 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0203734 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.075322 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.044642 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.075789 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0757891 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.104465 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00938761 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.127252 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0141959 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0396371 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.127252 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00938761 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0141974 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.088951 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0763161 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.156204 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00703964 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.102206 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0145731 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.011468 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.101022 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00703964 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0145737 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0631165 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.155721 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00704128 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.102303 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0145773 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0114696 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.10112 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00704128 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0145778 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.059722 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0319044 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.151072 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0258506 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0486243 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.151707 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0319044 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0258506 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.170789 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.000651375 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.229111 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0573866 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.000649699 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0522914 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.229111 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0493057 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0187745 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0487565 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0142236 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0411953 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0187745 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.00256837 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0292274 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0126786 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0905215 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.00206778 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0491696 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00442427 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.010407 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00732444 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0261616 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0400712 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0182023 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.00192214 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.229111 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0493057 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.0491712 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.421267 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00953276 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0252776 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0250068 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0308645 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0959239 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0590521 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0253427 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00966255 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0069518 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0593043 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.162886 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.220153 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0100311 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0590964 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0129962 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0209427 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.190771 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0365673 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00331961 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00907785 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0086177 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0285178 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00455741 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0361893 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00159237 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0683933 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.43785 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00784826 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00465947 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.033508 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0408511 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.00687885 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0528774 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0252477 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.192512 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.634018 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00969656 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00328175 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00283978 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.00765515 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.0450761 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.109489 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0955111 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.214346 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0186742 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0279583 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.04561 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0390688 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.10516 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.19704 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.641687 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00969527 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00337853 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00283849 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00765816 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.041682 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0483198 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.027804 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0119427 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00208067 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0376264 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.11337 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0321431 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00844461 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0346477 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0278874 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0238545 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0143134 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0150732 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.00606787 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.0673077 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.103086 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.058216 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0485651 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.425607 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0787788 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.211166 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0824895 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0203909 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0344252 # DEPENDENCYPART_SIBL
(11,1),(11,5),-3.8431e-05 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0326383 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0286025 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0424837 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0530288 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0325107 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0659061 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0156028 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0543183 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.000661917 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0183365 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0352994 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0328038 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0199546 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.000661917 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0189378 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0223594 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.000661917 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.000661917 # DEPENDENCYPART_SIBL
(11,1),(11,27),0.0948796 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.000852988 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0185379 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00455912 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0154399 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0361726 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0797567 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0102096 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0153974 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0145096 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.033915 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0223062 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0200098 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0372725 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0270737 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0225277 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0109907 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0200098 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0140994 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.000985101 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0200098 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0200098 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0666762 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0200421 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0199284 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0231401 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0104572 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.048641 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0414583 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0231826 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0258439 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0048409 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00647687 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0127891 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00441372 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0232834 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0181704 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0142806 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0127891 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.00243117 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0339426 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0127891 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0127891 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.00117238 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.007547 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0341298 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0506331 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0503 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0951063 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0341723 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0195062 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0434291 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0213812 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00656058 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0304029 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00471037 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0249935 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0233887 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00656058 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0174234 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0109226 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.00656058 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.00656058 # DEPENDENCYPART_SIBL
(11,4),(11,27),0.00786329 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.109621 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0429124 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00764446 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0397287 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.109578 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0379242 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0158043 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0246048 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.000537943 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0354383 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0198408 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00440581 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.000367871 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.000537943 # DEPENDENCYPART_SIBL
(11,5),(11,22),2.02473e-05 # DEPENDENCYPART_SIBL
(11,5),(11,24),-0.0054296 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.000537943 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.000537943 # DEPENDENCYPART_SIBL
(11,5),(11,27),0.0245246 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0491274 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0518057 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0959098 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0337062 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0178056 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0451297 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0230819 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00816574 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0321035 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00300973 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0266942 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0250894 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.00816574 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0191227 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0126232 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.00816574 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.00816574 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.000635878 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0646225 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0164669 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0287294 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0370554 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.01954 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0904536 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00731094 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0599017 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.033728 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.002339 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00889614 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00731094 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0602095 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0235979 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.00731094 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.00731094 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.0231502 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0497206 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0332781 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0408438 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00317693 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0686342 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0447841 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0329183 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0206123 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0140241 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00510779 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0447841 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0193243 # DEPENDENCYPART_SIBL
(11,8),(11,24),-8.446e-05 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.0447841 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0447841 # DEPENDENCYPART_SIBL
(11,8),(11,27),0.0182941 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00900026 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0188106 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.033517 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0116423 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0135292 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00664011 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00570501 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0147966 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0265461 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0135292 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00577345 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0219698 # DEPENDENCYPART_SIBL
(11,9),(11,25),-0.0135292 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0135292 # DEPENDENCYPART_SIBL
(11,9),(11,27),0.0180423 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0178056 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0451297 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0230819 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00816574 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0321035 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00300973 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0266942 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0250894 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.00816574 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0191227 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0126232 # DEPENDENCYPART_SIBL
