# _root_ E társaság tulajdonosai 150_millió forintot keresnek a Márkus_Kft.-n , mondván , ekkora összegben helyeztek el náluk importletétet .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
(6,3),(3,4),0.287881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.542334 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.30804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.599466 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.555041 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.381324 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.503849 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.467875 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.643864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.24623 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.229365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.1593 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.136686 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.18905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.383207 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.435944 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.384753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.348881 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.13911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.311513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.204796 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.175926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.251783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.599468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.555041 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.381325 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.467875 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.220772 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.101795 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0311063 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0506031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.137736 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.133658 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0389435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.03229 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.0712465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.0940373 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.261699 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.116481 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.173066 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0869349 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.114376 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.116809 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.045854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0487453 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.814944 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.10599 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.0806167 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.439073 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.883556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.191497 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.160927 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.118057 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.109735 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.140495 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0876805 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0362179 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0156351 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0254711 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.771843 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.307279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.394653 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.417442 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.158382 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.0616963 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.804977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.220179 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0051031 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0534886 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0434547 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.00229685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0876326 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0311796 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),0.0246162 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),0.0482578 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),0.0259923 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),0.209427 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.387434 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.852491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.149519 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0651278 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.192626 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.069278 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.141435 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.000423572 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0560019 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0494515 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0338798 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0834669 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.837101 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.843278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,13),0.0204542 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.103235 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.858953 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.845117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,11),-0.113936 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0113731 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0899912 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.848315 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.220772 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.00569616 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0428617 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0882256 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.127196 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0278523 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0500126 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.817046 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.20588 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.17433 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.939639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.732972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.240674 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.167525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0249213 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.195542 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.160924 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.204856 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.48676 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.899608 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.873241 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.633115 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.308386 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.774734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.272418 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.114582 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.140711 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.176692 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.133043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.24334 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.19977 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.186414 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.457403 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.980831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.33402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.30246 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.27782 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.06776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.779512 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.841482 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.628567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.226011 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.11237 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0943044 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0897554 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.17267 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.935763 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.27291 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.2411 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.20766 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.00355 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.794985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.778761 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.782087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.357665 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0711404 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.225958 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.117043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.195568 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.199847 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.173337 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.151264 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.435031 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.841482 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.628558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),-0.112361 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0897644 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0418534 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.177731 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.135196 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.417702 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0198411 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.107963 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0608789 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.138656 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.15919 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.0275096 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0236232 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0598739 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.059731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.142079 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.158867 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.176332 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0158679 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.489728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.214569 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.0275096 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.241188 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.42357 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0241096 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0591232 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.030307 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0191922 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.177957 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0134977 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.489728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,14),-0.0275096 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.110523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0155354 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.489728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.214569 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.0329851 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.0286782 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.0275096 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.241188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.287928 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.257597 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.223732 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.0653492 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.190706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.330631 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.0760239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.181215 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.448187 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.345602 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.220662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.20217 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.235677 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0718953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.381212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.458523 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.425602 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.346708 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.39445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.244156 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.253463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.36142 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.443398 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.118783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.213293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.407097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.156449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.373015 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.445695 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.412513 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.314367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.37851 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.300245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.233856 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.348332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.490511 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.0809523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0487685 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.425762 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.439604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.269897 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.237423 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.245755 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.034641 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.253463 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.36142 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.118783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.407097 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.506446 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.276271 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.253634 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.139142 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.261496 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0253598 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.149817 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.199528 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.219447 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.97008 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.257827 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.00164523 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.147153 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.19937 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.221632 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.012199 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0133642 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.00348718 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.186601 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.97008 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.772741 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.78252 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.257687 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.00277395 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0916136 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.115635 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0106184 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0139724 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.000700467 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.97008 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.24888 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0509903 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0442168 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.164592 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.199431 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.00466089 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.00838184 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0780754 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0434132 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.27804 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.840876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.936017 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.05663 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.480024 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.551911 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.795219 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.821215 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0314246 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0162673 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.000590543 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.183697 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.810117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.914323 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.97008 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.772741 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.080879 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.171635 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0642121 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.148619 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.140033 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.337874 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.776566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.826117 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.972286 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.684535 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.77696 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.194083 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.496306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.585097 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.261241 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.355119 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.652449 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.438197 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.562999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.428962 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.385403 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.628927 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.381396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,17),-0.277419 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.225146 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.519238 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.607768 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.258196 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.37494 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.739098 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.449761 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.585671 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.508078 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.422267 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.708043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.317099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.338985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.019146 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0945107 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.231453 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.380069 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.654268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.4869 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.36465 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.500098 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.654081 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.620055 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.486909 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.361513 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.496646 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.438197 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.562999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.385403 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.381396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.361863 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0330488 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.129313 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.449839 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.995096 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-1.02345 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.503019 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.769265 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.237455 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.489918 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.351432 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.288211 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.450525 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.378607 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-0.468331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
