# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(11,15),(15,8),-0.437869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.587868 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.783272 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.127724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.192073 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.246791 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.486681 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.161991 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.167692 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.269742 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.401271 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.86463 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.09989 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.547321 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.892357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.611098 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.477752 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.628976 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.824655 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.168042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.182372 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.235482 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.42828 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.452905 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.280959 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.323699 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.346915 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.412336 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.344634 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.498491 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.208658 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.340387 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0571642 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.156064 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.432793 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.311112 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.81094 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.420455 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.722642 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.623534 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.843099 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.376054 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.351482 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.505339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.211667 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.450413 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.338734 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0761307 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.118315 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.436795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.311082 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.810939 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.420425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.722642 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.623534 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.843099 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.487879 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.642029 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.31373 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.588118 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0669516 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.220031 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.3511 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.693166 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.289755 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.786886 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.399364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.721789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.633167 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.8405 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.952707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.902837 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.681078 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.496271 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.663636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.86978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.822134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.477334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.0200035 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.266031 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.105341 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.774873 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.850497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.00604 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.626357 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.956055 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.725099 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.367318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.53266 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.716971 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.883598 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.826307 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.445118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.172193 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00592865 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.365833 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.25299 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.796433 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.952706 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.902836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.496271 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.663635 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.86978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.822134 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.489614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0743694 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.386544 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.389336 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.266031 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0997211 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.525319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.874726 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.825194 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.399566 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0612024 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.436244 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.560425 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.812506 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.968512 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.599154 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.918531 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.366375 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.505454 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.679451 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.879372 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.833357 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.565232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.00346133 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.378338 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.113473 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.466628 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.177535 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.53988 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.762723 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.918966 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.869098 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.629894 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.874736 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.0527981 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.378635 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.057231 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.454143 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.284599 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.556174 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.264657 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.491806 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.292907 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.668438 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.32591 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.471787 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.574733 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.158707 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.320686 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.298452 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.293889 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.159675 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.828147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.509767 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.394989 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.487187 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.471625 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.668438 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.2484 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.24248 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.787695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,1),-0.295582 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.65909 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.758742 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.291397 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.749036 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.317106 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.385568 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.214599 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.281376 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.483301 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.586246 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.165447 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.571479 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.225689 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.209936 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.275453 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.159658 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.828117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.509766 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.394959 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.487187 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.471625 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.668438 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.645596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.752628 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.317774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.738876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.421475 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.427146 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.410904 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.303707 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.799535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.473389 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.366642 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.479378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.473429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.658018 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.647986 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.31907 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.24819 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.680899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.338057 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.247892 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.30648 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.366242 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.355327 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.418655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.629239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.996299 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.10759 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.09268 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.70258 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.765723 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.489629 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.562774 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.86124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.37152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0192395 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.182093 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.163304 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.168522 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.380824 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.0105 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.12152 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.601372 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.1065 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.708363 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.710457 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.779662 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.498717 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.572813 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.874518 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.405176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0194597 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0277338 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0699204 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.205497 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.343977 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.974592 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.08585 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-1.07094 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.743985 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.503031 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.421516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0676967 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0113761 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.201954 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.152878 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.377531 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.852801 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.8777 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.801922 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.501538 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.739361 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.912312 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.670119 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.491939 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.589657 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.178558 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.93562 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.790373 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.624883 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.75946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.715275 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.37841 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.503616 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.270657 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0348476 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.938164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.527495 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.403564 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.338055 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.739365 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.840139 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.461636 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.116639 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.851466 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.485644 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.314419 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.524669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,17),-0.0825839 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.000596901 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.493145 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.912696 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.671185 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.493006 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.712009 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.687376 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.656005 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.466716 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.178558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.894724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.79382 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.62833 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.767631 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.811859 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.615637 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.462302 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.479336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.269602 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.029733 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.938157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.527459 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.40356 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.338051 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.739361 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.844106 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.68066 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.858492 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.866603 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.619631 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.56984 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.676215 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.421645 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.105059 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.881244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.469917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.376233 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.323124 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.710735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.834296 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.64253 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.312108 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.134367 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.478082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.112994 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.187922 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0341619 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),0.0366023 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.241685 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.464055 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.509568 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.703939 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.666571 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.434176 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.50464 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.237076 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.150273 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.274041 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.474604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.325903 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.563243 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.19211 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.04208 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.21924 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.888438 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.03765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.64347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.546978 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.758151 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.5474 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.428138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.0366098 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.101263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.133022 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.291624 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.18422 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.03392 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.16563 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.21086 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.902134 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.876367 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.0295 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.635476 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.540364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.750809 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.535329 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.44287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0458263 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.00216584 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.299497 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.372581 # DEPENDENCYPART_GRANDPAR
