# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(2,12),(12,20),-0.133821 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.696703 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.128044 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.139336 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0875017 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.00421123 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.156314 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0824325 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0166656 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0562023 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.2859 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0771618 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0765282 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.0988959 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.710443 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-1.04969 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.319914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.155795 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.0581607 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.150216 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0535063 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.183914 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.195205 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.143194 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0166883 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.303733 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.0585603 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.00686316 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.197837 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.314438 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.171305 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.129791 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.480315 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.192649 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.738661 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.00221067 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.159724 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0846491 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0135786 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.16615 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.00164797 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.0942598 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.381145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.125519 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.0840066 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.126811 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.0361245 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.210766 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.0653393 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.00926917 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.206401 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0222695 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.283054 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.0938924 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-1.04143 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.394661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,5),0.0691574 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.150961 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.264973 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.276264 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.224253 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.0808272 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.30337 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0101042 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.104318 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.259372 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.0824834 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.326694 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.172686 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.425142 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.145449 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.706767 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.282808 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.0345244 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.496004 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.724355 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.655897 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.606966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.586402 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.978302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.246607 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.606881 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.654475 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.577571 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.644839 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.597288 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.541491 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.740857 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.645152 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.835253 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.652036 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.733305 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.810181 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.01511 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.979815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.507761 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.364414 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.79396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.549018 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.753118 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.523238 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.06401 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.609829 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.479713 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.533151 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.74967 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.559199 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.13633 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.538922 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.978226 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.972843 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.378458 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.256939 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.689984 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.821917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.696141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.23158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.852646 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.26689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.179981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.117105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.658853 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.10831 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.140136 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.112111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.821917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.696141 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.23158 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.852646 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.26689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.179981 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.226044 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.658853 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.10831 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.821917 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.696141 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.23158 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.852646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.27077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.182621 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.229932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-5.12725e-05 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.13786 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.140244 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.112215 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.570997 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.608101 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.765129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.756702 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.32553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.210539 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.284689 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0548089 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.596619 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.230988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.131421 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.166181 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.362165 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.191476 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.701479 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.15625 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.543379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.683562 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.863648 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.733438 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.16885 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.778494 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.42117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.315929 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.38033 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.15045 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.691718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.101448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0328633 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.219977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.229146 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.416431 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.243464 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.709516 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.202597 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.528482 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.551027 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.618876 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.867479 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.735958 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.16937 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.780241 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.43532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.30942 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.394474 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.164593 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.705861 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.103152 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0551925 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.194906 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.240115 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.00304469 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.223559 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.721719 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.227542 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.547422 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.56323 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.62412 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.863357 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.733432 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.41776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.296018 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.376914 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.147034 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.688301 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.0878997 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.00261712 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.176803 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.226713 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.0196948 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.294446 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.005776 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.760121 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.528792 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.553052 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.623503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0783777 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.154691 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.207345 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.013757 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.888595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.250919 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.625089 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.794144 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.41966 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.655111 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.774947 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.687978 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.668264 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.577611 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.600128 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.853471 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.168735 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0409745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.215534 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0192338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0422313 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.172493 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.159494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0144693 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.959452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.321776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.695929 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.413885 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.774784 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.75361 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.558247 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.884395 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.392533 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.398227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.757126 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.642922 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.69571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.415504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.361521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.21993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0311465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.392533 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.398227 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.757126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.642923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.69571 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.415504 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.365408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.272267 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0778071 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.262205 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.150905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.192899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.488729 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.335745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.546979 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.576703 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.3558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.420166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.21751 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.157696 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.415304 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0713683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.288141 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.387442 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.320255 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.233417 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.194939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.165281 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.56419 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.446411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.191265 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.183394 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0129636 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0136028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.353317 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0937842 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.336323 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.234798 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.127381 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.141386 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.0592459 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.437751 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.433973 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.435518 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.629923 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.423314 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.512391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.125285 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.249378 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0107362 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0194397 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.361119 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.16666 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.102265 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.319724 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.134555 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.292059 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.411015 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.174954 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.504131 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.218011 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.331609 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.171879 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.219431 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.00262206 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.936105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.580953 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.685845 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.565408 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.743983 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.657737 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.76681 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.837847 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.599261 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.840368 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.92511 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.345653 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.138264 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.483725 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.158867 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.221469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.440685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.336412 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.220143 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.112189 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.00696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.651794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.542238 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.666485 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.6364 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.579897 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.956034 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.158867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.221469 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.440685 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.336412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.183253 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.247149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.00696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.651794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.542238 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.808902 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.579897 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.532167 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.577465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.02532 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.81984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.660244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.621178 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.485743 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.412918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,13),-0.223555 # DEPENDENCYPART_GRANDPAR
