# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(11,15),(15,18),-0.0251126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.174936 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.537787 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.508848 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.358831 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.918633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.403485 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.34732 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.686199 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.846404 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.66254 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.71426 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.498927 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.37368 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.872758 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.653404 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.889647 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.740622 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.624465 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.726033 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.445464 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.380195 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.996156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.481007 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.428957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.60837 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.48211 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.543192 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.773876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.382181 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.530847 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.82043 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.31951 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.18738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.829121 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.05015 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.892218 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.673359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.870651 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.457452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0553474 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0583531 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.161036 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0991974 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.40583 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.290885 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.672544 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.3584 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.528913 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.277667 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.252356 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.171155 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.0197013 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.35545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.610592 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.935262 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.961902 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-1.35257 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.142267 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.3584 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.528913 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.277667 # DEPENDENCYPART_GRANDPAR
(13,3),(3,14),-0.610592 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.935262 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.961902 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-1.35006 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.13476 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.792454 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.384324 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0704051 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.277667 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.252356 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.35545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,18),-0.935262 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.961902 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.35681 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.242584 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.123074 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.21635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),-1.35257 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.142267 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.794965 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0829524 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.653978 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0816577 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.37918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.821578 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.55316 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.310828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.680598 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.472427 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.146218 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.40139 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.128858 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.00974299 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.29388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.595238 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.946342 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.674257 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.975906 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.935865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.265935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.868819 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.087428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0771821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.378042 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.192049 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.186425 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.7665 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.2089 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.732885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.06792 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.652153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.78871 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.541759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.294443 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.519003 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.764556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.559022 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.440091 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.454674 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.671697 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.606133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.82808 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.27047 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.12949 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.678702 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.470841 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.850286 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.557112 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.361598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.580579 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.757521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.224635 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.331229 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.531726 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.56756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.451877 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.863892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.232993 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.516359 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.630706 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.635552 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0950596 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.118105 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0885388 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.057466 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0322111 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.020761 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.0358685 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.170937 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.181098 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.500655 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.474923 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.82989 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.180186 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0596714 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0885388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.057466 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.0322111 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,18),-0.474923 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.82989 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.180189 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0571921 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.180545 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.120797 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0495099 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0322111 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.020761 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.181098 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.474923 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.82989 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.180186 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0596714 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.180541 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.04451 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.123307 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.00738377 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.216019 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.216374 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.236571 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0248021 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.15915 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.180243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0619284 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.11903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0718524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0921312 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.105158 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.06263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.48605 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.372238 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.573016 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.850853 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.109306 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.400098 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0417102 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.00458393 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0848315 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0534504 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0521139 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.500655 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.180186 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.180541 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.120793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.123307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0644654 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.00738377 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0831972 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0534375 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0493141 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.106603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.500656 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.421005 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.915438 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.915794 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.857807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.507776 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.427299 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.81845 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.508487 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.483997 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.629196 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.61659 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.553244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0446156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.120565 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.494 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.521888 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.509282 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.46863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.270208 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.155047 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.434962 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.811334 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.811689 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.540535 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.753701 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.714345 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.525092 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.512486 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.454226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.318338 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.146097 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.186897 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.399094 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.27727 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.796808 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.27763 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.906569 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.645143 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.21964 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.850242 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.68227 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.18028 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.846937 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.738968 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.99103 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.978424 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.582562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.200224 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0430605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0869392 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.165073 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.410154 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.112807 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.679423 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.325438 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.513509 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.156231 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.336948 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.132454 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),-0.109832 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.364555 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.0423736 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.14981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,18),-0.701042 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.69925 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-1.31639 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.0401026 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.325438 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.513509 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.156231 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.0423736 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.701042 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.69925 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-1.31388 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.0476096 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.797852 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.349933 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.057723 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.156231 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.336948 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.364555 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.701042 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.69925 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.235373 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.203884 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.252607 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.504424 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-1.31639 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),0.0401026 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.800364 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0451756 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.637094 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.203336 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-1.34443 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.828404 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.520197 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.186991 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.665142 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.350991 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0288305 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.48593 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.178871 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.11979 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.371591 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.0811677 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.08823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.449668 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.741686 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.673212 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.227234 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.01071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,5),0.0407001 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.198861 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.461154 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.15192 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.243593 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.14981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-1.31639 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.800364 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.352444 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.637094 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.183237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.203336 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.457889 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.150466 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.248069 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.235014 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0423736 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.14981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.430459 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-1.34443 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.828404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.520197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.665142 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.350991 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.48593 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.248454 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0159019 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.262464 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.513538 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.08823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.418981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.449668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.741686 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.673212 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.58141 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.833784 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.393334 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.658251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.396449 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.372899 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.73192 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.481819 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.2159 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.734292 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.454675 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.05264 # DEPENDENCYPART_GRANDPAR
