# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(4,6),(6,16),-0.234382 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.307746 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.579323 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.34827 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.512654 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.22319 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.65546 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.676243 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.456173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.0462588 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.477655 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.317251 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.126636 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.246789 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.175277 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.31932 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.16717 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.402932 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.336007 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.586175 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.344136 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.281152 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.684513 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.512654 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.328193 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.032116 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.813205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.179905 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.333984 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.447788 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0911659 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.818677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.706428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.524834 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.365169 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.686286 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.442891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.523161 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.577899 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.686483 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.714765 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.839897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.260942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.486555 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.403584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.811409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.660199 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.516363 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.441242 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.668536 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.840341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.205309 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.864314 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.77074 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.490479 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.429844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.334643 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.319739 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0462098 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.228908 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.118965 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.303527 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0920817 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.318066 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.286562 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.486465 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.300945 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.25399 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.635801 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.460621 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0543685 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.277799 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.257903 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0852909 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.15506 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.183944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0493867 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0692826 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.32178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.573351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.633895 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.241133 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.257502 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.31685 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.44594 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.560296 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.41973 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.22723 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.152612 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0641606 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.207778 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0605469 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.487183 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.41836 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.269994 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.15255 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.152563 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0642095 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.207826 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.107428 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.41836 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.269994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.15255 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.457186 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.601334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.323964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.343845 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.994969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.376761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.207604 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.289868 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.000453974 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0154483 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.239474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.251246 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.313223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.68985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.230334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.313471 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.960841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.42447 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.810444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.214948 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.227272 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.237597 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0620508 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0208375 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0802015 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.00493454 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.0748356 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.849637 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0171088 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.505418 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.514542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.369027 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.388908 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.768351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0883203 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.136236 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0561365 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.00915601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.118141 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0209876 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0661608 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.133468 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.818221 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.0207784 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.208124 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.106053 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.0861716 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.846896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.206189 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.249235 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0268552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.133049 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0881363 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0884386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0025388 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.00424212 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.37274 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0893763 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.215063 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.76648 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.50323 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.630777 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.359207 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.379088 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.02907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.500799 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.499384 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0930051 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0495614 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.113331 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.244297 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.39662 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.737101 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.31373 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.439772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-1.02624 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.00755865 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.296974 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.225178 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0506881 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.347281 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.0759634 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.24509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.0704519 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.169538 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.123091 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0669841 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0313741 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.365695 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.150821 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.505418 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.514542 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.369027 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.388908 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.768351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.0883171 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.138524 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0561365 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.00915561 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.295379 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.223581 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.168185 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0490911 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.350872 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0277119 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.324418 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.0701817 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.401297 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.0116927 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.0315739 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.823593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.233814 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.235882 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.0225193 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.132514 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.206403 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.133214 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.0226876 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.0270361 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.431463 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.111045 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.451136 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0253072 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.834887 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0840157 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0725901 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.128638 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.211505 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.306259 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.168022 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0823678 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.825839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.480397 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.514015 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.318271 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.484051 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.884794 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.46411 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.880424 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.00707044 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.142239 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.346858 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.243502 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.129434 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.146242 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.346433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.376195 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.850723 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.00707044 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.142239 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.346858 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.151778 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.346433 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.376195 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.850723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0292579 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.181994 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.39863 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.190599 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.286163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.202211 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.16503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.608512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.647504 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.86331 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.777435 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.645687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.858683 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.2678 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.902867 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.09413 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.756376 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.14738 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.145057 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.463947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.599441 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.214292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.381418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.388154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.207647 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0234585 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.151551 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.326658 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.386269 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.0314065 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.465633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.571561 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.351219 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.256464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.468393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.616747 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.302188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0803574 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0811615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.158614 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.244307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0668638 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.177871 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.543969 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.494507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.151767 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.291303 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.196548 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.426495 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.606625 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.338355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0299604 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0403555 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.171253 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.138995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0382109 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.194652 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.22441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0196441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.14136 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.52981 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.578191 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.201146 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.363632 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.268877 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.563764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.65167 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.245489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.24512 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.356961 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.138221 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.295848 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.195184 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.134552 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.022255 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.214304 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.379171 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0824675 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.293524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0325467 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0375172 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.553496 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0625329 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.312406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.137287 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.262542 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0252931 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.172718 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0373791 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.495218 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.142479 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.465633 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.571561 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.351219 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.256464 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.468393 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.616732 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.303153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.0816805 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.0824849 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.293543 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.0325293 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.209232 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0375346 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.554017 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.113002 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.147567 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.936796 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.539478 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.611031 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.516276 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.836811 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.964656 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.351323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.0100181 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.0107196 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.216333 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.077917 # DEPENDENCYPART_GRANDPAR
