# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(5,13),(13,6),0.318605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.377263 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.367051 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.266548 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.24419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.063888 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.17288 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.583 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.66252 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.00856 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.783301 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.07237 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.231141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.286547 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.332255 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.322954 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.156998 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.111182 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.124706 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.229095 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0325009 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.551138 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0124082 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.160695 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.132964 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.0974586 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0866438 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.598177 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.632557 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.486935 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.373824 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.233361 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.154471 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.546723 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.0145571 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.178642 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.289519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.428607 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.361701 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.831059 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.683138 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.548707 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.360672 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.424372 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.10145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.38498 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.845667 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.705011 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.763834 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.447428 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.374235 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.05857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.375107 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.531153 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.848754 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.540722 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.578586 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.539055 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.700833 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.859331 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.793178 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.913148 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.709535 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.78212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.390605 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.567883 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.07313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.582119 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.886052 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.578307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.572743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.738216 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.830339 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.907392 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.980592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.11843 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.663185 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.747708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.710907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0119361 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.263363 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.339755 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.273962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.0306 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.19889 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.675431 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.772833 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.720371 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.659144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0304855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.199954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.240584 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.518918 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.98692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.16028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.680596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.801429 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.792936 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.680753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0196652 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.18847 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.195685 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.208364 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.264633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.194127 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.302037 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.367384 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.409631 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.250831 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.462602 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.342959 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.52733 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.986977 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.16059 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.680758 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.801623 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.792938 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.682124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.0205444 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.203377 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.507627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.258801 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.244668 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.364106 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.256927 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.367397 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.407291 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.251963 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.460177 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.340619 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.308463 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.522954 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.256949 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.372264 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.391994 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.296781 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0345396 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.117379 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0265583 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.444638 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.241389 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.105041 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.146351 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.166551 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.224819 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.809758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.456309 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.192223 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.209526 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.100177 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0570748 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.291649 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.794093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.317588 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.453693 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.39538 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.536471 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.421221 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.250444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.559854 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.592507 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.638057 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.12377 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.192197 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0344871 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.145441 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.017326 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.800637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.354069 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.444922 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.532215 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.241673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.596335 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.639581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.550129 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.637087 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.428494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.50715 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.360208 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.124849 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.503084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,12),-0.196747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.144807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.299154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.507767 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.599735 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.43494 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.534444 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.432956 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.0825374 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.448089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.0233263 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.120016 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.106784 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0969852 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.262547 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.132418 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.264792 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.184561 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.105127 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0887247 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.216335 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.134954 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.256978 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.179113 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.374814 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.040844 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.226602 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.550129 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.124849 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.503084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,12),-0.212333 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.179113 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.37045 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.229002 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.153652 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.123093 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.162962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.231962 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0176037 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.462781 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.141579 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.336497 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.218711 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.189911 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.093295 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0751885 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.47728 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.446824 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.688158 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.198298 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0109843 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0744084 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0480742 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.686543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.447191 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.370358 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.314955 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.339774 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.12599 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.259088 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.608174 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.695428 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.433945 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.696759 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.299508 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.345288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0178671 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.757828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.508166 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.330453 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.39018 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.187132 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.614964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.706731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.280352 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.501297 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0834735 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.144219 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0273005 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.052925 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.752525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.463632 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.334265 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.14243 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.32507 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.722534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.37891 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.637796 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.239177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.207846 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0386436 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.695227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,14),-0.0882353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.267772 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.616859 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.733951 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.05964 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.564296 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.59895 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.449668 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.397111 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.404616 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.389502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0757429 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.029498 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.298393 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0785612 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.00121575 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.129673 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.112 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.00303333 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.290932 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.235582 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.102226 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.352137 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.162959 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.290264 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.290615 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.1285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,14),-0.372728 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0062331 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.173839 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.188783 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.177898 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.023949 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.22875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.12915 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.299477 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.303051 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.260512 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0441184 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0021603 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.220994 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.06344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.0342 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.263068 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.0805058 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.307668 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.265605 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.131069 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.963192 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.411205 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.603745 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.483091 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.580153 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.196876 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.00605258 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.32371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.462626 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.353924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.568026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.815901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-1.15837 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.114361 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.384041 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.250674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.326233 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.333228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0136542 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.215623 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.12878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.338476 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.373012 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.420917 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.04854 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0282735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.190932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.156397 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.167478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.168101 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.320388 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.347426 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.390556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.25602 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0062331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.220863 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.186348 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.237727 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.307273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.193674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0225447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.442349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.472979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.14168 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.51113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.536342 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0633025 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.764839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.0504845 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0195051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0313478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0360541 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.352731 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0989151 # DEPENDENCYPART_GRANDPAR
