# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(5,7),(5,22),-0.00885377 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0112608 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0112608 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0112608 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0254458 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0696478 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0612375 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00225794 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0608564 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00225794 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00491986 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0696478 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00040371 # DEPENDENCYPART_SIBL
(5,8),(5,20),2.04355e-05 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0610367 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.000994198 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.060858 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0608564 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0608564 # DEPENDENCYPART_SIBL
(5,8),(5,26),-0.0232893 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0112436 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0222168 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0116248 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0222168 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0153548 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0938962 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0212441 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.020389 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0114118 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.021923 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0116207 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0116248 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.0116248 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.0278147 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.000591058 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0616603 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.000591058 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.00411629 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0708831 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.000399854 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.000783128 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0618405 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.000190635 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0616618 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0616603 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0616603 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.0255419 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0534399 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0622611 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0286989 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.109674 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.028685 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0268458 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0532001 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0293644 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0534319 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0534399 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.0534399 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0359851 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.00225794 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00491986 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0696478 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.00040371 # DEPENDENCYPART_SIBL
(5,12),(5,20),2.04355e-05 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0610367 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.000994198 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.060858 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0608564 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0608564 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.0232893 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0286989 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.109674 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.028685 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0268458 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0532001 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0293644 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0534319 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0534399 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0534399 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.0359851 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0358695 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.06353 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0631898 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.157802 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.0642082 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.157956 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.157956 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.157956 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0358052 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0212441 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.020389 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0114118 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.021923 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.0116207 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0116248 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.0116248 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.0278147 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0305982 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0169517 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0300509 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0168147 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0168147 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0168147 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.00442896 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0169516 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0300508 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0168146 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0168146 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0168146 # DEPENDENCYPART_SIBL
(5,20),(5,26),0.00420584 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.00082978 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0617322 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0617307 # DEPENDENCYPART_SIBL
(5,21),(5,25),-0.0617307 # DEPENDENCYPART_SIBL
(5,21),(5,26),-0.023584 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0168633 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0168633 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0168633 # DEPENDENCYPART_SIBL
(5,22),(5,26),0.00435142 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.0608736 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0608736 # DEPENDENCYPART_SIBL
(5,23),(5,26),-0.0233302 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0608564 # DEPENDENCYPART_SIBL
(5,24),(5,26),-0.0232893 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.0232893 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0310945 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.010419 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0107436 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0885651 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0231752 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0067305 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0250253 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00808863 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0111854 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0067305 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0111854 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0067305 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.00256381 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0087283 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.00697021 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.00821467 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.00675374 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0067305 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0067305 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0570146 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0313724 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0545847 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0415707 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0991088 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0365271 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.057295 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.035169 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0255126 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0365271 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0255126 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0365271 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0406527 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0143975 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0360898 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0144322 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0365128 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0365271 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0365271 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0254116 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.021364 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.063567 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0179334 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0128639 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0566392 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0142221 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0699206 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0128639 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0699206 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0128639 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00870809 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0415933 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0131598 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0416058 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0128776 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0128639 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0128639 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0333661 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0251021 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0207151 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0106718 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.041031 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0124045 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00637658 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0106718 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00637658 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0106718 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00200151 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.00614343 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0114282 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.00620262 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0107475 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0106718 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0106718 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.00695274 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.021889 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.016526 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0123898 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0151678 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0047526 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.016526 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0047526 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.016526 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0206906 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00190442 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0161575 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.000448821 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.016501 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.016526 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.016526 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0330661 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0247267 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0106521 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00728509 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00728509 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0174302 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0103973 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0109003 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.00984784 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.0284786 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00623983 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0194864 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0430489 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0191053 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0430489 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0191053 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0127115 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0252363 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0192855 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0262101 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0191069 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0191053 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0191053 # DEPENDENCYPART_SIBL
(6,8),(6,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.031233 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00626865 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0316142 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00626865 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0316142 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0422629 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0390292 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0314013 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0405632 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0316102 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0316142 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0316142 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.00261462 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.041382 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0199092 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.041382 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0199092 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0135154 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0244328 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0200894 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0254065 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0199107 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0199092 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0199092 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.00226883 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.07652 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0129099 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.07652 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0914204 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0579423 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0762802 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0604609 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.076512 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.07652 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.07652 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0489202 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0430489 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0191053 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0127115 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0252363 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0192855 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0262101 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0191069 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0191053 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0191053 # DEPENDENCYPART_SIBL
(6,12),(6,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.07652 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0914204 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0579423 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0762802 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0604609 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.076512 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.07652 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.07652 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0489202 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0127115 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0252363 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0192855 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0262101 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0191069 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0191053 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0191053 # DEPENDENCYPART_SIBL
(6,16),(6,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0337701 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0150231 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0347439 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0148444 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0148429 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0148429 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.00424376 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0237576 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0345711 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0236206 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.0236206 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.0236206 # DEPENDENCYPART_SIBL
(6,20),(6,26),-0.0111242 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0260457 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0199811 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0199795 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0199795 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.000310903 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0236693 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0236693 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0236693 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.0109787 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0191225 # DEPENDENCYPART_SIBL
(6,23),(6,25),-0.0191225 # DEPENDENCYPART_SIBL
(6,23),(6,26),-5.70669e-05 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.0191053 # DEPENDENCYPART_SIBL
(6,24),(6,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,25),(6,26),-1.62179e-05 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.104322 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.427121 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00416754 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.353507 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.00602675 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.00331961 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00687764 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0435906 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00374927 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.146972 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.154578 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.372884 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00374927 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.278719 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0201392 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00631015 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00631504 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0063265 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.00631693 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00631015 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.00631015 # DEPENDENCYPART_SIBL
(10,1),(10,26),0.0997622 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0504791 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0463415 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0460891 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.048059 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.456603 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0463415 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.196476 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0235781 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0294479 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0294219 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0293354 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0294472 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.0294479 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0294479 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.136189 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0149547 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.104188 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.104322 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.427121 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0149547 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.48974 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0828269 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00416754 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00417699 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0042089 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.00416754 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00416754 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.00416754 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0251849 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.154922 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.153199 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.317123 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.018106 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.481184 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00283849 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00337853 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00762418 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0028478 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.00331791 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.00337853 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.00337853 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.041682 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0310636 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.353782 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0618645 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.435684 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0270583 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.000829927 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.000839312 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.000908478 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.000839104 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.000829927 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.000829927 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.128373 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.353507 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0504274 # DEPENDENCYPART_SIBL
