# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(3,9),(9,6),-0.0188441 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.181618 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0143508 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0517688 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.245829 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.323393 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0342664 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.147494 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.249397 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.361536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.383668 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.26305 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.358775 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-1.00562 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.939241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),-0.0479387 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.154333 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0384801 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.206605 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.021477 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.133193 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.276281 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.372006 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-1.03142 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.975359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.106263 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.139217 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.149413 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.00162567 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.170487 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.28496 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0484561 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.144709 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.258815 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.325667 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.343373 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.249301 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.345027 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.979166 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.217364 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.948578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),-0.0236489 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0566027 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.137322 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0100127 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0614452 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.331336 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.152214 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.356865 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.468923 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.205275 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.385922 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.890095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.198737 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.101795 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0688412 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0363538 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0902503 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.255751 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.19087 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.207807 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0613197 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.214432 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.255216 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.356647 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.210909 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.30881 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.987143 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.297514 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.204687 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.300413 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.00906063 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.332289 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.347645 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.051417 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.118375 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.405177 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.383065 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.476291 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),0.115146 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),0.0580521 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.943932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.120932 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.0301476 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.00280615 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.175197 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.0141656 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.201914 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.0948676 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.383148 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.332486 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.00295679 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.155298 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.379265 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.382513 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.331595 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.259164 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.35489 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-1.0085 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.190656 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.284523 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.258014 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.384167 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),0.10201 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.190655 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),0.0771004 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.0162223 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.284523 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.258014 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.356947 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.393565 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.223192 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.987231 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.567076 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.996239 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.860989 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.608923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.513045 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.766799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.238651 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.397223 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.176627 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.316515 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.335204 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.552675 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.161792 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.320721 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.28882 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.864002 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.384281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.470759 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.43013 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.665399 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.2652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.174261 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0741879 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.308823 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.37703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.616848 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.634366 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.919033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.704845 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.727945 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.552911 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.985336 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.345533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.143516 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.24985 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.151144 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.31547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.624657 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.685931 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.934251 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.587011 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.660227 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.762382 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.666135 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.620938 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.480083 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.0686 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.56813 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.507838 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.0114 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.955538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.179741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.359782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.919033 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.701653 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.580458 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.512605 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.140059 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.227553 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.936777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.344342 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.274821 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.291711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.339149 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.457192 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.229445 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.323287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.156522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.759268 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.239632 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0744607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.574427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.606418 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.764374 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.642014 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.497387 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.199872 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.289108 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.779098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.215822 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.24139 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.495834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.247086 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.267064 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.235341 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0795628 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.674298 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.147946 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0965429 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.595968 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.589565 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.701653 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.580569 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.512605 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.140059 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.227663 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.92592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.340128 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.277615 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.518407 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.194149 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.290164 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.239645 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.277981 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.336409 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0695609 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.546183 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.662098 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.0726369 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.572603 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.610143 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.289108 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.247086 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.130015 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.212094 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.099317 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.575236 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.128593 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.649216 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.0279965 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.589565 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0666966 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.350116 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.135188 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0198834 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.334053 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.80856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.583098 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.627473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.552687 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.641436 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.08108 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0688853 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.126359 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.25809 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.109498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0058067 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.271208 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.17667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.912331 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.726202 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.873099 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.847697 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.868936 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.661301 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.891644 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.783402 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.970671 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.40745 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.10651 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.33124 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0667276 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.128313 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.583098 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0667276 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.115098 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.241772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.128313 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.032321 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.334053 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.583098 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.552687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.641436 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.790009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.08108 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.813123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.20268 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.24634 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.820555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.11832 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.08334 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.371846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0902122 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.197336 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.116901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.207028 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0225187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.190491 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.055206 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0188904 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.330993 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0300584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.691696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.915443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.59887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.760427 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.287733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.112637 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.267558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.1307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.270695 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0302419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.695178 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.827182 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.90712 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.742826 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.627521 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.754577 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.335848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.000526587 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.219731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0606435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0761809 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0641793 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.591922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.886176 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.917112 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.597232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.80182 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.686515 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.774781 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.428086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0161205 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.306006 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.235765 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.113966 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.130291 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.032265 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0332491 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.320922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0205108 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.705298 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.335857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,11),-0.219741 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.120458 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.190575 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.149891 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.234179 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.405227 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.101793 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.813123 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.20279 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.24634 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.820555 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-1.11843 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-1.00313 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-1.08334 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.373703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0121275 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.103186 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.368254 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.128801 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.152677 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.155345 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.317505 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0567763 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.558068 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.328536 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0276007 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.695128 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.80182 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.305988 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.113936 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.0879864 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.333896 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.169366 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.0744519 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.855044 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.425066 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.705298 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.243138 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.276894 # DEPENDENCYPART_GRANDPAR
