# _root_ A Kreml 234 szobáját egy 180_millió dolláros megrendelés keretében rekordidő , nyolc hónap alatt varázsolta újjá , s ezért magától Jelcintől vehetett át kitüntetést .
#goldHeads=2,4,4,15,8,7,8,9,15,14,14,13,14,15,18,15,18,0,22,22,22,18,22,22,18,
#predictedHeads=2,4,4,15,8,7,8,9,15,15,15,13,14,15,18,15,18,0,22,21,22,18,22,22,18,
(0,22),(22,18),0.564472 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.00405761 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.575278 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.434513 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.170808 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.0736163 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),2.52236 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.817369 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.488681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,25),-0.661019 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.907404 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.421568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.352518 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.160023 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0471732 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0596132 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.280853 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.168738 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0573627 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0407556 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.178445 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0387874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.258504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.0154265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0670844 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.118612 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.553679 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.907404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.422015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.352505 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0325888 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0228705 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.144732 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.0560263 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0608438 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.168827 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.907404 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.421568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.352518 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0330357 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0228813 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.144745 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0560372 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0612907 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.16283 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0573627 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0407556 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.178445 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0387874 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.0154265 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.118612 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.553679 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.00787054 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.228673 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.116995 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0420471 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.0627163 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.246045 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.253837 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.267184 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.661508 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.576358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),0.345674 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),-0.124613 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),0.137901 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),0.085924 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.0963577 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.324868 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.205482 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.158886 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.0653473 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.21948 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.0272516 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.260733 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.0505166 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.0860966 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.0573187 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.0430146 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.0609851 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.175498 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),0.024941 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.138352 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.570531 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.256954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.937108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.57466 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.778054 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.713049 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.686073 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.7309 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.52041 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.20645 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.225334 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.125563 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,9),-0.997551 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.530965 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.489773 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.516672 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.649139 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.01119 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.013754 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.101228 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.969706 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.750001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,12),-0.247175 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.722758 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.295164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.410767 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.297908 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.767903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.290257 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.115946 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.358643 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.473296 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.319602 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.68081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.222978 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.135674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0551669 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.358643 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.473296 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.319602 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.681257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.222967 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.135661 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.055156 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.199761 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0540631 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.358643 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.473296 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.319602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.68081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.222978 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.135674 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0551669 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.200208 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.399634 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.115745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0547318 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0430775 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.111108 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.105867 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.244657 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.615417 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.131015 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.465509 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0022256 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.100429 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.18401 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.397993 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.379881 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.567471 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.723246 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.358643 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.473296 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.319603 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.23566 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.164111 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0678569 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.22132 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.378522 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.0880793 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0761953 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0438456 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.771866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),0.085288 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0290731 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.109152 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.490738 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0240887 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.126842 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.121897 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0149198 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0980351 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.165951 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.287609 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.295688 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.457088 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.295922 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.41174 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.249442 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.83849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.238766 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.128804 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0850091 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.042528 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.561703 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0907128 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.217268 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0793235 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0841062 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0995726 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.254222 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.190054 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.238933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.130167 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.0363492 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.269161 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.337863 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.100931 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.43864 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.63227 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.403814 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.281034 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.761245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),0.166003 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0257106 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.119772 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.480062 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.0134685 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0211611 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.0425139 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.00529359 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.120075 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.335758 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0112835 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.166477 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.319807 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.380695 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.489286 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.586903 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.41174 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.249442 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.83849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.128804 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.0850091 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),0.042528 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.561703 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.0907128 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.217268 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.0793235 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.0841062 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.0995726 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.351604 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.165171 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.20739 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.130008 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.050083 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.045291 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.32744 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.100931 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.43864 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.63227 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.511547 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.581703 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.440462 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.48835 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.33205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.217872 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.136885 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.335159 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.213341 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.949715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.406509 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.563442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.673642 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.659598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.692095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.745098 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.716864 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.623191 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.575802 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.685508 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.79064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.540301 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-1.11109 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.119202 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.226082 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.215358 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.37955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.343997 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.505417 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.183794 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.39368 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.79502 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.224363 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.289404 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.640963 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.640679 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.747987 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.581792 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.779187 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.624763 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-0.981245 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.238344 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.339596 # DEPENDENCYPART_GRANDPAR
(7,3),(3,25),-0.964231 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.246717 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.230634 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.215365 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0500955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.911661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.639299 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.640679 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.747987 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.581792 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.779187 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.821529 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.464948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.31873 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.517766 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.366668 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.624763 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-0.981245 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.870125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,4),-0.704046 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.751544 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.964231 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.470663 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.136244 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.164484 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.753849 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.638617 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.533262 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.556043 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.547278 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-1.01085 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.709751 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.378946 # DEPENDENCYPART_GRANDPAR
(8,3),(3,25),-0.969364 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.470007 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.273566 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.12099 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.105105 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0858269 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.03847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.753849 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.638617 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.533262 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.556043 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.644025 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.490824 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.558619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.481713 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.474216 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.547278 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.01085 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0260199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.392476 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.505466 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.969364 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.460366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0949546 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0289152 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.113711 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0412376 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.270263 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0653815 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.159694 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.803863 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.43351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.469622 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.677832 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.295549 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.811265 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-1.00574 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.174302 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.287109 # DEPENDENCYPART_GRANDPAR
(9,3),(3,25),-0.96426 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0660374 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.181304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.14394 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0155361 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.394343 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.068819 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.43351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.469622 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.677832 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.295549 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.564774 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.538042 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.862273 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.532545 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.628614 # DEPENDENCYPART_GRANDPAR
