# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(4,5),(5,19),-0.0308614 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.535879 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.379786 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.298973 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.59957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.58803 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.464152 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.38928 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.77481 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.284843 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.937132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.450159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.566054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.944814 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.872897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.330355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.221911 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.556204 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.66942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,1),-0.737654 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.611863 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.957026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.742709 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.22909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.167174 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.223207 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0482913 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.101167 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.404472 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0534839 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.181237 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.508375 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.644154 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.191878 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.171448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.269862 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.233448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.524349 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.516057 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.524709 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.737654 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.611863 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.742709 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.22909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),-0.167174 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.223207 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0482913 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.101167 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.404472 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.0534839 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.13874 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.101957 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.566654 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.702433 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.209214 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.088321 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.152214 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.524349 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.516057 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.524709 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.150033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.102521 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.218473 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.29835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.535801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.405044 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.445741 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.530409 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.774907 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.345411 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.535941 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.7927 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.35404 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0806383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.158294 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.347924 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.478327 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0659938 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.147549 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.349477 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.329826 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.549076 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.474724 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.480255 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.36855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.564414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.599871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.246247 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.132857 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.999202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.459766 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.282441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.545325 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.41593 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.611095 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.439566 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.253331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.550857 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.628887 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.14968 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.22 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.736164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0294358 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.100757 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.138273 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0689814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.373441 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.0608754 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.771014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.169834 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0448333 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.01361 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.438961 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.267432 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0376982 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.122855 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.456753 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-1.05286 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.385161 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.395439 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.111958 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.185628 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.297898 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.803309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.20185 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0133371 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0633384 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00141841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0233512 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.130917 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.275449 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.10392 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0117387 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.166158 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0398944 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.00225972 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.525148 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.293241 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.955207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.371428 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.393947 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),0.0669567 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.775833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.157614 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0555163 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.00309158 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0517454 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.00319426 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.2885 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.116971 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0367737 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.306292 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.568491 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.146143 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.121772 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0974855 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.03878 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.128981 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0719067 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.192809 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.0134444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.568491 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.257328 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.733542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.0404247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.10338 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.146143 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.121772 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0974855 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.03878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.128981 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.217296 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0721446 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.192809 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0134444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.261228 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.94991 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.776331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),0.0548471 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.00369224 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.337834 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.166305 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0361106 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.0375209 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.311298 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.971777 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.371335 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.014802 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0450134 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.351859 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.180331 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.000743704 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.177496 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.364951 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.993141 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.385161 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.395439 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),0.185628 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),0.297898 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.803309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.20185 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.0133371 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.0633384 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.00141841 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.0233512 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.0301704 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.178014 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.335546 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.164017 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.01146 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.207581 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.0574175 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.525148 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.293241 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.955207 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.146143 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.144068 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),0.0819481 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.577263 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.112353 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.142634 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.213255 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.257954 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.297884 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.762475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.44161 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.608356 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.884404 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.421677 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.653138 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.733992 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-1.10192 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.161179 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.193019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00144286 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.226489 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.158055 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.191965 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.00284147 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0690764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.355554 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.528756 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.573538 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.08264 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.151097 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.179967 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0653313 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0507829 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.111464 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.291762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.09455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.77723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.664488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.859127 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.671323 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.22002 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.02342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.708932 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.863675 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.736707 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.903909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.06961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.3337 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.526314 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.924091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.796282 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.345033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.143932 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0684597 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.865359 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.01882 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.770847 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.15116 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.20494 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.25094 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.10484 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.288817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0637555 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.234424 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0368785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.112152 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.140612 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0559881 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0242041 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0985673 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.0752876 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0859231 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.534105 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.00979982 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.693257 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.518837 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.650451 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.741447 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.920728 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.780876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.209842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.248899 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.140358 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.164957 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0793988 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.117201 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.096699 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.0710128 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.656415 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),-0.141305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.209783 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0333846 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0382399 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0872727 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0655364 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.142353 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.101802 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.656415 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.835213 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.924091 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.796282 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.345033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.141305 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.209783 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0333846 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0382399 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0872727 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.233931 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0634845 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.142353 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.101802 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0193481 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.706859 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.865359 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-1.01882 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-1.15116 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-1.20494 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-1.25094 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-1.10484 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.288817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.0637555 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.234424 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.0368785 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.0664544 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.049123 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.20824 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.0116406 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.104109 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.274909 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0867151 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.534105 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.00979982 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.693257 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),-0.141305 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.2988 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.137063 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.830788 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.244125 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.313503 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.366174 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.313865 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.127474 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.271198 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.169115 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.965859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.437485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.783122 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.397713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.613405 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.742964 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.507491 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.410906 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.491019 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.521153 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.732285 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.836642 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.251859 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.342172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.416916 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.22202 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.188584 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.300235 # DEPENDENCYPART_GRANDPAR
