# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(3,12),(12,2),-0.267812 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.32217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.152931 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0474835 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.287942 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.534124 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.15708 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.390693 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.471969 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.246835 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.574633 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.524658 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.693454 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.434393 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-1.28203 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.023091 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0579023 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.069913 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.162361 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.128977 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.283038 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.0399003 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-1.06714 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.605059 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.152339 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.173431 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0921355 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.0689252 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.118572 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-1.07089 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.06594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,6),0.0152527 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.0568493 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.125746 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.187342 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.134257 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0635901 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.0747332 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.125186 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.29919 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0452672 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.167576 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.0579639 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.207567 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.127059 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.000995468 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.271739 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.438152 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-1.12724 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.621054 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.131744 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.11962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.176755 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.0637027 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.221257 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.0671572 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.188139 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.159101 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.14995 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.00463391 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.387201 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.264179 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0320919 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.209892 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-1.14144 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.13688 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.282304 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.286315 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.330813 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.557039 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.922825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.551215 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.711945 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.585969 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.78443 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.540655 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.63395 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.900989 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.815702 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.759376 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.00725 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.282032 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.595005 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.914505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.513371 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.674101 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.58963 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.755085 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.634501 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.01412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.213823 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.314849 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.913817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.562359 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.484813 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.723089 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.626104 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.676108 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.790365 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.580791 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.707326 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.912134 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.857515 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.827181 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.740499 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.750369 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.28707 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.01141 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.503867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0706293 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.16206 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.218327 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.140463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.305234 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.421207 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.752263 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.164797 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0662283 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.088727 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.809751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.602513 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.427677 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.78528 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.340616 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.453594 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.618791 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.632989 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.775201 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.876721 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.152359 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0879155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.145015 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.752394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.545156 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.416267 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.734169 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.438241 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.867436 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.169427 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.221629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.195682 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.280153 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.612353 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.467519 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.338271 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.781047 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.380458 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.524071 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.62863 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.541267 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.643164 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.60754 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.766353 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.844663 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.877876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0310542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0763581 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0508816 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.611386 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.361302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.399517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.283215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0888495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0856807 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.077051 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.361347 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.088403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.429228 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.472492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.525223 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.358674 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.399539 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.283253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0888352 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0760149 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0586981 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.00104066 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.214213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0887294 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.228657 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.378257 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.429588 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.505936 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.493363 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.373891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.32555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.440895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0632258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.233657 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.187204 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0454068 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0828066 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.122507 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.192207 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.242381 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.205811 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.332221 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.461162 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.317633 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.407688 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.528756 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.0886117 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0281516 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0801854 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.088403 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.224977 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.375823 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.425908 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.51339 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.433232 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.334604 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0169259 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0622976 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.163557 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.554841 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.634338 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.358673 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.087214 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.076268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0595487 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.19748 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.342631 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0275125 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0799569 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0925457 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.16738 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.429768 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.241735 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.248402 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.199684 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.330777 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.205342 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.432557 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.421773 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.14105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.293305 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.515073 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.42753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.325135 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.424122 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.20357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.607486 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.435321 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.515774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.706731 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.401756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.620143 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.903649 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.328753 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.646779 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.881422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.831329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.776484 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.744935 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.855846 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.605677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.206475 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.114158 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.230758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.121132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.144415 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.331642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.429813 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.680223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.849561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.846545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.702494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.683167 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.793124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.763319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.334981 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.00987447 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.198006 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.182634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.208752 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0325198 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.12157 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.318416 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.414547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.485672 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.407913 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.524731 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.607519 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0845496 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0982733 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.122424 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.180102 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.555066 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.630313 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0226856 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.22421 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.47279 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.178079 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0746663 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.223912 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.1023 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.231014 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.128315 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.58852 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.415691 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.280818 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.602855 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.612623 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.575197 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.682755 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.213182 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0529821 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.167631 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.102562 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.230753 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.090972 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.537409 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.265464 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.673469 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.230512 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.236504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.116998 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.15735 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.252661 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.175965 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0304359 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.877238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.584287 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.455533 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.351295 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.612695 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.329938 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.622798 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.443145 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.566349 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.659269 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.683909 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.093239 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0937049 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0914841 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.245284 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.180064 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.173712 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0961046 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.260819 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.225607 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.332989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.10207 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.938756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.569069 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.674251 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.400289 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.684018 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.713707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.264059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.260819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.121241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0724535 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.10207 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.938756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.569069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.400289 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.720824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.656852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0474058 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0921037 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.122691 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.205087 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.176353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.24099 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.319658 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.494041 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.137844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0581524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.110472 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.147644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.369598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.440372 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.499562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.656852 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.264441 # DEPENDENCYPART_GRANDPAR
