# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(5,13),(13,6),-0.063948 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.220869 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.181854 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0766251 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.150743 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0320075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.240474 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.143531 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.245129 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.406578 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.164148 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.259409 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.291486 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.116989 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.551403 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.548513 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.509779 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.563685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.0500465 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.324534 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.305468 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.166037 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.129553 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0791372 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.364179 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.247014 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.151322 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.341374 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.186266 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.321619 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.361516 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.187201 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.560239 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.023127 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.26804 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.197058 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.0953113 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.245236 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.375492 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),0.00873525 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.194926 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.220078 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0288424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0139149 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0749648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0319173 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.51178 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.710204 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.905799 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0202834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0556059 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.160162 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.512789 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.554958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.492134 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.466678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.631289 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.570198 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.664568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.518965 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.723106 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.898228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.338487 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.352464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.463744 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.444102 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.402378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.5024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.109958 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.191852 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.240611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.32544 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.332302 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.443105 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.46225 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.417257 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.617593 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.107187 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.30804 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0914331 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.152355 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.00802814 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0719221 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.101896 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,18),-0.341943 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.28555 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.132658 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0172276 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0895249 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.15778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.143341 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.505053 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.0616856 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.324852 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.550149 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.31909 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.227425 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.10666 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.161423 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0179766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.00635835 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.16073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.140441 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.506404 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.0636928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.178799 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.32624 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.551526 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.320442 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.230326 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.10801 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.038657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0309325 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),0.144632 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.466798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.588248 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.514354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.272669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.219629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.109552 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.825881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.225337 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0348653 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.115138 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0676798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.404663 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.096424 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.0636113 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.85253 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.190489 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.0473301 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.00229872 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.879693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.281866 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.315045 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0138684 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0302109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0613262 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.417001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.133594 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.153722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.0653947 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.939186 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0197598 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.272669 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.822854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.184104 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0123782 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.12391 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0662328 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.462255 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.287667 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.234285 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.123274 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.939556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.297197 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.337352 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0709342 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.162055 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0201378 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.333448 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.144447 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.505955 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.29901 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.297759 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.148516 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.412382 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-1.01428 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.011377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.282544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0300716 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0123782 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.12391 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.104129 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0174966 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.230644 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0975838 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.0621642 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.454766 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.280547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.227163 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.116154 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.08208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0764185 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.501443 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0840528 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.28589 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.241055 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.304906 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.392624 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.288512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.346595 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.391457 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.274968 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.517561 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-1.04809 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.863347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.30377 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.31097 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0177862 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0165875 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0846416 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.0640453 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.205276 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.125008 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.0478719 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.908363 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.12391 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.104129 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0174966 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.230644 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0566714 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.221652 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.00185771 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.0730113 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.226145 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.196108 # DEPENDENCYPART_GRANDPAR
(7,21),(21,8),0.31946 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.310658 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.000836402 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.0482942 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.124696 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.0385298 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.0523628 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.97204 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.496334 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.745064 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.210932 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.709189 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.514225 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.270112 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.228347 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.167865 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.528378 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.822857 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.62024 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.235383 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.161443 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.144812 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.959181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.571216 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.463142 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.515494 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.488173 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.498906 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.857766 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.782624 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.619623 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.236058 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.362042 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.149299 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.960431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.571348 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.463635 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.515984 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.515648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.48832 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.499038 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.859015 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.782755 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.223409 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.314892 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.958697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-0.875018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.595305 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.166898 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.31239 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.255028 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.325734 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.02604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.622463 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.470571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.685332 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.581448 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.544577 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.766821 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.630905 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.545086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.550153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.458155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.924479 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.591773 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.793059 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.534419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.564697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.514873 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.55993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.603054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.230765 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.239495 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.226468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.288953 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.252924 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.209509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.302491 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.582527 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.523236 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.624004 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.591021 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.213662 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.175932 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.316368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.217202 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.175932 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.316368 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0451099 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.164614 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.397858 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.197543 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.510776 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.59601 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.609898 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.558257 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.623547 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.613792 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.620667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.220744 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.144964 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.337093 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.174569 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.221345 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.418582 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.224027 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.304921 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.331969 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.562508 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.366697 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.445873 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.560917 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.590848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.230456 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0890806 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.147785 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.161821 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.197243 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0702811 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.158146 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.552602 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.481187 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.316368 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.0451099 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.164614 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.397858 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0945676 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.13709 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.141353 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.179032 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.320665 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0910749 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.442873 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.173317 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.140528 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0506257 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.493811 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.771311 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.455617 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.174518 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0797946 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0393513 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.144152 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.305619 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.818969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.370672 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.540083 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.416873 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.542935 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.763756 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.450856 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.167243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.252288 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0399284 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.130698 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.298455 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.819332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.349327 # DEPENDENCYPART_GRANDPAR
