# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(1,16),(1,18),0.028752 # DEPENDENCYPART_SIBL
(1,16),(1,19),-0.0100094 # DEPENDENCYPART_SIBL
(1,16),(1,20),-0.0119998 # DEPENDENCYPART_SIBL
(1,16),(1,21),-0.00203086 # DEPENDENCYPART_SIBL
(1,16),(1,22),0.0293483 # DEPENDENCYPART_SIBL
(1,16),(1,23),-0.0100094 # DEPENDENCYPART_SIBL
(1,16),(1,24),-0.0266393 # DEPENDENCYPART_SIBL
(1,18),(1,19),0.0117939 # DEPENDENCYPART_SIBL
(1,18),(1,20),0.0241773 # DEPENDENCYPART_SIBL
(1,18),(1,21),-0.000531997 # DEPENDENCYPART_SIBL
(1,18),(1,22),-0.0208406 # DEPENDENCYPART_SIBL
(1,18),(1,23),0.0117939 # DEPENDENCYPART_SIBL
(1,18),(1,24),0.0159781 # DEPENDENCYPART_SIBL
(1,19),(1,20),0.0247797 # DEPENDENCYPART_SIBL
(1,19),(1,21),0.00453767 # DEPENDENCYPART_SIBL
(1,19),(1,22),-0.021499 # DEPENDENCYPART_SIBL
(1,19),(1,23),0.0077608 # DEPENDENCYPART_SIBL
(1,19),(1,24),0.0622139 # DEPENDENCYPART_SIBL
(1,20),(1,21),0.0593026 # DEPENDENCYPART_SIBL
(1,20),(1,22),-0.00650649 # DEPENDENCYPART_SIBL
(1,20),(1,23),0.0955978 # DEPENDENCYPART_SIBL
(1,20),(1,24),0.0477894 # DEPENDENCYPART_SIBL
(1,21),(1,22),-0.0699717 # DEPENDENCYPART_SIBL
(1,21),(1,23),-0.0332298 # DEPENDENCYPART_SIBL
(1,21),(1,24),-0.0100842 # DEPENDENCYPART_SIBL
(1,22),(1,23),-0.0174841 # DEPENDENCYPART_SIBL
(1,22),(1,24),-0.0209893 # DEPENDENCYPART_SIBL
(1,23),(1,24),0.0622139 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.109449 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0836074 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.225981 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0832058 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.246786 # DEPENDENCYPART_SIBL
(2,1),(2,11),0.221212 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.11728 # DEPENDENCYPART_SIBL
(2,1),(2,20),0.106311 # DEPENDENCYPART_SIBL
(2,1),(2,21),0.144172 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.217102 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.10213 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.00740693 # DEPENDENCYPART_SIBL
(2,3),(2,5),0.0142831 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0112326 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0102456 # DEPENDENCYPART_SIBL
(2,3),(2,11),0.0111117 # DEPENDENCYPART_SIBL
(2,3),(2,16),-0.000172789 # DEPENDENCYPART_SIBL
(2,3),(2,20),0.025945 # DEPENDENCYPART_SIBL
(2,3),(2,21),0.00686986 # DEPENDENCYPART_SIBL
(2,3),(2,22),0.0162848 # DEPENDENCYPART_SIBL
(2,3),(2,24),0.0423731 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0184206 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0695041 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.0267487 # DEPENDENCYPART_SIBL
(2,4),(2,11),-0.0147261 # DEPENDENCYPART_SIBL
(2,4),(2,16),-0.0288886 # DEPENDENCYPART_SIBL
(2,4),(2,20),-0.00355168 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.0495601 # DEPENDENCYPART_SIBL
(2,4),(2,22),-0.0125061 # DEPENDENCYPART_SIBL
(2,4),(2,24),-0.0189525 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.0042432 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.114178 # DEPENDENCYPART_SIBL
(2,5),(2,11),1.46317e-05 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.00251149 # DEPENDENCYPART_SIBL
(2,5),(2,20),-0.00910655 # DEPENDENCYPART_SIBL
(2,5),(2,21),0.143187 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.00550696 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.0660583 # DEPENDENCYPART_SIBL
(2,6),(2,7),-0.00186141 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0328128 # DEPENDENCYPART_SIBL
(2,6),(2,16),-0.0488684 # DEPENDENCYPART_SIBL
(2,6),(2,20),-0.0108754 # DEPENDENCYPART_SIBL
(2,6),(2,21),0.0454972 # DEPENDENCYPART_SIBL
(2,6),(2,22),-0.0305955 # DEPENDENCYPART_SIBL
(2,6),(2,24),-0.0364146 # DEPENDENCYPART_SIBL
(2,7),(2,11),0.330343 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.0800185 # DEPENDENCYPART_SIBL
(2,7),(2,20),0.0525221 # DEPENDENCYPART_SIBL
(2,7),(2,21),-0.0443622 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.343591 # DEPENDENCYPART_SIBL
(2,7),(2,24),0.0480349 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.00376044 # DEPENDENCYPART_SIBL
(2,11),(2,20),-0.00938436 # DEPENDENCYPART_SIBL
(2,11),(2,21),0.137182 # DEPENDENCYPART_SIBL
(2,11),(2,22),0.00325517 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0867537 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.00474064 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.0259504 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0302833 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.0598063 # DEPENDENCYPART_SIBL
(2,20),(2,21),0.0460043 # DEPENDENCYPART_SIBL
(2,20),(2,22),-0.000607309 # DEPENDENCYPART_SIBL
(2,20),(2,24),0.00232099 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0756197 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0316122 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0441683 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.240525 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0265809 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0308451 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0297953 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0869668 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.0299761 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0288537 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0500789 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0182456 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00388993 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.00425904 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.00311965 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.00589086 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.00188689 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0424022 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0328572 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0434538 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0561887 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0384195 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.036749 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0209586 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.0349383 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0263312 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0144622 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0146397 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0725592 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.0189609 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0278555 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0275056 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.0125559 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0445248 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0441753 # DEPENDENCYPART_SIBL
(3,10),(3,24),0.0105874 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0126686 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.087851 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.0660391 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.147788 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.00443672 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0127622 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.111313 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0237423 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0203117 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.0897372 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.00732102 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0375087 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.0484655 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.106112 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00312753 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0339812 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0556591 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0424555 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0460251 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0531864 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0363641 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0722806 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0515769 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0177216 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0459931 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0424555 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0515769 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.045925 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0593348 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0830617 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.0838027 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0363641 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0315967 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0454816 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0250778 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0218756 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0175249 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0246106 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0420073 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0504922 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00578553 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.000414119 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0113022 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0379183 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0175249 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.000414119 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0378841 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0055353 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0384084 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0124399 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0504922 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0224271 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0493915 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00597479 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0945413 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0398729 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.030783 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0478827 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0290708 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0493914 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0628014 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00194783 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0945413 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0493914 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.00246844 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.077443 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.00169994 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.018348 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0478827 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0555818 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00320295 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0130449 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00531918 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00195461 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00664194 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0225831 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0334115 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0229833 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0022666 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0130449 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0334115 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0022666 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0816912 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0290674 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0443995 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.00664194 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0158586 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0128962 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00435702 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0074785 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0440693 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0282168 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0171518 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0331062 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.040649 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0128962 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0171518 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.040649 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0290828 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0167083 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0348422 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0440693 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.00815264 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0102164 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0104032 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0705592 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.190544 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.242152 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0655177 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0542396 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0195588 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.242152 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0543508 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.00593722 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0428625 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.188508 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0705592 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0425348 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00299377 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00986457 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0370201 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0501163 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0412396 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0665188 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0242259 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0501163 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0665166 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.00977191 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.00540998 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0401258 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.00986457 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.00555131 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0311037 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0603836 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00992714 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00979149 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0364578 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0323348 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.00992714 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0364556 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0194917 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0497718 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0634893 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0311037 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0531861 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.013931 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0293614 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0351987 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0252897 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0427762 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0293614 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0252848 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0169468 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.00610058 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0192695 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.019979 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.00089014 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0736148 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0199317 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00739114 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0598446 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0736148 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00739114 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0543266 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.046689 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.00795367 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.00432053 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0406112 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0542318 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0773492 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0102201 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0436715 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0773492 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0159112 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.00916219 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0368719 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0419375 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0221595 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.00171425 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0270903 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.071405 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00171425 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.00597722 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.000529806 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.000563205 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0517727 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.00674138 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.000238256 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0238984 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0350965 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0114979 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0180872 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0307316 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0239827 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0114935 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.242152 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0543508 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.00593722 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0428625 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.188508 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0705592 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0425348 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0773492 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0159112 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.00916219 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0368719 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0419375 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0221595 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0114979 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.018076 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0307325 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0239829 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0113828 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0291 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0337967 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0138183 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0118274 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0090483 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0289895 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.00013377 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0105727 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.00223016 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.00089014 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0899405 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0983042 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0368585 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.171976 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.016972 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0405606 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0145545 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0617838 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.125292 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0388316 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.234739 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.058603 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0759592 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0470804 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.138567 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0176078 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.135297 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0511467 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0184449 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.056981 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.109141 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00395349 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.238756 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0261434 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.244456 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0717532 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0323711 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0544717 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0320443 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0372624 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.00663296 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00051007 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0789151 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00541336 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0424634 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0571693 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00839191 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0930472 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00804683 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0323064 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00625114 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0119909 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0950445 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0491423 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.312074 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0714228 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.07857 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0241921 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0015309 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.312866 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0166852 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0171232 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00516757 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0444731 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00176185 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00830054 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0349141 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0261347 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0128244 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0164571 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0736817 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.024192 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0213411 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.117553 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00507429 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.050467 # DEPENDENCYPART_SIBL
