# _root_ Orbán egyetlen " házon belüli " kritikusa , Tölgyessy_Péter már hónapokkal ezelőtt jelezte , hogy a kormányfő megválasztása után egyfajta elnöki rendszer kiépítésébe fogott .
#goldHeads=7,7,7,5,7,7,13,13,13,13,12,13,0,13,13,17,24,19,24,22,22,23,24,13,13,
#predictedHeads=2,4,4,5,7,7,13,13,13,13,12,13,0,13,13,17,18,19,24,22,22,23,24,13,13,
(5,13),(5,24),0.0116669 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0678541 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.115479 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.377165 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0881864 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0285641 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.00159154 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.0716215 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0269755 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.23078 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00601939 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0447629 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.23078 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00184419 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00360015 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0276542 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00250772 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0382716 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.021152 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.00793135 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0428861 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.228585 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0213713 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0225528 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.228585 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00822665 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0231977 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0306498 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0231977 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.000818103 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.000960198 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0274895 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.00763266 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0232761 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0614066 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.138501 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0607558 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0116208 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0302745 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0116208 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0229061 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0265622 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0134396 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0142176 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0403462 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.2264 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00283849 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00337853 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0276312 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0022861 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0382874 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0211678 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.00765785 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.041682 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.239895 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0329119 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00411481 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0432058 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00411481 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0129192 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0127771 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0400738 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.00425149 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0607558 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0116208 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0302745 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0116208 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0229061 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0265622 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0134396 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0142176 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.342981 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.171956 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.342789 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0912372 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.072198 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.425607 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0787788 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0235086 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00460245 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0249644 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0305328 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.058216 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0485651 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0453873 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0212593 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0130728 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.0327226 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0771897 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0249376 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.030506 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.0581706 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0478918 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.064392 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0752571 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.172819 # DEPENDENCYPART_SIBL
(7,19),(7,24),0.0852578 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.182049 # DEPENDENCYPART_SIBL
(7,24),(7,25),0.209893 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.228585 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0213713 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0225528 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.228585 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0213713 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.446215 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0231977 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.000818103 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.000960198 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.00763266 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0232761 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0614066 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.138501 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0232761 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0127322 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0116208 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0229061 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0265622 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0142176 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0403462 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.2264 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.018106 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.641687 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0022861 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0382874 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0211678 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.041682 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.239895 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00157609 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.444641 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00411481 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0129192 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0127771 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.00425149 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0232761 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0127322 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0116208 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0229061 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0265622 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0142176 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.641687 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0022861 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0382874 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0211678 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.041682 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00844461 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0102066 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0129335 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0238545 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0249376 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.030506 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0478918 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.064392 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.172819 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.182049 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.067369 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.154212 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0792724 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0364239 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.05854 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.153334 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0497743 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0794334 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.154212 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0792724 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0364239 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.05854 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.153334 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0497743 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0794334 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0627648 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0120293 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0659527 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.012732 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0387302 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.0471049 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0147763 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0354484 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0491509 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.00147385 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0698425 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0179722 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0440403 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0384981 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0822219 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0348468 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.00661519 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.0579091 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0378254 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.0455097 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.0644488 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0269755 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.23078 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00601939 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0447629 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.23078 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00601939 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.646031 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00601939 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.207777 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.021152 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.228585 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0213713 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0225528 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.228585 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0213713 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.446214 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0213713 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.094278 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.000960198 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0232761 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0614066 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.1385 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0232761 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0127312 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0232761 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0740699 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0265622 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0403462 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.226399 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.018106 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.641686 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.018106 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.203705 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0211678 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.239894 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00157609 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.44464 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00157609 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0808332 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0127771 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0232761 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0127312 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0232761 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0740699 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0265622 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.641686 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.018106 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.203705 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0211678 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0569251 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0648468 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0129335 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.203705 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0211678 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00825985 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0297937 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0381042 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.135625 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0242306 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0381042 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.135625 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.329603 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.135625 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0654041 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.136094 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0442077 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0428959 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0213927 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00766002 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.10647 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0168894 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00766002 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.10647 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.158605 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.10647 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.000553382 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.10647 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.000779207 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00426201 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0034351 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0743462 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.000725135 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0171208 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0743462 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0258176 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0743462 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0163426 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0743906 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.034882 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0331068 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0247393 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0242462 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0381331 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.139201 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.329661 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.139201 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.065745 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.13967 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0444452 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0431333 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.021682 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0199705 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.110605 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.161007 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.110605 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.000944989 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.110605 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00677654 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0102593 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00336977 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0743462 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0258176 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0743462 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0163426 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0743906 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.034882 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0331068 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0247393 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.329661 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.139201 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.065745 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.13967 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0444452 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0431333 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.021682 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0177148 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0195986 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0178035 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0491276 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0457621 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0150406 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.065745 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.13967 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0444452 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0431333 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.021682 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0662073 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00754697 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00993709 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.000825046 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0414094 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0400976 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.021682 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0875945 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0887146 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0883087 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0258157 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.00725556 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0669502 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0159336 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00725556 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0669502 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0854584 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0669502 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0526601 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0668243 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0189927 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0275314 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0123761 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0282813 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0394132 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0261805 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00787947 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0156687 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0138229 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0318124 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0261709 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0347435 # DEPENDENCYPART_SIBL
(13,1),(13,25),0.0041351 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.00214139 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.033931 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0252387 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00214139 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.033931 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0491755 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.033931 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0358486 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0328678 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0350159 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.00214167 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0283406 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0119354 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00152145 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.00258559 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.019805 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0380244 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0369352 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0008427 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.00258559 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0204953 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.00303019 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0409436 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.000673008 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.118576 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0409436 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0187039 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0409436 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00351386 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0399677 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0293521 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0486809 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0263827 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0034029 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00596358 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0153058 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0187456 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0202319 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0180176 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0136403 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0156176 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0363514 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0303821 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0151317 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00635685 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0691722 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0864077 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0691722 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0541786 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0690463 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0198408 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0311643 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0139887 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.029894 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0416009 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0283682 # DEPENDENCYPART_SIBL
